name,year,team,AB,R,H,HR,RBI,BB,K,AVG,OBP,SLG,OPS,playerType
Landon Powell,2011,Oakland Athletics,111,10,19,1,4,11,32,.171,.246,.225,.471,hitter
David Purcey,2011,Detroit Tigers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Anthony Recker,2011,Oakland Athletics,17,3,3,0,0,4,7,.176,.333,.235,.568,hitter
Adam Rosales,2011,Oakland Athletics,61,5,6,2,8,4,13,.098,.162,.197,.359,hitter
Scott Sizemore,2011,Detroit Tigers,63,8,14,0,4,10,19,.222,.329,.238,.567,hitter
Eric Sogard,2011,Oakland Athletics,70,7,14,2,4,4,13,.200,.243,.329,.572,hitter
Kurt Suzuki,2011,Oakland Athletics,460,54,109,14,44,38,64,.237,.301,.385,.686,hitter
Ryan Sweeney,2011,Oakland Athletics,264,34,70,1,25,33,48,.265,.346,.341,.687,hitter
Michael Taylor,2011,Oakland Athletics,30,4,6,1,1,5,11,.200,.314,.300,.614,hitter
Jemile Weeks,2011,Oakland Athletics,406,50,123,2,36,21,62,.303,.340,.421,.761,hitter
Josh Willingham,2011,Oakland Athletics,488,69,120,29,98,56,150,.246,.332,.477,.809,hitter
Michael Wuertz,2011,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brad Ziegler,2011,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Pedro Alvarez,2011,Pittsburgh Pirates,235,18,45,4,19,24,80,.191,.272,.289,.561,hitter
Jose Ascanio,2011,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Joe Beimel,2011,Pittsburgh Pirates,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
John Bowker,2011,Pittsburgh Pirates,17,0,4,0,2,2,4,.235,.316,.294,.610,hitter
Dusty Brown,2011,Pittsburgh Pirates,28,2,3,0,0,1,10,.107,.138,.107,.245,hitter
Brian Burres,2011,Pittsburgh Pirates,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Ronny Cedeno,2011,Pittsburgh Pirates,413,43,103,2,32,30,93,.249,.297,.339,.636,hitter
Pedro Ciriaco,2011,Pittsburgh Pirates,33,4,10,0,6,1,6,.303,.324,.424,.748,hitter
Kevin Correia,2011,Pittsburgh Pirates,46,0,4,0,3,1,19,.087,.106,.130,.236,hitter
Michael Crotta,2011,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Matt Diaz,2011,Pittsburgh Pirates,216,14,56,0,19,11,44,.259,.303,.324,.627,hitter
Ryan Doumit,2011,Pittsburgh Pirates,218,17,66,8,30,16,35,.303,.353,.477,.830,hitter
Eric Fryer,2011,Pittsburgh Pirates,26,5,7,0,0,3,7,.269,.345,.269,.614,hitter
Jason Grilli,2011,Pittsburgh Pirates,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Joel Hanrahan,2011,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Josh Harrison,2011,Pittsburgh Pirates,195,21,53,1,16,3,24,.272,.281,.374,.655,hitter
Jared Hughes,2011,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jason Jaramillo,2011,Pittsburgh Pirates,43,1,14,0,6,2,12,.326,.356,.395,.751,hitter
Garrett Jones,2011,Pittsburgh Pirates,423,51,103,16,58,48,104,.243,.321,.433,.754,hitter
Jeff Karstens,2011,Pittsburgh Pirates,48,2,5,0,2,3,28,.104,.157,.125,.282,hitter
Derrek Lee,2011,Baltimore Orioles,334,39,82,12,41,25,83,.246,.302,.404,.706,hitter
Chris Leroux,2011,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brad Lincoln,2011,Pittsburgh Pirates,12,1,1,0,1,1,5,.083,.154,.167,.321,hitter
Jeff Locke,2011,Pittsburgh Pirates,5,0,0,0,0,0,4,.000,.000,.000,.000,hitter
Ryan Ludwick,2011,San Diego Padres,378,42,90,11,64,32,87,.238,.301,.373,.674,hitter
Paul Maholm,2011,Pittsburgh Pirates,46,1,5,0,1,3,22,.109,.163,.109,.272,hitter
Andrew McCutchen,2011,Pittsburgh Pirates,572,87,148,23,89,89,126,.259,.364,.456,.820,hitter
Daniel McCutchen,2011,Pittsburgh Pirates,5,0,0,0,0,0,0,.000,.000,.000,.000,hitter
James McDonald,2011,Pittsburgh Pirates,55,3,5,0,3,3,29,.091,.138,.109,.247,hitter
Michael McKenry,2011,Pittsburgh Pirates,180,17,40,2,11,14,49,.222,.276,.322,.598,hitter
Evan Meek,2011,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Charlie Morton,2011,Pittsburgh Pirates,50,0,4,0,2,1,29,.080,.094,.140,.234,hitter
Daniel Moskos,2011,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ross Ohlendorf,2011,Pittsburgh Pirates,14,2,3,1,4,0,7,.214,.214,.429,.643,hitter
Garrett Olson,2011,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Lyle Overbay,2011,Pittsburgh Pirates,352,40,80,8,37,36,77,.227,.300,.349,.649,hitter
Matt Pagnozzi,2011,Colorado Rockies,21,2,6,0,2,1,8,.286,.348,.286,.634,hitter
Xavier Paul,2011,Los Angeles Dodgers,11,0,3,0,0,0,5,.273,.273,.273,.546,hitter
Steve Pearce,2011,Pittsburgh Pirates,94,8,19,1,10,7,21,.202,.260,.255,.515,hitter
Alex Presley,2011,Pittsburgh Pirates,215,27,64,4,20,13,40,.298,.339,.465,.804,hitter
Chris Resop,2011,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Joshua Rodriguez,2011,Pittsburgh Pirates,12,1,1,0,1,1,8,.083,.214,.083,.297,hitter
Chris Snyder,2011,Pittsburgh Pirates,96,13,26,3,17,17,23,.271,.376,.396,.772,hitter
Jose Tabata,2011,Pittsburgh Pirates,334,53,89,4,21,40,61,.266,.349,.362,.711,hitter
Aaron Thompson,2011,Pittsburgh Pirates,0,0,0,0,0,1,0,.000,1.000,.000,1.000,hitter
Wyatt Toregas,2011,Pittsburgh Pirates,4,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Jose Veras,2011,Pittsburgh Pirates,0,1,0,0,0,1,0,.000,1.000,.000,1.000,hitter
Neil Walker,2011,Pittsburgh Pirates,596,76,163,12,83,54,112,.273,.334,.408,.742,hitter
Tony Watson,2011,Pittsburgh Pirates,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Brandon Wood,2011,Los Angeles Angels,14,1,2,0,0,0,8,.143,.143,.214,.357,hitter
Tim Wood,2011,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chase d'Arnaud,2011,Pittsburgh Pirates,143,17,31,0,6,4,36,.217,.242,.287,.529,hitter
Mike Adams,2011,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jason Bartlett,2011,San Diego Padres,554,61,136,2,40,48,98,.245,.308,.307,.615,hitter
Anthony Bass,2011,San Diego Padres,5,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Heath Bell,2011,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kyle Blanks,2011,San Diego Padres,170,21,39,7,26,16,51,.229,.300,.406,.706,hitter
Brad Brach,2011,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Everth Cabrera,2011,San Diego Padres,8,1,1,0,0,1,3,.125,.222,.125,.347,hitter
Jorge Cantu,2011,San Diego Padres,144,8,28,3,16,7,28,.194,.232,.285,.517,hitter
Drew Carpenter,2011,Philadelphia Phillies,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Aaron Cunningham,2011,San Diego Padres,90,12,16,3,9,9,17,.178,.257,.367,.624,hitter
James Darnell,2011,San Diego Padres,45,2,10,1,7,5,7,.222,.294,.333,.627,hitter
Samuel Deduno,2011,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chris Denorfia,2011,San Diego Padres,307,38,85,5,19,28,49,.277,.337,.381,.718,hitter
Logan Forsythe,2011,San Diego Padres,150,12,32,0,12,12,33,.213,.281,.287,.568,hitter
Ernesto Frieri,2011,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jeff Fulchino,2011,Houston Astros,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Alberto Gonzalez,2011,San Diego Padres,247,18,53,1,32,13,37,.215,.256,.283,.539,hitter
Luke Gregerson,2011,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jesus Guzman,2011,San Diego Padres,247,33,77,5,44,22,43,.312,.369,.478,.847,hitter
Erik Hamren,2011,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Aaron Harang,2011,San Diego Padres,56,3,5,0,1,0,23,.089,.089,.107,.196,hitter
Brad Hawpe,2011,San Diego Padres,195,19,45,4,19,19,68,.231,.301,.344,.645,hitter
Chase Headley,2011,San Diego Padres,381,43,110,4,44,52,92,.289,.374,.399,.773,hitter
Jeremy Hermida,2011,Cincinnati Reds,18,2,2,1,3,0,7,.111,.111,.278,.389,hitter
Orlando Hudson,2011,San Diego Padres,398,54,98,7,43,49,84,.246,.329,.352,.681,hitter
Nick Hundley,2011,San Diego Padres,281,34,81,9,29,22,74,.288,.347,.477,.824,hitter
Cedric Hunter,2011,San Diego Padres,4,1,1,0,0,1,0,.250,.400,.250,.650,hitter
Rob Johnson,2011,San Diego Padres,179,9,34,3,16,14,58,.190,.259,.285,.544,hitter
Mat Latos,2011,San Diego Padres,56,3,4,1,1,1,28,.071,.103,.143,.246,hitter
Wade LeBlanc,2011,San Diego Padres,22,3,8,0,1,1,4,.364,.391,.364,.755,hitter
Ryan Ludwick,2011,San Diego Padres,378,42,90,11,64,32,87,.238,.301,.373,.674,hitter
Cory Luebke,2011,San Diego Padres,33,3,7,0,0,2,16,.212,.257,.212,.469,hitter
Luis Martinez,2011,San Diego Padres,59,7,12,1,10,8,14,.203,.309,.305,.614,hitter
Cameron Maybin,2011,San Diego Padres,516,82,136,9,40,44,125,.264,.323,.393,.716,hitter
Dustin Moseley,2011,San Diego Padres,29,0,4,0,0,1,11,.138,.167,.138,.305,hitter
Pat Neshek,2011,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Andy Parrino,2011,San Diego Padres,44,3,8,0,4,9,17,.182,.327,.205,.532,hitter
Eric Patterson,2011,San Diego Padres,89,8,16,2,8,12,22,.180,.272,.292,.564,hitter
Kyle Phillips,2011,San Diego Padres,76,9,13,2,10,8,19,.171,.259,.289,.548,hitter
Chad Qualls,2011,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Clayton Richard,2011,San Diego Padres,28,0,3,0,2,1,12,.107,.138,.143,.281,hitter
Anthony Rizzo,2011,San Diego Padres,128,9,18,1,9,21,46,.141,.281,.242,.523,hitter
Evan Scribner,2011,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Josh Spence,2011,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tim Stauffer,2011,San Diego Padres,54,2,8,0,6,1,19,.148,.161,.148,.309,hitter
Blake Tekotte,2011,San Diego Padres,34,1,6,0,1,4,21,.176,.263,.265,.528,hitter
Joe Thatcher,2011,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Will Venable,2011,San Diego Padres,370,49,91,9,44,31,92,.246,.310,.395,.705,hitter
Dustin Ackley,2011,Seattle Mariners,333,39,91,6,36,40,79,.273,.348,.417,.765,hitter
Josh Bard,2011,Seattle Mariners,81,5,17,2,11,5,20,.210,.256,.333,.589,hitter
Erik Bedard,2011,Seattle Mariners,5,0,1,0,0,0,1,.200,.200,.200,.400,hitter
Milton Bradley,2011,Seattle Mariners,101,12,22,2,13,13,31,.218,.313,.356,.669,hitter
Mike Carp,2011,Seattle Mariners,290,27,80,12,46,19,81,.276,.326,.466,.792,hitter
Jack Cust,2011,Seattle Mariners,225,19,48,3,23,44,87,.213,.344,.329,.673,hitter
Chone Figgins,2011,Seattle Mariners,288,24,54,1,15,21,42,.188,.241,.243,.484,hitter
Doug Fister,2011,Seattle Mariners,6,1,2,0,1,0,1,.333,.333,.500,.833,hitter
Charlie Furbush,2011,Detroit Tigers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chris Gimenez,2011,Seattle Mariners,59,6,12,1,6,10,13,.203,.314,.271,.585,hitter
Franklin Gutierrez,2011,Seattle Mariners,322,26,72,1,19,16,56,.224,.261,.273,.534,hitter
Greg Halman,2011,Seattle Mariners,87,7,20,2,6,2,32,.230,.256,.345,.601,hitter
Félix Hernández,2011,Seattle Mariners,7,0,1,0,0,0,2,.143,.143,.143,.286,hitter
Adam Kennedy,2011,Seattle Mariners,380,36,89,7,38,22,67,.234,.277,.355,.632,hitter
Aaron Laffey,2011,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ryan Langerhans,2011,Seattle Mariners,52,6,9,3,6,11,22,.173,.317,.346,.663,hitter
Brandon League,2011,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Alex Liddi,2011,Seattle Mariners,40,7,9,3,6,3,17,.225,.295,.525,.820,hitter
Adam Moore,2011,Seattle Mariners,6,0,1,0,0,0,2,.167,.167,.333,.500,hitter
Miguel Olivo,2011,Seattle Mariners,477,54,107,19,62,20,140,.224,.253,.388,.641,hitter
David Pauley,2011,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Carlos Peguero,2011,Seattle Mariners,143,14,28,6,19,8,54,.196,.252,.371,.623,hitter
Wily Mo Peña,2011,Arizona Diamondbacks,46,7,9,5,7,0,19,.196,.196,.522,.718,hitter
Michael Pineda,2011,Seattle Mariners,5,0,1,0,0,0,2,.200,.200,.200,.400,hitter
Chris Ray,2011,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Trayvon Robinson,2011,Seattle Mariners,143,12,30,2,14,8,61,.210,.250,.336,.586,hitter
Luis Antonio Rodriguez,2011,Seattle Mariners,117,10,23,2,14,16,21,.197,.299,.333,.632,hitter
Brendan Ryan,2011,Seattle Mariners,436,51,108,3,39,34,87,.248,.313,.326,.639,hitter
Michael Saunders,2011,Seattle Mariners,161,16,24,2,8,12,56,.149,.207,.217,.424,hitter
Kyle Seager,2011,Seattle Mariners,182,22,47,3,13,13,36,.258,.312,.379,.691,hitter
Justin Smoak,2011,Seattle Mariners,427,38,100,15,55,55,105,.234,.323,.396,.719,hitter
Ichiro Suzuki,2011,Seattle Mariners,677,80,184,5,47,39,69,.272,.310,.335,.645,hitter
Jason Vargas,2011,Seattle Mariners,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Casper Wells,2011,Detroit Tigers,113,16,29,4,12,9,29,.257,.323,.451,.774,hitter
Jack Wilson,2011,Seattle Mariners,173,22,43,0,11,9,27,.249,.283,.295,.578,hitter
Mike Wilson,2011,Seattle Mariners,27,0,4,0,3,1,7,.148,.179,.185,.364,hitter
Jamey Wright,2011,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jeremy Affeldt,2011,San Francisco Giants,1,0,0,0,0,1,1,.000,.500,.000,.500,hitter
Brandon Belt,2011,San Francisco Giants,187,21,42,9,18,20,57,.225,.306,.412,.718,hitter
Carlos Beltrán,2011,New York Mets,353,61,102,15,66,60,61,.289,.391,.513,.904,hitter
Madison Bumgarner,2011,San Francisco Giants,59,5,7,0,3,5,18,.119,.188,.186,.374,hitter
Pat Burrell,2011,San Francisco Giants,183,17,42,7,21,33,67,.230,.352,.404,.756,hitter
Emmanuel Burriss,2011,San Francisco Giants,137,14,28,0,4,6,17,.204,.253,.212,.465,hitter
Orlando Cabrera,2011,Cleveland Indians,324,35,79,4,38,13,40,.244,.277,.321,.598,hitter
Matt Cain,2011,San Francisco Giants,66,5,9,1,6,3,30,.136,.171,.197,.368,hitter
Santiago Casilla,2011,San Francisco Giants,0,0,0,0,0,1,0,.000,1.000,.000,1.000,hitter
Justin Christian,2011,San Francisco Giants,47,6,12,0,4,2,8,.255,.286,.362,.648,hitter
Brandon Crawford,2011,San Francisco Giants,196,22,40,3,21,23,31,.204,.288,.296,.584,hitter
Mark DeRosa,2011,San Francisco Giants,86,9,24,0,12,8,18,.279,.351,.302,.653,hitter
Steve Edlefsen,2011,San Francisco Giants,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Mike Fontenot,2011,San Francisco Giants,220,22,50,4,21,25,48,.227,.304,.377,.681,hitter
Darren Ford,2011,San Francisco Giants,14,7,4,0,0,1,5,.286,.375,.286,.661,hitter
Conor Gillaspie,2011,San Francisco Giants,19,2,5,1,2,2,1,.263,.333,.421,.754,hitter
Bill Hall,2011,Houston Astros,147,18,33,2,13,8,55,.224,.272,.340,.612,hitter
Aubrey Huff,2011,San Francisco Giants,521,45,128,12,59,47,90,.246,.306,.370,.676,hitter
Waldis Joaquin,2011,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jeff Keppinger,2011,Houston Astros,163,22,50,4,20,4,7,.307,.320,.436,.756,hitter
Tim Lincecum,2011,San Francisco Giants,61,0,5,0,1,3,30,.082,.125,.082,.207,hitter
Javier López,2011,San Francisco Giants,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Guillermo Mota,2011,San Francisco Giants,10,0,1,0,0,0,2,.100,.100,.200,.300,hitter
Brett Pill,2011,San Francisco Giants,50,7,15,2,9,2,8,.300,.321,.560,.881,hitter
Buster Posey,2011,San Francisco Giants,162,17,46,4,21,18,30,.284,.368,.389,.757,hitter
Ramon E Ramirez,2011,San Francisco Giants,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ryan Rohlinger,2011,San Francisco Giants,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Sergio Romo,2011,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Cody Ross,2011,San Francisco Giants,405,54,97,14,52,49,96,.240,.325,.405,.730,hitter
Aaron Rowand,2011,San Francisco Giants,331,34,77,4,21,10,84,.233,.274,.347,.621,hitter
Dan Runzler,2011,San Francisco Giants,0,0,0,0,0,1,0,.000,1.000,.000,1.000,hitter
Freddy Sanchez,2011,San Francisco Giants,239,21,69,3,24,13,35,.289,.332,.397,.729,hitter
Héctor Sánchez,2011,San Francisco Giants,31,0,8,0,1,3,6,.258,.324,.323,.647,hitter
Jonathan Sánchez,2011,San Francisco Giants,29,2,6,0,1,1,12,.207,.233,.345,.578,hitter
Pablo Sandoval,2011,San Francisco Giants,426,55,134,23,70,32,63,.315,.357,.552,.909,hitter
Nate Schierholtz,2011,San Francisco Giants,335,42,93,9,41,21,61,.278,.326,.430,.756,hitter
Chris Stewart,2011,San Francisco Giants,162,20,33,3,10,16,18,.204,.283,.309,.592,hitter
Eric Surkamp,2011,San Francisco Giants,8,0,1,0,1,1,5,.125,.222,.125,.347,hitter
Miguel Tejada,2011,San Francisco Giants,322,28,77,4,26,12,35,.239,.270,.326,.596,hitter
Andres Torres,2011,San Francisco Giants,348,50,77,4,19,42,95,.221,.312,.330,.642,hitter
Ryan Vogelsong,2011,San Francisco Giants,53,7,12,0,2,2,15,.226,.268,.245,.513,hitter
Eli Whiteside,2011,San Francisco Giants,213,14,42,4,17,18,59,.197,.264,.310,.574,hitter
Brian Wilson,2011,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Barry Zito,2011,San Francisco Giants,13,0,0,0,0,1,5,.000,.071,.000,.071,hitter
Bryan Augenstein,2011,St. Louis Cardinals,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,hitter
Miguel Batista,2011,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Lance Berkman,2011,St. Louis Cardinals,488,90,147,31,94,92,93,.301,.412,.547,.959,hitter
Mitchell Boggs,2011,St. Louis Cardinals,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Andrew Brown,2011,St. Louis Cardinals,22,1,4,0,3,0,8,.182,.182,.227,.409,hitter
Chris Carpenter,2011,St. Louis Cardinals,71,2,11,0,5,2,25,.155,.178,.197,.375,hitter
Matt Carpenter,2011,St. Louis Cardinals,15,0,1,0,0,4,4,.067,.263,.133,.396,hitter
Adron Chambers,2011,St. Louis Cardinals,8,2,3,0,4,0,1,.375,.375,.625,1.000,hitter
Maikel Cleto,2011,St. Louis Cardinals,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Allen Craig,2011,St. Louis Cardinals,200,33,63,11,40,15,40,.315,.362,.555,.917,hitter
Tony Cruz,2011,St. Louis Cardinals,65,8,17,0,6,6,13,.262,.333,.338,.671,hitter
Daniel Descalso,2011,St. Louis Cardinals,326,35,86,1,28,33,65,.264,.334,.353,.687,hitter
Brandon Dickson,2011,St. Louis Cardinals,3,2,2,0,0,0,1,.667,.667,.667,1.334,hitter
Octavio Dotel,2011,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ryan Franklin,2011,St. Louis Cardinals,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
David Freese,2011,St. Louis Cardinals,333,41,99,10,55,24,75,.297,.350,.441,.791,hitter
Rafael Furcal,2011,Los Angeles Dodgers,137,15,27,1,12,11,21,.197,.272,.248,.520,hitter
Jaime García,2011,St. Louis Cardinals,62,3,6,1,6,1,18,.097,.111,.145,.256,hitter
Tyler Greene,2011,St. Louis Cardinals,104,22,22,1,11,13,31,.212,.322,.288,.610,hitter
Mark Hamilton,2011,St. Louis Cardinals,47,5,10,0,4,4,16,.213,.275,.277,.552,hitter
Matt Holliday,2011,St. Louis Cardinals,446,83,132,22,75,60,93,.296,.388,.525,.913,hitter
Edwin Jackson,2011,Chicago White Sox,4,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Jon Jay,2011,St. Louis Cardinals,455,56,135,10,37,28,81,.297,.344,.424,.768,hitter
Pete Kozma,2011,St. Louis Cardinals,17,2,3,0,1,4,4,.176,.333,.235,.568,hitter
Gerald Laird,2011,St. Louis Cardinals,95,11,22,1,12,9,19,.232,.302,.358,.660,hitter
Kyle Lohse,2011,St. Louis Cardinals,63,3,11,0,3,1,17,.175,.188,.206,.394,hitter
Lance Lynn,2011,St. Louis Cardinals,4,0,0,0,0,1,1,.000,.200,.000,.200,hitter
Kyle McClellan,2011,St. Louis Cardinals,35,3,5,0,4,1,12,.143,.167,.171,.338,hitter
Trever Miller,2011,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Yadier Molina,2011,St. Louis Cardinals,475,55,145,14,65,33,44,.305,.349,.465,.814,hitter
Jason Motte,2011,St. Louis Cardinals,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Corey Patterson,2011,Toronto Blue Jays,317,44,80,6,33,15,65,.252,.287,.379,.666,hitter
Albert Pujols,2011,St. Louis Cardinals,579,105,173,37,99,61,58,.299,.366,.541,.907,hitter
Nick Punto,2011,St. Louis Cardinals,133,21,37,1,20,25,21,.278,.388,.421,.809,hitter
Colby Rasmus,2011,St. Louis Cardinals,338,61,83,11,40,45,77,.246,.332,.420,.752,hitter
Arthur Rhodes,2011,Texas Rangers,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Shane Robinson,2011,St. Louis Cardinals,7,0,0,0,0,1,2,.000,.125,.000,.125,hitter
Marc Rzepczynski,2011,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Fernando Salas,2011,St. Louis Cardinals,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Eduardo Sanchez,2011,St. Louis Cardinals,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Skip Schumaker,2011,St. Louis Cardinals,367,34,104,2,38,27,50,.283,.333,.351,.684,hitter
Brian Tallet,2011,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ryan Theriot,2011,St. Louis Cardinals,442,46,120,1,47,29,41,.271,.321,.342,.663,hitter
Raul Valdes,2011,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
P.J. Walters,2011,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jake Westbrook,2011,St. Louis Cardinals,47,2,5,1,8,3,23,.106,.160,.213,.373,hitter
Reid Brignac,2011,Tampa Bay Rays,249,18,48,1,15,10,63,.193,.227,.221,.448,hitter
Jay Buente,2011,Florida Marlins,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Russ Canzler,2011,Tampa Bay Rays,3,0,1,0,1,1,1,.333,.400,.333,.733,hitter
Robinson Chirinos,2011,Tampa Bay Rays,55,4,12,1,7,5,13,.218,.283,.309,.592,hitter
Juan Cruz,2011,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Johnny Damon,2011,Tampa Bay Rays,582,79,152,16,73,51,92,.261,.326,.418,.744,hitter
