name,year,team,AB,R,H,HR,RBI,BB,K,AVG,OBP,SLG,OPS,playerType
Jed Lowrie,2022,Oakland Athletics,167,14,30,3,16,15,39,.180,.245,.263,.508,hitter
David MacKinnon,2022,Los Angeles Angels,37,0,7,0,6,5,12,.189,.279,.189,.468,hitter
Vimael Machín,2022,Oakland Athletics,223,26,49,1,13,25,47,.220,.300,.287,.587,hitter
Mickey McDonald,2022,Oakland Athletics,4,0,0,0,0,2,3,.000,.333,.000,.333,hitter
Billy McKinney,2022,Oakland Athletics,52,3,5,1,4,4,16,.096,.158,.173,.331,hitter
Nate Mondou,2022,Oakland Athletics,2,0,0,0,0,1,1,.000,.333,.000,.333,hitter
Sean Murphy,2022,Oakland Athletics,537,67,134,18,66,56,124,.250,.332,.426,.758,hitter
Sheldon Neuse,2022,Oakland Athletics,271,25,58,4,26,20,80,.214,.273,.288,.561,hitter
Cristian Pache,2022,Oakland Athletics,241,18,40,3,18,15,70,.166,.218,.241,.459,hitter
Joel Payamps,2022,Kansas City Royals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chad Pinder,2022,Oakland Athletics,361,38,85,12,42,14,118,.235,.263,.385,.648,hitter
Stephen Piscotty,2022,Oakland Athletics,126,12,24,5,14,9,48,.190,.252,.341,.593,hitter
Kevin Smith,2022,Oakland Athletics,139,9,25,2,13,7,42,.180,.216,.302,.518,hitter
Cal Stevenson,2022,Oakland Athletics,60,5,10,0,1,8,23,.167,.261,.217,.478,hitter
Cody Thomas,2022,Oakland Athletics,30,1,8,0,0,2,12,.267,.313,.267,.580,hitter
Stephen Vogt,2022,Oakland Athletics,168,18,27,7,23,17,46,.161,.241,.321,.562,hitter
Anthony Alford,2022,Pittsburgh Pirates,4,0,1,0,0,0,2,.250,.250,.250,.500,hitter
Greg Allen,2022,Pittsburgh Pirates,118,17,22,2,8,10,42,.186,.260,.271,.531,hitter
Miguel Andujar,2022,New York Yankees,96,9,22,1,8,3,22,.229,.250,.281,.531,hitter
David Bednar,2022,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Diego A. Castillo,2022,Pittsburgh Pirates,262,28,54,11,29,14,75,.206,.251,.382,.633,hitter
Rodolfo Castro,2022,Pittsburgh Pirates,253,25,59,11,27,22,74,.233,.299,.427,.726,hitter
Yu Chang,2022,Cleveland Guardians,10,0,0,0,0,0,7,.000,.000,.000,.000,hitter
Michael Chavis,2022,Pittsburgh Pirates,401,39,92,14,49,19,126,.229,.265,.389,.654,hitter
Zack Collins,2022,Toronto Blue Jays,72,7,14,4,10,6,31,.194,.266,.417,.683,hitter
Oneil Cruz,2022,Pittsburgh Pirates,331,45,77,17,54,28,126,.233,.294,.450,.744,hitter
Jason Delay,2022,Pittsburgh Pirates,155,17,33,1,11,9,50,.213,.265,.271,.536,hitter
Ben Gamel,2022,Pittsburgh Pirates,371,42,86,9,46,48,98,.232,.324,.369,.693,hitter
José Godoy,2022,Minnesota Twins,3,2,0,0,0,2,2,.000,.400,.000,.400,hitter
Ke'Bryan Hayes,2022,Pittsburgh Pirates,505,55,123,7,41,48,122,.244,.314,.345,.659,hitter
Tyler Heineman,2022,Toronto Blue Jays,15,2,4,0,1,0,4,.267,.267,.400,.667,hitter
Andrew Knapp,2022,Pittsburgh Pirates,31,2,4,0,2,3,9,.129,.229,.161,.390,hitter
Bligh Madris,2022,Pittsburgh Pirates,113,10,20,1,7,10,31,.177,.244,.265,.509,hitter
Tucupita Marcano,2022,Pittsburgh Pirates,160,18,33,2,13,10,44,.206,.256,.306,.562,hitter
Jake Marisnick,2022,Pittsburgh Pirates,77,9,18,2,6,4,24,.234,.272,.390,.662,hitter
Cal Mitchell,2022,Pittsburgh Pirates,212,21,48,5,17,18,52,.226,.286,.349,.635,hitter
Kevin Newman,2022,Pittsburgh Pirates,288,31,79,2,24,16,48,.274,.316,.372,.688,hitter
Kevin Padlo,2022,San Francisco Giants,12,0,2,0,0,0,4,.167,.167,.167,.334,hitter
Hoy Park,2022,Pittsburgh Pirates,51,7,11,2,6,4,15,.216,.276,.373,.649,hitter
Liover Peguero,2022,Pittsburgh Pirates,3,0,1,0,0,1,2,.333,.500,.333,.833,hitter
Michael Pérez,2022,Pittsburgh Pirates,107,8,16,6,11,8,26,.150,.209,.318,.527,hitter
Roberto Pérez,2022,Pittsburgh Pirates,60,8,14,2,8,9,25,.233,.333,.367,.700,hitter
Bryan Reynolds,2022,Pittsburgh Pirates,542,74,142,27,62,56,141,.262,.345,.461,.806,hitter
Canaan Smith-Njigba,2022,Pittsburgh Pirates,5,1,1,0,0,1,0,.200,.429,.400,.829,hitter
Jack Suwinski,2022,Pittsburgh Pirates,326,45,66,19,38,41,114,.202,.298,.411,.709,hitter
Travis Swaggerty,2022,Pittsburgh Pirates,9,0,1,0,0,0,4,.111,.111,.111,.222,hitter
Yoshi Tsutsugo,2022,Pittsburgh Pirates,170,11,29,2,19,19,50,.171,.249,.229,.478,hitter
Cole Tucker,2022,Pittsburgh Pirates,63,3,11,0,2,0,25,.175,.175,.222,.397,hitter
Josh VanMeter,2022,Pittsburgh Pirates,171,15,32,3,14,19,45,.187,.266,.292,.558,hitter
Daniel Vogelbach,2022,Pittsburgh Pirates,237,29,54,12,34,40,67,.228,.338,.430,.768,hitter
CJ Abrams,2022,San Diego Padres,125,16,29,2,11,4,27,.232,.285,.320,.605,hitter
Sergio Alcántara,2022,San Diego Padres,35,3,4,0,3,2,12,.114,.158,.114,.272,hitter
Jorge Alfaro,2022,San Diego Padres,256,25,63,7,40,11,98,.246,.285,.383,.668,hitter
José Azocar,2022,San Diego Padres,202,24,52,0,10,12,44,.257,.298,.332,.630,hitter
Matthew Batten,2022,San Diego Padres,19,0,2,0,1,2,6,.105,.227,.158,.385,hitter
Matt Beaty,2022,San Diego Padres,43,6,4,0,1,2,8,.093,.170,.163,.333,hitter
Josh Bell,2022,Washington Nationals,375,52,113,14,57,49,61,.301,.384,.493,.877,hitter
Luis Campusano,2022,San Diego Padres,48,4,12,1,5,1,11,.250,.260,.333,.593,hitter
Robinson Canó,2022,New York Mets,41,3,8,1,3,2,11,.195,.233,.268,.501,hitter
Jake Cronenworth,2022,San Diego Padres,587,88,140,17,88,70,131,.239,.332,.390,.722,hitter
Brandon Dixon,2022,San Diego Padres,14,1,3,0,1,0,5,.214,.214,.286,.500,hitter
Brandon Drury,2022,Cincinnati Reds,350,62,96,20,59,29,84,.274,.335,.520,.855,hitter
Trent Grisham,2022,San Diego Padres,451,58,83,17,53,57,150,.184,.284,.341,.625,hitter
Eric Hosmer,2022,San Diego Padres,335,32,91,8,40,33,55,.272,.336,.391,.727,hitter
Ha-Seong Kim,2022,San Diego Padres,517,58,130,11,59,51,100,.251,.325,.383,.708,hitter
Luis Liberato,2022,San Diego Padres,5,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Manny Machado,2022,San Diego Padres,578,100,172,32,102,63,133,.298,.366,.531,.897,hitter
Nomar Mazara,2022,San Diego Padres,159,16,42,2,18,10,40,.264,.316,.352,.668,hitter
Wil Myers,2022,San Diego Padres,261,29,68,7,41,21,86,.261,.315,.398,.713,hitter
Austin Nola,2022,San Diego Padres,347,40,87,4,40,34,60,.251,.321,.329,.650,hitter
Jurickson Profar,2022,San Diego Padres,575,82,140,15,58,73,103,.243,.331,.391,.722,hitter
Taylor Rogers,2022,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brent Rooker,2022,San Diego Padres,7,0,0,0,0,0,4,.000,.000,.000,.000,hitter
Eguy Rosario,2022,San Diego Padres,5,0,1,0,0,1,2,.200,.333,.200,.533,hitter
Esteury Ruiz,2022,San Diego Padres,27,1,6,0,2,0,5,.222,.222,.333,.555,hitter
Blake Snell,2022,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Juan Soto,2022,Washington Nationals,342,62,84,21,46,91,62,.246,.408,.485,.893,hitter
Trayce Thompson,2022,San Diego Padres,14,1,1,0,2,2,7,.071,.188,.071,.259,hitter
Luke Voit,2022,San Diego Padres,298,38,67,13,48,39,110,.225,.317,.416,.733,hitter
Matt Brash,2022,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Curt Casali,2022,San Francisco Giants,108,13,25,4,14,15,36,.231,.325,.370,.695,hitter
Diego Castillo,2022,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
J.P. Crawford,2022,Seattle Mariners,518,57,126,6,42,68,80,.243,.339,.336,.675,hitter
Drew Ellis,2022,Arizona Diamondbacks,13,2,2,0,1,1,6,.154,.214,.231,.445,hitter
Stuart Fairchild,2022,Seattle Mariners,3,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Mike Ford,2022,San Francisco Giants,4,0,1,0,2,0,0,.250,.250,.250,.500,hitter
Ty France,2022,Seattle Mariners,551,65,151,20,83,35,94,.274,.338,.436,.774,hitter
Adam Frazier,2022,Seattle Mariners,541,61,129,3,42,46,73,.238,.301,.311,.612,hitter
Sam Haggerty,2022,Seattle Mariners,176,29,45,5,23,18,53,.256,.335,.403,.738,hitter
Mitch Haniger,2022,Seattle Mariners,224,31,55,11,34,20,65,.246,.308,.429,.737,hitter
Travis Jankowski,2022,New York Mets,54,11,9,0,2,8,9,.167,.286,.167,.453,hitter
Jarred Kelenic,2022,Seattle Mariners,163,20,23,7,17,16,61,.141,.221,.313,.534,hitter
Andrew Knapp,2022,Pittsburgh Pirates,31,2,4,0,2,3,9,.129,.229,.161,.390,hitter
Jake Lamb,2022,Los Angeles Dodgers,67,10,16,2,4,8,24,.239,.338,.433,.771,hitter
Jack Larsen,2022,Seattle Mariners,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Kyle Lewis,2022,Seattle Mariners,56,6,8,3,5,5,19,.143,.226,.304,.530,hitter
Wyatt Mills,2022,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Dylan Moore,2022,Seattle Mariners,205,41,46,6,24,34,75,.224,.368,.385,.753,hitter
Penn Murfee,2022,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tom Murphy,2022,Seattle Mariners,33,9,10,1,1,8,13,.303,.439,.455,.894,hitter
Brian O'Keefe,2022,Seattle Mariners,3,0,1,0,0,1,2,.333,.500,.333,.833,hitter
Kevin Padlo,2022,San Francisco Giants,12,0,2,0,0,0,4,.167,.167,.167,.334,hitter
Cal Raleigh,2022,Seattle Mariners,370,46,78,27,63,38,122,.211,.284,.489,.773,hitter
Julio Rodríguez,2022,Seattle Mariners,511,84,145,28,75,40,145,.284,.345,.509,.854,hitter
Carlos Santana,2022,Kansas City Royals,176,17,38,4,21,36,28,.216,.349,.341,.690,hitter
Paul Sewald,2022,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Steven Souza Jr.,2022,Seattle Mariners,19,0,3,0,1,0,8,.158,.158,.158,.316,hitter
Drew Steckenrider,2022,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Eugenio Suárez,2022,Seattle Mariners,543,76,128,31,87,73,196,.236,.332,.459,.791,hitter
Abraham Toro,2022,Seattle Mariners,324,36,60,10,35,22,65,.185,.239,.324,.563,hitter
Luis Torrens,2022,Seattle Mariners,151,13,34,3,15,12,50,.225,.283,.298,.581,hitter
Taylor Trammell,2022,Seattle Mariners,102,15,20,4,10,13,33,.196,.284,.402,.686,hitter
Justin Upton,2022,Seattle Mariners,48,2,6,1,3,6,23,.125,.263,.208,.471,hitter
Donovan Walton,2022,Seattle Mariners,0,1,0,0,0,0,0,.000,.000,.000,.000,hitter
Marcus Wilson,2022,Seattle Mariners,5,1,1,0,0,1,4,.200,.333,.200,.533,hitter
Jesse Winker,2022,Seattle Mariners,456,51,100,14,53,84,103,.219,.344,.344,.688,hitter
Scott Alexander,2022,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Joey Bart,2022,San Francisco Giants,261,34,56,11,25,26,112,.215,.296,.364,.660,hitter
Brandon Belt,2022,San Francisco Giants,254,25,54,8,23,37,81,.213,.326,.350,.676,hitter
Lewis Brinson,2022,San Francisco Giants,36,5,6,3,4,2,14,.167,.211,.472,.683,hitter
Willie Calhoun,2022,Texas Rangers,44,7,6,1,2,8,6,.136,.283,.273,.556,hitter
Curt Casali,2022,San Francisco Giants,108,13,25,4,14,15,36,.231,.325,.370,.695,hitter
Brandon Crawford,2022,San Francisco Giants,407,50,94,9,52,39,98,.231,.308,.344,.652,hitter
J.D. Davis,2022,New York Mets,181,26,43,4,21,20,66,.238,.324,.359,.683,hitter
Austin Dean,2022,San Francisco Giants,8,1,3,0,0,1,0,.375,.444,.375,.819,hitter
Mauricio Dubón,2022,San Francisco Giants,46,10,11,2,8,1,4,.239,.245,.391,.636,hitter
Steven Duggar,2022,San Francisco Giants,36,2,7,0,4,2,16,.194,.231,.278,.509,hitter
Thairo Estrada,2022,San Francisco Giants,488,71,127,14,62,33,89,.260,.322,.400,.722,hitter
Stuart Fairchild,2022,Seattle Mariners,3,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Wilmer Flores,2022,San Francisco Giants,525,72,120,19,71,59,103,.229,.316,.394,.710,hitter
Mike Ford,2022,San Francisco Giants,4,0,1,0,2,0,0,.250,.250,.250,.500,hitter
Luis González,2022,San Francisco Giants,311,31,78,4,36,30,75,.251,.320,.357,.677,hitter
Bryce Johnson,2022,San Francisco Giants,18,1,2,0,2,1,7,.111,.158,.111,.269,hitter
Andrew Knapp,2022,Pittsburgh Pirates,31,2,4,0,2,3,9,.129,.229,.161,.390,hitter
Jason Krizan,2022,San Francisco Giants,8,0,1,0,0,2,3,.125,.300,.125,.425,hitter
Tommy La Stella,2022,San Francisco Giants,180,17,43,2,14,11,30,.239,.282,.350,.632,hitter
Evan Longoria,2022,San Francisco Giants,266,31,65,14,42,27,83,.244,.315,.451,.766,hitter
Dixon Machado,2022,San Francisco Giants,15,1,3,0,0,1,5,.200,.294,.200,.494,hitter
Yermín Mercedes,2022,San Francisco Giants,73,9,17,1,8,9,17,.233,.325,.342,.667,hitter
Kevin Padlo,2022,San Francisco Giants,12,0,2,0,0,0,4,.167,.167,.167,.334,hitter
Michael Papierski,2022,San Francisco Giants,9,1,0,0,0,1,4,.000,.100,.000,.100,hitter
Joc Pederson,2022,San Francisco Giants,380,57,104,23,70,42,100,.274,.353,.521,.874,hitter
Ford Proctor,2022,San Francisco Giants,18,3,2,1,6,2,3,.111,.182,.278,.460,hitter
Heliot Ramos,2022,San Francisco Giants,20,4,2,0,0,2,6,.100,.182,.100,.282,hitter
Darin Ruf,2022,San Francisco Giants,268,46,58,11,38,40,85,.216,.328,.373,.701,hitter
Austin Slater,2022,San Francisco Giants,277,49,73,7,34,40,89,.264,.366,.408,.774,hitter
Ka'ai Tom,2022,San Francisco Giants,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
David Villar,2022,San Francisco Giants,156,21,36,9,24,18,58,.231,.331,.455,.786,hitter
Jason Vosler,2022,San Francisco Giants,98,14,26,4,12,10,29,.265,.342,.469,.811,hitter
LaMonte Wade Jr.,2022,San Francisco Giants,217,29,45,8,26,26,51,.207,.305,.359,.664,hitter
Donovan Walton,2022,Seattle Mariners,0,1,0,0,0,0,0,.000,.000,.000,.000,hitter
Luke Williams,2022,San Francisco Giants,12,1,3,0,3,0,4,.250,.250,.333,.583,hitter
Austin Wynns,2022,San Francisco Giants,162,14,42,3,21,10,38,.259,.313,.358,.671,hitter
Mike Yastrzemski,2022,San Francisco Giants,485,73,104,17,57,61,141,.214,.305,.392,.697,hitter
Nolan Arenado,2022,St. Louis Cardinals,557,73,163,30,103,52,72,.293,.358,.533,.891,hitter
Harrison Bader,2022,St. Louis Cardinals,246,35,63,5,21,13,47,.256,.303,.370,.673,hitter
Alec Burleson,2022,St. Louis Cardinals,48,4,9,1,3,5,9,.188,.264,.271,.535,hitter
Conner Capel,2022,St. Louis Cardinals,17,1,3,1,2,1,2,.176,.211,.353,.564,hitter
Dylan Carlson,2022,St. Louis Cardinals,432,56,102,8,42,45,94,.236,.316,.380,.696,hitter
Paul DeJong,2022,St. Louis Cardinals,210,19,33,6,25,21,79,.157,.245,.286,.531,hitter
Ben DeLuzio,2022,St. Louis Cardinals,20,3,3,0,0,3,5,.150,.292,.200,.492,hitter
Corey Dickerson,2022,St. Louis Cardinals,281,28,75,6,36,12,48,.267,.300,.399,.699,hitter
Brendan Donovan,2022,St. Louis Cardinals,391,64,110,5,45,60,70,.281,.394,.379,.773,hitter
Tommy Edman,2022,St. Louis Cardinals,577,95,153,13,57,46,111,.265,.324,.400,.724,hitter
Paul Goldschmidt,2022,St. Louis Cardinals,561,106,178,35,115,79,141,.317,.404,.578,.982,hitter
Nolan Gorman,2022,St. Louis Cardinals,283,44,64,14,35,28,103,.226,.300,.420,.720,hitter
Iván Herrera,2022,St. Louis Cardinals,18,0,2,0,1,2,8,.111,.190,.111,.301,hitter
Andrew Knizner,2022,St. Louis Cardinals,260,28,56,4,25,26,62,.215,.301,.300,.601,hitter
Matthew Liberatore,2022,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Yadier Molina,2022,St. Louis Cardinals,262,19,56,5,24,5,40,.214,.233,.302,.535,hitter
Lars Nootbaar,2022,St. Louis Cardinals,290,53,66,14,40,51,71,.228,.340,.448,.788,hitter
Tyler O'Neill,2022,St. Louis Cardinals,334,56,76,14,58,38,103,.228,.308,.392,.700,hitter
Albert Pujols,2022,St. Louis Cardinals,307,42,83,24,68,28,55,.270,.345,.550,.895,hitter
Kramer Robertson,2022,St. Louis Cardinals,1,0,0,0,1,0,0,.000,.000,.000,.000,hitter
JoJo Romero,2022,Philadelphia Phillies,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Austin Romine,2022,Los Angeles Angels,8,0,2,0,0,0,3,.250,.250,.250,.500,hitter
Edmundo Sosa,2022,St. Louis Cardinals,122,17,23,0,8,4,38,.189,.244,.270,.514,hitter
Cory Spangenberg,2022,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Juan Yepez,2022,St. Louis Cardinals,253,27,64,12,30,16,61,.253,.296,.447,.743,hitter
Jonathan Aranda,2022,Tampa Bay Rays,78,10,15,2,6,8,23,.192,.276,.321,.597,hitter
Randy Arozarena,2022,Tampa Bay Rays,586,72,154,20,89,46,156,.263,.327,.445,.772,hitter
Christian Bethancourt,2022,Oakland Athletics,169,23,42,4,19,10,41,.249,.298,.385,.683,hitter
Vidal Bruján,2022,Tampa Bay Rays,147,13,24,3,16,12,37,.163,.228,.259,.487,hitter
Yu Chang,2022,Cleveland Guardians,10,0,0,0,0,0,7,.000,.000,.000,.000,hitter
Ji Man Choi,2022,Tampa Bay Rays,356,36,83,11,52,58,123,.233,.341,.388,.729,hitter
Yandy Díaz,2022,Tampa Bay Rays,473,71,140,9,57,78,60,.296,.401,.423,.824,hitter
Wander Franco,2022,Tampa Bay Rays,314,46,87,6,33,26,33,.277,.328,.417,.745,hitter
Kevin Kiermaier,2022,Tampa Bay Rays,206,28,47,7,22,14,61,.228,.281,.369,.650,hitter
Brandon Lowe,2022,Tampa Bay Rays,235,31,52,8,25,27,61,.221,.308,.383,.691,hitter
Josh Lowe,2022,Tampa Bay Rays,181,24,40,2,13,15,66,.221,.284,.343,.627,hitter
Manuel Margot,2022,Tampa Bay Rays,336,36,92,4,47,24,68,.274,.325,.375,.700,hitter
Miles Mastrobuoni,2022,Tampa Bay Rays,16,1,3,0,0,1,6,.188,.235,.188,.423,hitter
Shane McClanahan,2022,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Francisco Mejía,2022,Tampa Bay Rays,289,32,70,6,31,7,65,.242,.264,.381,.645,hitter
Isaac Paredes,2022,Tampa Bay Rays,331,48,68,20,45,44,67,.205,.304,.435,.739,hitter
David Peralta,2022,Arizona Diamondbacks,278,29,69,12,41,27,74,.248,.316,.460,.776,hitter
Brett Phillips,2022,Tampa Bay Rays,184,21,27,5,14,16,85,.147,.225,.250,.475,hitter
René Pinto,2022,Tampa Bay Rays,80,5,17,2,10,2,35,.213,.241,.325,.566,hitter
Roman Quinn,2022,Philadelphia Phillies,37,8,6,0,3,3,15,.162,.225,.189,.414,hitter
Luke Raley,2022,Tampa Bay Rays,61,7,12,1,4,7,24,.197,.306,.279,.585,hitter
Harold Ramírez,2022,Tampa Bay Rays,403,46,121,6,58,19,72,.300,.343,.404,.747,hitter
Jose Siri,2022,Houston Astros,135,18,24,3,10,9,48,.178,.238,.304,.542,hitter
Taylor Walls,2022,Tampa Bay Rays,407,53,70,8,33,52,120,.172,.268,.285,.553,hitter
Mike Zunino,2022,Tampa Bay Rays,115,7,17,5,16,6,46,.148,.195,.304,.499,hitter
Albert Abreu,2022,Kansas City Royals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Joe Barlow,2022,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kole Calhoun,2022,Texas Rangers,388,36,76,12,49,27,136,.196,.257,.330,.587,hitter
Willie Calhoun,2022,Texas Rangers,44,7,6,1,2,8,6,.136,.283,.273,.556,hitter
Charlie Culberson,2022,Texas Rangers,115,19,29,2,12,5,31,.252,.283,.357,.640,hitter
Steven Duggar,2022,San Francisco Giants,36,2,7,0,4,2,16,.194,.231,.278,.509,hitter
Ezequiel Duran,2022,Texas Rangers,208,25,49,5,25,12,54,.236,.277,.365,.642,hitter
Adolis García,2022,Texas Rangers,605,88,151,27,101,40,183,.250,.300,.456,.756,hitter
Mitch Garver,2022,Texas Rangers,188,23,39,10,24,23,53,.207,.298,.404,.702,hitter
Jonah Heim,2022,Texas Rangers,406,51,92,16,48,41,87,.227,.298,.399,.697,hitter
Elier Hernandez,2022,Texas Rangers,33,4,6,0,3,1,15,.182,.200,.242,.442,hitter
Sam Huff,2022,Texas Rangers,121,9,29,4,10,11,42,.240,.303,.372,.675,hitter
Andy Ibáñez,2022,Texas Rangers,119,13,26,1,9,9,21,.218,.273,.277,.550,hitter
Josh Jung,2022,Texas Rangers,98,9,20,5,14,4,39,.204,.235,.418,.653,hitter
Nathaniel Lowe,2022,Texas Rangers,593,74,179,27,76,48,147,.302,.358,.492,.850,hitter
Brett Martin,2022,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mark Mathias,2022,Milwaukee Brewers,16,2,2,1,4,0,4,.125,.118,.313,.431,hitter
Brad Miller,2022,Texas Rangers,222,20,47,7,32,18,70,.212,.270,.320,.590,hitter
Kevin Plawecki,2022,Boston Red Sox,157,15,34,1,12,14,28,.217,.287,.287,.574,hitter
Zach Reks,2022,Texas Rangers,34,3,9,0,3,0,10,.265,.265,.294,.559,hitter
Corey Seager,2022,Texas Rangers,593,91,145,33,83,58,103,.245,.317,.455,.772,hitter
Marcus Semien,2022,Texas Rangers,657,101,163,26,83,53,120,.248,.304,.429,.733,hitter
Josh Smith,2022,Texas Rangers,213,23,42,2,16,28,50,.197,.307,.249,.556,hitter
Nick Solak,2022,Texas Rangers,82,14,17,3,4,7,19,.207,.309,.329,.638,hitter
Leody Taveras,2022,Texas Rangers,314,39,82,5,34,21,88,.261,.309,.366,.675,hitter
Bubba Thompson,2022,Texas Rangers,170,18,45,1,9,7,56,.265,.302,.312,.614,hitter
Meibrys Viloria,2022,Texas Rangers,63,10,10,2,5,11,29,.159,.280,.270,.550,hitter
Steele Walker,2022,Texas Rangers,14,1,1,1,1,2,4,.071,.188,.286,.474,hitter
Eli White,2022,Texas Rangers,105,16,21,3,10,11,41,.200,.274,.305,.579,hitter
Anthony Bass,2022,Miami Marlins,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Bo Bichette,2022,Toronto Blue Jays,652,91,189,24,93,41,155,.290,.333,.469,.802,hitter
Cavan Biggio,2022,Toronto Blue Jays,257,43,52,6,24,38,85,.202,.318,.350,.668,hitter
Jackie Bradley Jr.,2022,Boston Red Sox,271,21,57,3,29,17,58,.210,.257,.321,.578,hitter
Vinny Capra,2022,Toronto Blue Jays,5,2,1,0,0,2,1,.200,.429,.200,.629,hitter
Matt Chapman,2022,Toronto Blue Jays,538,83,123,27,76,68,170,.229,.324,.433,.757,hitter
Zack Collins,2022,Toronto Blue Jays,72,7,14,4,10,6,31,.194,.266,.417,.683,hitter
Santiago Espinal,2022,Toronto Blue Jays,449,51,120,7,51,36,68,.267,.322,.370,.692,hitter
Vladimir Guerrero Jr.,2022,Toronto Blue Jays,638,90,175,32,97,58,116,.274,.339,.480,.819,hitter
Lourdes Gurriel Jr.,2022,Toronto Blue Jays,453,52,132,5,52,31,83,.291,.343,.400,.743,hitter
Tyler Heineman,2022,Toronto Blue Jays,15,2,4,0,1,0,4,.267,.267,.400,.667,hitter
Teoscar Hernández,2022,Toronto Blue Jays,499,71,133,25,77,34,152,.267,.316,.491,.807,hitter
Danny Jansen,2022,Toronto Blue Jays,215,34,56,15,44,25,44,.260,.339,.516,.855,hitter
Gosuke Katoh,2022,Toronto Blue Jays,7,2,1,0,0,3,1,.143,.400,.286,.686,hitter
Alejandro Kirk,2022,Toronto Blue Jays,470,59,134,14,63,63,58,.285,.372,.415,.787,hitter
Otto Lopez,2022,Toronto Blue Jays,9,0,6,0,3,1,1,.667,.700,.667,1.367,hitter
Whit Merrifield,2022,Kansas City Royals,383,51,92,6,42,30,61,.240,.290,.352,.642,hitter
Gabriel Moreno,2022,Toronto Blue Jays,69,10,22,1,7,4,8,.319,.356,.377,.733,hitter
