name,year,team,AB,R,H,HR,RBI,BB,K,AVG,OBP,SLG,OPS,playerType
Bryan Bullington,2005,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Matt Capps,2005,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jose Castillo,2005,Pittsburgh Pirates,370,49,99,11,53,23,59,.268,.307,.416,.723,hitter
Humberto Cota,2005,Pittsburgh Pirates,297,29,72,7,43,17,80,.242,.285,.387,.672,hitter
Ryan Doumit,2005,Pittsburgh Pirates,231,25,59,6,35,11,48,.255,.324,.398,.722,hitter
Chris Duffy,2005,Pittsburgh Pirates,126,22,43,1,9,7,22,.341,.385,.429,.814,hitter
Zach Duke,2005,Pittsburgh Pirates,28,1,4,0,1,2,10,.143,.194,.143,.337,hitter
Brad Eldred,2005,Pittsburgh Pirates,190,23,42,12,27,13,77,.221,.279,.458,.737,hitter
Josh Fogg,2005,Pittsburgh Pirates,47,3,5,0,3,3,14,.106,.160,.128,.288,hitter
J.J. Furmaniak,2005,Pittsburgh Pirates,26,3,5,0,1,4,4,.192,.300,.308,.608,hitter
Jody Gerut,2005,Cleveland Indians,138,12,38,1,12,18,14,.275,.357,.377,.734,hitter
Michael Gonzalez,2005,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tom Gorzelanny,2005,Pittsburgh Pirates,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
John Grabow,2005,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Bobby Hill,2005,Pittsburgh Pirates,93,12,25,0,11,9,17,.269,.343,.333,.676,hitter
Mike Johnston,2005,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Matt Lawton,2005,Pittsburgh Pirates,374,53,102,10,44,58,61,.273,.380,.433,.813,hitter
Rob Mackowiak,2005,Pittsburgh Pirates,463,57,126,9,58,43,100,.272,.337,.389,.726,hitter
Paul Maholm,2005,Pittsburgh Pirates,15,1,2,0,0,1,6,.133,.188,.133,.321,hitter
Nate McLouth,2005,Pittsburgh Pirates,109,20,28,5,12,3,20,.257,.305,.450,.755,hitter
Brian Meadows,2005,Pittsburgh Pirates,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jose Mesa,2005,Pittsburgh Pirates,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Ronny Paulino,2005,Pittsburgh Pirates,4,1,2,0,0,1,0,.500,.600,.500,1.100,hitter
Oliver Pérez,2005,Pittsburgh Pirates,33,1,6,0,3,1,11,.182,.200,.182,.382,hitter
Mark Redman,2005,Pittsburgh Pirates,53,1,6,0,2,3,21,.113,.161,.113,.274,hitter
Tike Redman,2005,Pittsburgh Pirates,319,33,80,2,26,19,27,.251,.292,.332,.624,hitter
Michael Restovich,2005,Colorado Rockies,31,5,9,1,3,3,5,.290,.353,.452,.805,hitter
David Ross,2005,Pittsburgh Pirates,108,9,24,3,15,6,24,.222,.263,.380,.643,hitter
Ray Sadler,2005,Pittsburgh Pirates,8,1,2,1,1,0,1,.250,.250,.625,.875,hitter
Freddy Sanchez,2005,Pittsburgh Pirates,453,54,132,5,35,27,36,.291,.336,.400,.736,hitter
Benito Santiago,2005,Pittsburgh Pirates,23,1,6,0,0,0,3,.261,.261,.391,.652,hitter
Ian Snell,2005,Pittsburgh Pirates,8,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Salomon Torres,2005,Pittsburgh Pirates,4,0,2,0,0,0,2,.500,.500,.500,1.000,hitter
Ryan Vogelsong,2005,Pittsburgh Pirates,9,0,1,0,0,0,4,.111,.200,.222,.422,hitter
Daryle Ward,2005,Pittsburgh Pirates,407,46,106,12,63,37,60,.260,.318,.405,.723,hitter
Kip Wells,2005,Pittsburgh Pirates,57,4,9,1,2,0,26,.158,.172,.228,.400,hitter
Rick White,2005,Pittsburgh Pirates,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ty Wigginton,2005,Pittsburgh Pirates,155,20,40,7,25,14,30,.258,.324,.465,.789,hitter
Dave Williams,2005,Pittsburgh Pirates,42,2,5,0,4,1,21,.119,.136,.143,.279,hitter
Craig Wilson,2005,Pittsburgh Pirates,197,23,52,5,22,30,69,.264,.387,.421,.808,hitter
Jack Wilson,2005,Pittsburgh Pirates,587,60,151,8,52,31,58,.257,.299,.363,.662,hitter
Manny Alexander,2005,San Diego Padres,18,0,2,0,0,2,5,.111,.238,.167,.405,hitter
Pedro Astacio,2005,Texas Rangers,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Geoff Blum,2005,San Diego Padres,224,26,54,5,22,24,28,.241,.321,.375,.696,hitter
Craig Breslow,2005,San Diego Padres,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Sean Burroughs,2005,San Diego Padres,284,20,71,1,17,24,41,.250,.318,.299,.617,hitter
Scott Cassidy,2005,San Diego Padres,1,0,0,0,0,1,1,.000,.500,.000,.500,hitter
Adam Eaton,2005,San Diego Padres,46,2,8,0,2,3,18,.174,.224,.217,.441,hitter
Brian Falkenborg,2005,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Robert Fick,2005,San Diego Padres,230,25,61,3,30,26,33,.265,.340,.365,.705,hitter
Jesse Garcia,2005,San Diego Padres,36,4,6,2,4,3,11,.167,.231,.333,.564,hitter
Brian Giles,2005,San Diego Padres,545,92,164,15,83,119,64,.301,.423,.483,.906,hitter
Khalil Greene,2005,San Diego Padres,436,51,109,15,70,25,93,.250,.296,.431,.727,hitter
Chris Hammond,2005,San Diego Padres,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Clay Hensley,2005,San Diego Padres,6,0,1,0,0,0,3,.167,.167,.333,.500,hitter
Ramon Hernandez,2005,San Diego Padres,369,36,107,12,58,18,40,.290,.322,.450,.772,hitter
Trevor Hoffman,2005,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Adam Hyzdu,2005,San Diego Padres,20,1,3,0,4,3,4,.150,.250,.200,.450,hitter
Damian Jackson,2005,San Diego Padres,275,44,70,5,23,30,45,.255,.335,.342,.677,hitter
Ben Johnson,2005,San Diego Padres,75,10,16,3,13,11,23,.213,.310,.467,.777,hitter
Ryan Klesko,2005,San Diego Padres,443,61,110,18,58,75,80,.248,.358,.418,.776,hitter
Brian Lawrence,2005,San Diego Padres,59,2,5,0,1,2,29,.085,.113,.085,.198,hitter
Scott Linebrink,2005,San Diego Padres,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mark Loretta,2005,San Diego Padres,404,54,113,3,38,45,34,.280,.360,.347,.707,hitter
Darrell May,2005,San Diego Padres,9,0,1,0,0,0,5,.111,.111,.111,.222,hitter
Paul McAnulty,2005,San Diego Padres,24,4,5,0,0,3,7,.208,.321,.208,.529,hitter
Xavier Nady,2005,San Diego Padres,326,40,85,13,43,22,67,.261,.321,.439,.760,hitter
Phil Nevin,2005,San Diego Padres,281,31,72,9,47,19,67,.256,.301,.399,.700,hitter
Miguel Ojeda,2005,San Diego Padres,73,6,10,0,6,9,21,.137,.232,.205,.437,hitter
Miguel Olivo,2005,Seattle Mariners,152,14,23,5,18,4,49,.151,.172,.276,.448,hitter
Akinori Otsuka,2005,San Diego Padres,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Chris Oxspring,2005,San Diego Padres,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chan Ho Park,2005,Texas Rangers,5,0,2,0,0,0,2,.400,.400,.400,.800,hitter
Jake Peavy,2005,San Diego Padres,53,5,10,0,2,4,16,.189,.259,.208,.467,hitter
Paul Quantrill,2005,New York Yankees,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Joe Randa,2005,Cincinnati Reds,332,44,96,13,48,33,52,.289,.356,.491,.847,hitter
Tim Redding,2005,San Diego Padres,8,0,0,0,0,0,5,.000,.000,.000,.000,hitter
Dennys Reyes,2005,San Diego Padres,5,0,1,0,0,0,2,.200,.200,.200,.400,hitter
Dave Roberts,2005,San Diego Padres,411,65,113,8,38,53,59,.275,.356,.428,.784,hitter
David Ross,2005,Pittsburgh Pirates,108,9,24,3,15,6,24,.222,.263,.380,.643,hitter
Rudy Seanez,2005,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tim Stauffer,2005,San Diego Padres,24,1,3,0,1,0,10,.125,.125,.167,.292,hitter
Mark Sweeney,2005,San Diego Padres,221,31,65,8,40,40,58,.294,.395,.466,.861,hitter
Wilson Valdez,2005,Seattle Mariners,126,9,25,0,8,6,25,.198,.235,.254,.489,hitter
Randy Williams,2005,San Diego Padres,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Woody Williams,2005,San Diego Padres,46,3,7,0,3,0,19,.152,.149,.152,.301,hitter
Eric Young Sr.,2005,San Diego Padres,142,22,39,2,12,18,12,.275,.356,.380,.736,hitter
Adrian Beltré,2005,Seattle Mariners,603,69,154,19,87,38,108,.255,.303,.413,.716,hitter
Yuniesky Betancourt,2005,Seattle Mariners,211,24,54,1,15,11,24,.256,.296,.370,.666,hitter
Willie Bloomquist,2005,Seattle Mariners,249,27,64,0,22,11,38,.257,.289,.333,.622,hitter
Bret Boone,2005,Seattle Mariners,273,30,63,7,34,24,52,.231,.299,.385,.684,hitter
Pat Borders,2005,Seattle Mariners,117,12,23,1,7,4,22,.197,.228,.265,.493,hitter
Jaime Bubela,2005,Seattle Mariners,19,3,2,0,0,1,4,.105,.150,.105,.255,hitter
Shin-Soo Choo,2005,Seattle Mariners,18,1,1,0,1,3,4,.056,.190,.056,.246,hitter
Greg Dobbs,2005,Seattle Mariners,142,8,35,1,20,9,25,.246,.288,.331,.619,hitter
Ryan Franklin,2005,Seattle Mariners,4,0,0,0,0,1,0,.000,.200,.000,.200,hitter
Wiki Gonzalez,2005,Seattle Mariners,45,7,12,0,2,2,3,.267,.298,.378,.676,hitter
Eddie Guardado,2005,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Dave Hansen,2005,Seattle Mariners,75,5,13,2,11,9,19,.173,.256,.253,.509,hitter
Shigetoshi Hasegawa,2005,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Raul Ibanez,2005,Seattle Mariners,614,92,172,20,89,71,99,.280,.355,.436,.791,hitter
Jose Lopez,2005,Seattle Mariners,190,18,47,2,25,6,25,.247,.282,.379,.661,hitter
Julio Mateo,2005,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Gil Meche,2005,Seattle Mariners,4,0,1,0,1,0,1,.250,.250,.250,.500,hitter
Michael Morse,2005,Seattle Mariners,230,27,64,3,23,18,50,.278,.349,.370,.719,hitter
Jamie Moyer,2005,Seattle Mariners,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jeff Nelson,2005,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Miguel Ojeda,2005,San Diego Padres,73,6,10,0,6,9,21,.137,.232,.205,.437,hitter
Miguel Olivo,2005,Seattle Mariners,152,14,23,5,18,4,49,.151,.172,.276,.448,hitter
Joel Pineiro,2005,Seattle Mariners,4,0,0,0,0,0,1,.000,.000,.000,.000,hitter
J.J. Putz,2005,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jeremy Reed,2005,Seattle Mariners,488,61,124,3,45,48,74,.254,.322,.352,.674,hitter
René Rivera,2005,Seattle Mariners,48,3,19,1,6,1,11,.396,.408,.521,.929,hitter
Ramon Santiago,2005,Seattle Mariners,8,2,1,0,0,1,2,.125,.417,.125,.542,hitter
Aaron Sele,2005,Seattle Mariners,3,1,0,0,0,0,0,.000,.000,.000,.000,hitter
Richie Sexson,2005,Seattle Mariners,558,99,147,39,121,89,167,.263,.369,.541,.910,hitter
Chris Snelling,2005,Seattle Mariners,29,4,8,1,1,5,2,.276,.382,.448,.830,hitter
Scott Spiezio,2005,Seattle Mariners,47,2,3,1,1,4,18,.064,.137,.149,.286,hitter
Jamal Strong,2005,Seattle Mariners,20,6,5,0,2,2,6,.250,.333,.350,.683,hitter
Ichiro Suzuki,2005,Seattle Mariners,679,111,206,15,68,48,66,.303,.350,.436,.786,hitter
Matt Thornton,2005,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Yorvit Torrealba,2005,San Francisco Giants,93,18,21,1,7,9,25,.226,.301,.344,.645,hitter
Wilson Valdez,2005,Seattle Mariners,126,9,25,0,8,6,25,.198,.235,.254,.489,hitter
Ron Villone,2005,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Dan Wilson,2005,Seattle Mariners,27,2,5,0,2,0,10,.185,.214,.185,.399,hitter
Randy Winn,2005,Seattle Mariners,386,46,106,6,37,37,53,.275,.342,.391,.733,hitter
Jeremy Accardo,2005,San Francisco Giants,2,0,1,0,0,0,0,.500,.500,.500,1.000,hitter
Edgardo Alfonzo,2005,San Francisco Giants,368,36,102,2,43,27,34,.277,.327,.345,.672,hitter
Moises Alou,2005,San Francisco Giants,427,67,137,19,63,56,43,.321,.400,.518,.918,hitter
Armando Benitez,2005,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Barry Bonds,2005,San Francisco Giants,42,8,12,5,10,9,6,.286,.404,.667,1.071,hitter
Jim Brower,2005,San Francisco Giants,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Matt Cain,2005,San Francisco Giants,15,1,1,0,0,0,6,.067,.067,.133,.200,hitter
Angel Chavez,2005,San Francisco Giants,19,1,5,0,1,0,3,.263,.263,.316,.579,hitter
Jason Christiansen,2005,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Doug Clark,2005,San Francisco Giants,5,2,0,0,0,1,2,.000,.167,.000,.167,hitter
Brian Cooper,2005,San Francisco Giants,2,0,1,0,0,0,0,.500,.500,.500,1.000,hitter
Kevin Correia,2005,San Francisco Giants,14,0,1,0,0,3,5,.071,.235,.071,.306,hitter
Deivi Cruz,2005,San Francisco Giants,209,26,56,5,19,10,31,.268,.301,.397,.698,hitter
Brian Dallimore,2005,San Francisco Giants,7,1,1,0,0,0,0,.143,.143,.286,.429,hitter
Ray Durham,2005,San Francisco Giants,497,67,144,12,62,48,59,.290,.356,.429,.785,hitter
Jason Ellison,2005,San Francisco Giants,352,49,93,4,24,24,44,.264,.316,.361,.677,hitter
Scott Eyre,2005,San Francisco Giants,2,0,0,0,0,1,2,.000,.333,.000,.333,hitter
Jeff Fassero,2005,San Francisco Giants,13,0,0,0,0,0,6,.000,.000,.000,.000,hitter
Pedro Feliz,2005,San Francisco Giants,569,69,142,20,81,38,102,.250,.295,.422,.717,hitter
Marquis Grissom,2005,San Francisco Giants,137,8,29,2,15,7,18,.212,.248,.285,.533,hitter
Yamid Haad,2005,San Francisco Giants,28,0,2,0,1,3,7,.071,.156,.107,.263,hitter
LaTroy Hawkins,2005,Chicago Cubs,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brad Hennessey,2005,San Francisco Giants,39,3,9,2,5,0,12,.231,.231,.410,.641,hitter
Matt Herges,2005,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Matt Kinney,2005,San Francisco Giants,3,0,1,0,0,0,1,.333,.333,.333,.666,hitter
Justin Knoedler,2005,San Francisco Giants,10,0,1,0,0,0,1,.100,.182,.100,.282,hitter
Al Levine,2005,San Francisco Giants,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Todd Linden,2005,San Francisco Giants,171,20,37,4,13,10,54,.216,.280,.333,.613,hitter
Noah Lowry,2005,San Francisco Giants,59,6,16,0,7,3,12,.271,.302,.373,.675,hitter
Mike Matheny,2005,San Francisco Giants,443,42,107,13,59,29,91,.242,.295,.406,.701,hitter
Scott Munter,2005,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Lance Niekro,2005,San Francisco Giants,278,32,70,12,46,17,53,.252,.295,.460,.755,hitter
Daniel Ortmeier,2005,San Francisco Giants,22,1,3,0,1,3,5,.136,.269,.136,.405,hitter
Brandon Puffer,2005,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Julio Ramirez,2005,San Francisco Giants,4,3,1,0,1,0,1,.250,.250,.250,.500,hitter
Kirk Rueter,2005,San Francisco Giants,30,1,5,0,1,1,2,.167,.194,.200,.394,hitter
Alex Sanchez,2005,Tampa Bay Devil Rays,133,28,46,2,13,7,25,.346,.373,.466,.839,hitter
Jason Schmidt,2005,San Francisco Giants,53,2,5,1,2,0,32,.094,.111,.151,.262,hitter
Adam Shabala,2005,San Francisco Giants,15,1,3,0,4,1,5,.200,.235,.200,.435,hitter
J.T. Snow,2005,San Francisco Giants,367,40,101,4,40,32,61,.275,.343,.365,.708,hitter
Jack Taschner,2005,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brett Tomko,2005,San Francisco Giants,55,3,9,0,5,2,22,.164,.193,.182,.375,hitter
Tony Torcato,2005,San Francisco Giants,11,1,3,0,0,1,2,.273,.333,.273,.606,hitter
Yorvit Torrealba,2005,San Francisco Giants,93,18,21,1,7,9,25,.226,.301,.344,.645,hitter
Michael Tucker,2005,San Francisco Giants,250,32,60,5,33,28,48,.240,.317,.372,.689,hitter
Omar Vizquel,2005,San Francisco Giants,568,66,154,3,45,56,58,.271,.341,.350,.691,hitter
Tyler Walker,2005,San Francisco Giants,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jerome Williams,2005,San Francisco Giants,4,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Randy Winn,2005,Seattle Mariners,386,46,106,6,37,37,53,.275,.342,.391,.733,hitter
Carmen Cali,2005,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chris Carpenter,2005,St. Louis Cardinals,77,7,5,0,2,5,23,.065,.120,.091,.211,hitter
Roger Cedeno,2005,St. Louis Cardinals,57,4,9,0,8,2,6,.158,.197,.175,.372,hitter
Einar Díaz,2005,St. Louis Cardinals,130,14,27,1,17,5,12,.208,.248,.277,.525,hitter
Chris Duncan,2005,St. Louis Cardinals,10,2,2,1,3,0,5,.200,.200,.600,.800,hitter
David Eckstein,2005,St. Louis Cardinals,630,90,185,8,61,58,44,.294,.363,.395,.758,hitter
Jim Edmonds,2005,St. Louis Cardinals,467,88,123,29,89,91,139,.263,.385,.533,.918,hitter
Cal Eldred,2005,St. Louis Cardinals,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Randy Flores,2005,St. Louis Cardinals,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
John Gall,2005,St. Louis Cardinals,37,5,10,2,10,1,8,.270,.282,.514,.796,hitter
Mark Grudzielanek,2005,St. Louis Cardinals,528,64,155,8,59,26,81,.294,.334,.407,.741,hitter
Jason Isringhausen,2005,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kevin Jarvis,2005,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tyler Johnson,2005,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jimmy Journell,2005,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ray King,2005,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Hector Luna,2005,St. Louis Cardinals,137,26,39,1,18,9,25,.285,.344,.409,.753,hitter
John Mabry,2005,St. Louis Cardinals,246,26,59,8,32,20,63,.240,.295,.407,.702,hitter
Mike Mahoney,2005,St. Louis Cardinals,64,5,10,1,6,4,10,.156,.217,.219,.436,hitter
Jason Marquis,2005,St. Louis Cardinals,87,10,27,1,10,2,11,.310,.326,.460,.786,hitter
Yadier Molina,2005,St. Louis Cardinals,385,36,97,8,49,23,30,.252,.295,.358,.653,hitter
Matt Morris,2005,St. Louis Cardinals,57,4,5,0,2,4,23,.088,.148,.088,.236,hitter
Mark Mulder,2005,St. Louis Cardinals,62,3,9,0,3,3,25,.145,.182,.145,.327,hitter
Abraham O. Nunez,2005,St. Louis Cardinals,421,64,120,5,44,37,63,.285,.343,.361,.704,hitter
Albert Pujols,2005,St. Louis Cardinals,591,129,195,41,117,97,65,.330,.430,.609,1.039,hitter
Bill Pulsipher,2005,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Al Reyes,2005,St. Louis Cardinals,1,0,0,0,0,1,1,.000,.500,.000,.500,hitter
Anthony Reyes,2005,St. Louis Cardinals,4,0,0,0,0,0,1,.000,.000,.000,.000,hitter
John Rodriguez,2005,St. Louis Cardinals,149,15,44,5,24,19,45,.295,.382,.436,.818,hitter
Scott Rolen,2005,St. Louis Cardinals,196,28,46,5,28,25,28,.235,.323,.383,.706,hitter
Reggie Sanders,2005,St. Louis Cardinals,295,49,80,21,54,28,75,.271,.340,.546,.886,hitter
Skip Schumaker,2005,St. Louis Cardinals,24,9,6,0,1,2,2,.250,.308,.292,.600,hitter
Scott Seabol,2005,St. Louis Cardinals,105,11,23,1,10,8,23,.219,.272,.295,.567,hitter
Jeff Suppan,2005,St. Louis Cardinals,58,5,12,1,5,3,9,.207,.246,.293,.539,hitter
So Taguchi,2005,St. Louis Cardinals,396,45,114,8,53,20,62,.288,.322,.412,.734,hitter
Julian Tavarez,2005,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brad Thompson,2005,St. Louis Cardinals,6,0,1,0,0,0,2,.167,.167,.167,.334,hitter
Adam Wainwright,2005,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Larry Walker,2005,St. Louis Cardinals,315,66,91,15,52,41,64,.289,.384,.502,.886,hitter
Gabe White,2005,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Danys Baez,2005,Tampa Bay Devil Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Joe Borowski,2005,Chicago Cubs,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jorge Cantu,2005,Tampa Bay Devil Rays,598,73,171,28,117,19,83,.286,.311,.497,.808,hitter
Lance Carter,2005,Tampa Bay Devil Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kevin Cash,2005,Tampa Bay Devil Rays,31,4,5,2,2,1,13,.161,.212,.387,.599,hitter
Jesus Colome,2005,Tampa Bay Devil Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Fernando Cortez,2005,Tampa Bay Devil Rays,13,0,1,0,1,1,3,.077,.143,.077,.220,hitter
Carl Crawford,2005,Tampa Bay Devil Rays,644,101,194,15,81,27,84,.301,.331,.469,.800,hitter
Casey Fossum,2005,Tampa Bay Devil Rays,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Lee Gardner,2005,Tampa Bay Devil Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Joey Gathright,2005,Tampa Bay Devil Rays,203,29,56,0,13,10,39,.276,.316,.340,.656,hitter
Jonny Gomes,2005,Tampa Bay Devil Rays,348,61,98,21,54,39,113,.282,.372,.534,.906,hitter
Alex Gonzalez,2005,Tampa Bay Devil Rays,349,47,94,9,38,26,74,.269,.323,.410,.733,hitter
Nick Green,2005,Tampa Bay Devil Rays,318,53,76,5,29,33,86,.239,.329,.346,.675,hitter
Toby Hall,2005,Tampa Bay Devil Rays,432,28,124,5,48,16,39,.287,.315,.368,.683,hitter
Travis Harper,2005,Tampa Bay Devil Rays,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Mark Hendrickson,2005,Tampa Bay Devil Rays,7,1,1,0,0,0,3,.143,.143,.143,.286,hitter
