name,year,team,AB,R,H,HR,RBI,BB,K,AVG,OBP,SLG,OPS,playerType
Tyler Fitzgerald,2023,San Francisco Giants,32,3,7,2,5,2,10,.219,.265,.469,.734,hitter
Wilmer Flores,2023,San Francisco Giants,405,51,115,23,60,41,63,.284,.355,.509,.864,hitter
Mitch Haniger,2023,San Francisco Giants,211,27,44,6,28,15,65,.209,.266,.365,.631,hitter
Bryce Johnson,2023,San Francisco Giants,43,7,7,1,3,4,15,.163,.229,.256,.485,hitter
Jakob Junis,2023,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Marco Luciano,2023,San Francisco Giants,39,4,9,0,0,6,17,.231,.333,.308,.641,hitter
Mark Mathias,2023,Pittsburgh Pirates,52,5,12,0,4,10,11,.231,.355,.269,.624,hitter
Luis Matos,2023,San Francisco Giants,228,24,57,2,14,20,33,.250,.319,.342,.661,hitter
Wade Meckler,2023,San Francisco Giants,56,6,13,0,4,6,25,.232,.328,.250,.578,hitter
Joc Pederson,2023,San Francisco Giants,358,59,84,15,51,57,89,.235,.348,.416,.764,hitter
Roberto Pérez,2023,San Francisco Giants,15,0,2,0,1,2,6,.133,.235,.133,.368,hitter
AJ Pollock,2023,Seattle Mariners,127,15,22,5,15,9,30,.173,.225,.323,.548,hitter
Heliot Ramos,2023,San Francisco Giants,56,5,10,1,2,4,20,.179,.233,.304,.537,hitter
Taylor Rogers,2023,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tyler Rogers,2023,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Darin Ruf,2023,San Francisco Giants,23,1,6,0,3,4,9,.261,.370,.348,.718,hitter
Blake Sabol,2023,San Francisco Giants,310,36,73,13,44,24,117,.235,.301,.394,.695,hitter
Casey Schmitt,2023,San Francisco Giants,253,28,52,5,30,13,65,.206,.255,.324,.579,hitter
Austin Slater,2023,San Francisco Giants,185,24,50,5,20,20,58,.270,.348,.400,.748,hitter
Cal Stevenson,2023,San Francisco Giants,9,1,0,0,0,3,2,.000,.250,.000,.250,hitter
David Villar,2023,San Francisco Giants,124,15,18,5,12,11,45,.145,.236,.315,.551,hitter
LaMonte Wade Jr.,2023,San Francisco Giants,429,64,110,17,45,76,95,.256,.373,.417,.790,hitter
Brett Wisely,2023,San Francisco Giants,120,10,21,2,8,9,40,.175,.231,.267,.498,hitter
Austin Wynns,2023,San Francisco Giants,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Mike Yastrzemski,2023,San Francisco Giants,330,54,77,15,43,45,99,.233,.330,.445,.775,hitter
Nolan Arenado,2023,St. Louis Cardinals,560,71,149,26,93,41,101,.266,.315,.459,.774,hitter
Luken Baker,2023,St. Louis Cardinals,86,9,18,2,10,13,31,.209,.313,.314,.627,hitter
Tres Barrera,2023,St. Louis Cardinals,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Alec Burleson,2023,St. Louis Cardinals,315,34,77,8,36,23,45,.244,.300,.390,.690,hitter
Génesis Cabrera,2023,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Dylan Carlson,2023,St. Louis Cardinals,219,27,48,5,27,26,49,.219,.318,.333,.651,hitter
Willson Contreras,2023,St. Louis Cardinals,428,55,113,20,67,51,111,.264,.358,.467,.825,hitter
Paul DeJong,2023,St. Louis Cardinals,279,38,65,13,32,21,87,.233,.297,.412,.709,hitter
Brendan Donovan,2023,St. Louis Cardinals,327,48,93,11,34,33,53,.284,.365,.422,.787,hitter
Tommy Edman,2023,St. Louis Cardinals,479,69,119,13,47,35,84,.248,.307,.399,.706,hitter
José Fermín,2023,St. Louis Cardinals,51,2,12,0,4,6,8,.235,.339,.255,.594,hitter
Paul Goldschmidt,2023,St. Louis Cardinals,593,89,159,25,80,87,161,.268,.363,.447,.810,hitter
Nolan Gorman,2023,St. Louis Cardinals,406,59,96,27,76,53,148,.236,.328,.478,.806,hitter
Ryan Helsley,2023,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Iván Herrera,2023,St. Louis Cardinals,37,6,11,0,4,5,11,.297,.409,.351,.760,hitter
John King,2023,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Andrew Knizner,2023,St. Louis Cardinals,224,30,54,10,31,12,62,.241,.288,.424,.712,hitter
Irving Lopez,2023,St. Louis Cardinals,11,0,0,0,1,0,5,.000,.000,.000,.000,hitter
Óscar Mercado,2023,St. Louis Cardinals,31,3,9,0,5,1,4,.290,.313,.387,.700,hitter
Taylor Motter,2023,St. Louis Cardinals,76,3,13,0,2,5,31,.171,.232,.211,.443,hitter
James Naile,2023,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Lars Nootbaar,2023,St. Louis Cardinals,426,74,111,14,46,72,99,.261,.367,.418,.785,hitter
Tyler O'Neill,2023,St. Louis Cardinals,238,27,55,9,21,28,67,.231,.312,.403,.715,hitter
Richie Palacios,2023,St. Louis Cardinals,93,9,24,6,16,6,11,.258,.307,.516,.823,hitter
Juniel Querecuto,2023,St. Louis Cardinals,20,2,2,0,0,1,6,.100,.143,.150,.293,hitter
JoJo Romero,2023,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Michael Siani,2023,Cincinnati Reds,0,1,0,0,0,1,0,.000,1.000,.000,1.000,hitter
Adam Wainwright,2023,St. Louis Cardinals,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Jordan Walker,2023,St. Louis Cardinals,420,51,116,16,51,37,104,.276,.342,.445,.787,hitter
Masyn Winn,2023,St. Louis Cardinals,122,8,21,2,12,10,26,.172,.230,.238,.468,hitter
Juan Yepez,2023,St. Louis Cardinals,60,5,11,2,2,4,20,.183,.246,.300,.546,hitter
Jonathan Aranda,2023,Tampa Bay Rays,87,13,20,2,13,13,31,.230,.340,.368,.708,hitter
Randy Arozarena,2023,Tampa Bay Rays,551,95,140,23,83,80,156,.254,.364,.425,.789,hitter
Osleivis Basabe,2023,Tampa Bay Rays,87,15,19,1,12,6,25,.218,.277,.310,.587,hitter
Christian Bethancourt,2023,Tampa Bay Rays,315,49,71,11,33,13,91,.225,.254,.381,.635,hitter
Vidal Bruján,2023,Tampa Bay Rays,76,14,13,0,6,5,21,.171,.241,.197,.438,hitter
Junior Caminero,2023,Tampa Bay Rays,34,4,8,1,7,2,8,.235,.278,.353,.631,hitter
Yandy Díaz,2023,Tampa Bay Rays,525,95,173,22,78,65,94,.330,.410,.522,.932,hitter
Wander Franco,2023,Tampa Bay Rays,442,65,124,17,58,42,69,.281,.344,.475,.819,hitter
Tristan Gray,2023,Tampa Bay Rays,5,1,2,1,1,0,0,.400,.400,1.000,1.400,hitter
Brandon Lowe,2023,Tampa Bay Rays,377,58,87,21,68,50,119,.231,.328,.443,.771,hitter
Josh Lowe,2023,Tampa Bay Rays,466,71,136,20,83,31,124,.292,.335,.500,.835,hitter
Manuel Margot,2023,Tampa Bay Rays,311,39,82,4,38,18,55,.264,.310,.376,.686,hitter
Curtis Mead,2023,Tampa Bay Rays,83,12,21,1,5,7,21,.253,.326,.349,.675,hitter
Francisco Mejía,2023,Tampa Bay Rays,150,22,34,5,19,6,38,.227,.258,.400,.658,hitter
Isaac Paredes,2023,Tampa Bay Rays,492,71,123,31,98,58,104,.250,.352,.488,.840,hitter
René Pinto,2023,Tampa Bay Rays,103,10,26,6,16,2,34,.252,.267,.456,.723,hitter
Luke Raley,2023,Tampa Bay Rays,357,56,89,19,49,28,128,.249,.333,.490,.823,hitter
Harold Ramírez,2023,Tampa Bay Rays,400,58,125,12,68,22,79,.313,.353,.460,.813,hitter
Jose Siri,2023,Tampa Bay Rays,338,58,75,25,56,20,130,.222,.267,.494,.761,hitter
Raimel Tapia,2023,Boston Red Sox,87,14,23,1,10,9,19,.264,.333,.368,.701,hitter
Taylor Walls,2023,Tampa Bay Rays,303,50,61,8,36,44,92,.201,.305,.333,.638,hitter
Evan Carter,2023,Texas Rangers,62,15,19,5,12,12,24,.306,.413,.645,1.058,hitter
Aroldis Chapman,2023,Kansas City Royals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ezequiel Duran,2023,Texas Rangers,406,55,112,14,46,23,120,.276,.324,.443,.767,hitter
Adolis García,2023,Texas Rangers,555,108,136,39,107,65,175,.245,.328,.508,.836,hitter
Mitch Garver,2023,Texas Rangers,296,45,80,19,50,44,82,.270,.370,.500,.870,hitter
Jon Gray,2023,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Robbie Grossman,2023,Texas Rangers,353,56,84,10,49,57,98,.238,.340,.394,.734,hitter
Taylor Hearn,2023,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Austin Hedges,2023,Pittsburgh Pirates,161,13,29,1,14,11,39,.180,.237,.230,.467,hitter
Jonah Heim,2023,Texas Rangers,457,61,118,18,95,40,96,.258,.317,.438,.755,hitter
Sam Huff,2023,Texas Rangers,43,5,11,3,6,2,17,.256,.289,.512,.801,hitter
Travis Jankowski,2023,Texas Rangers,247,34,65,1,30,35,42,.263,.357,.332,.689,hitter
Josh Jung,2023,Texas Rangers,478,75,127,23,70,30,151,.266,.315,.467,.782,hitter
John King,2023,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Sandy León,2023,Texas Rangers,41,4,6,0,4,1,20,.146,.186,.195,.381,hitter
Nathaniel Lowe,2023,Texas Rangers,623,89,163,17,82,93,165,.262,.360,.414,.774,hitter
J.P. Martínez,2023,Texas Rangers,40,7,9,1,4,2,16,.225,.250,.325,.575,hitter
Brad Miller,2023,Texas Rangers,56,8,12,1,6,10,11,.214,.328,.339,.667,hitter
Jonathan Ornelas,2023,Texas Rangers,7,2,1,0,0,0,4,.143,.250,.143,.393,hitter
Cole Ragans,2023,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Josh Sborz,2023,Texas Rangers,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Corey Seager,2023,Texas Rangers,477,88,156,33,96,49,88,.327,.390,.623,1.013,hitter
Marcus Semien,2023,Texas Rangers,670,122,185,29,100,72,110,.276,.348,.478,.826,hitter
Josh Smith,2023,Texas Rangers,195,29,36,6,15,25,55,.185,.304,.328,.632,hitter
Will Smith,2023,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Leody Taveras,2023,Texas Rangers,511,67,136,14,67,35,117,.266,.312,.421,.733,hitter
Bubba Thompson,2023,Texas Rangers,53,10,9,0,4,4,16,.170,.237,.283,.520,hitter
Brandon Belt,2023,Toronto Blue Jays,339,53,86,19,43,61,141,.254,.369,.490,.859,hitter
José Berríos,2023,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Bo Bichette,2023,Toronto Blue Jays,571,69,175,20,73,27,115,.306,.339,.475,.814,hitter
Cavan Biggio,2023,Toronto Blue Jays,289,54,68,9,40,40,88,.235,.340,.370,.710,hitter
Génesis Cabrera,2023,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Matt Chapman,2023,Toronto Blue Jays,509,66,122,17,54,62,165,.240,.330,.424,.754,hitter
Ernie Clement,2023,Toronto Blue Jays,50,7,19,1,10,1,4,.380,.385,.500,.885,hitter
Paul DeJong,2023,St. Louis Cardinals,279,38,65,13,32,21,87,.233,.297,.412,.709,hitter
Cam Eden,2023,Toronto Blue Jays,6,1,1,0,0,0,2,.167,.167,.167,.334,hitter
Santiago Espinal,2023,Toronto Blue Jays,230,30,57,2,25,18,36,.248,.310,.335,.645,hitter
Vladimir Guerrero Jr.,2023,Toronto Blue Jays,602,78,159,26,94,67,100,.264,.345,.444,.789,hitter
Tyler Heineman,2023,Pittsburgh Pirates,9,1,1,0,0,1,1,.111,.200,.111,.311,hitter
Spencer Horwitz,2023,Toronto Blue Jays,39,5,10,1,7,4,12,.256,.341,.385,.726,hitter
Danny Jansen,2023,Toronto Blue Jays,268,38,61,17,53,23,62,.228,.312,.474,.786,hitter
Kevin Kiermaier,2023,Toronto Blue Jays,370,58,98,8,36,29,86,.265,.322,.419,.741,hitter
Alejandro Kirk,2023,Toronto Blue Jays,372,34,93,8,43,42,45,.250,.334,.358,.692,hitter
Nathan Lukes,2023,Toronto Blue Jays,26,4,5,0,2,4,9,.192,.290,.308,.598,hitter
Jordan Luplow,2023,Toronto Blue Jays,14,1,3,0,1,3,8,.214,.353,.214,.567,hitter
Tim Mayza,2023,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mason McCoy,2023,Toronto Blue Jays,1,2,0,0,0,0,1,.000,.000,.000,.000,hitter
Whit Merrifield,2023,Toronto Blue Jays,547,66,149,11,67,36,101,.272,.318,.382,.700,hitter
Jordan Romano,2023,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Davis Schneider,2023,Toronto Blue Jays,116,23,32,8,20,21,43,.276,.404,.603,1.007,hitter
George Springer,2023,Toronto Blue Jays,613,87,158,21,72,60,125,.258,.327,.405,.732,hitter
Daulton Varsho,2023,Toronto Blue Jays,527,65,116,20,61,45,135,.220,.285,.389,.674,hitter
Byron Buxton,2023,Minnesota Twins,304,49,63,17,42,35,109,.207,.294,.438,.732,hitter
Willi Castro,2023,Minnesota Twins,358,60,92,9,34,34,99,.257,.339,.411,.750,hitter
Carlos Correa,2023,Minnesota Twins,514,60,118,18,65,59,131,.230,.312,.399,.711,hitter
José De León,2023,Minnesota Twins,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kyle Farmer,2023,Minnesota Twins,336,49,86,11,46,23,86,.256,.317,.408,.725,hitter
Joey Gallo,2023,Minnesota Twins,282,39,50,21,40,48,142,.177,.301,.440,.741,hitter
Kyle Garlick,2023,Minnesota Twins,28,2,5,2,4,2,11,.179,.233,.429,.662,hitter
Nick Gordon,2023,Minnesota Twins,91,13,16,2,7,1,11,.176,.185,.319,.504,hitter
Ryan Jeffers,2023,Minnesota Twins,286,46,79,14,43,33,93,.276,.369,.490,.859,hitter
Edouard Julien,2023,Minnesota Twins,338,60,89,16,37,64,128,.263,.381,.459,.840,hitter
Max Kepler,2023,Minnesota Twins,438,72,114,24,66,45,106,.260,.332,.484,.816,hitter
Alex Kirilloff,2023,Minnesota Twins,281,35,76,11,41,28,80,.270,.348,.445,.793,hitter
Trevor Larnach,2023,Minnesota Twins,183,26,39,8,40,27,72,.213,.311,.415,.726,hitter
Royce Lewis,2023,Minnesota Twins,217,36,67,15,52,20,55,.309,.372,.548,.920,hitter
Jordan Luplow,2023,Toronto Blue Jays,14,1,3,0,1,3,8,.214,.353,.214,.567,hitter
