name,year,team,AB,R,H,HR,RBI,BB,K,AVG,OBP,SLG,OPS,playerType
Luis Alfonso Cruz,2008,Pittsburgh Pirates,67,6,15,0,3,3,2,.224,.278,.269,.547,hitter
Jason Davis,2008,Pittsburgh Pirates,8,0,0,0,0,0,4,.000,.000,.000,.000,hitter
Robinzon Diaz,2008,Toronto Blue Jays,4,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Ryan Doumit,2008,Pittsburgh Pirates,431,71,137,15,69,23,55,.318,.357,.501,.858,hitter
Zach Duke,2008,Pittsburgh Pirates,57,2,9,0,1,2,20,.158,.186,.158,.344,hitter
Phil Dumatrait,2008,Pittsburgh Pirates,21,0,1,0,1,0,7,.048,.048,.048,.096,hitter
Chris Gomez,2008,Pittsburgh Pirates,183,26,50,1,20,13,30,.273,.322,.333,.655,hitter
Tom Gorzelanny,2008,Pittsburgh Pirates,28,2,3,0,3,2,12,.107,.167,.107,.274,hitter
John Grabow,2008,Pittsburgh Pirates,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Craig Hansen,2008,Boston Red Sox,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Yoslan Herrera,2008,Pittsburgh Pirates,7,1,1,0,0,0,1,.143,.143,.143,.286,hitter
Jeff Karstens,2008,Pittsburgh Pirates,14,3,2,0,0,2,8,.143,.250,.143,.393,hitter
Adam LaRoche,2008,Pittsburgh Pirates,492,66,133,25,85,54,122,.270,.341,.500,.841,hitter
Andy LaRoche,2008,Los Angeles Dodgers,59,6,12,2,6,10,7,.203,.319,.322,.641,hitter
Paul Maholm,2008,Pittsburgh Pirates,65,4,8,0,3,6,28,.123,.197,.123,.320,hitter
Damaso Marte,2008,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Nate McLouth,2008,Pittsburgh Pirates,597,113,165,26,94,65,93,.276,.356,.497,.853,hitter
Evan Meek,2008,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jason Michaels,2008,Cleveland Indians,58,3,12,0,9,4,13,.207,.258,.276,.534,hitter
Doug Mientkiewicz,2008,Pittsburgh Pirates,285,37,79,2,30,44,28,.277,.374,.379,.753,hitter
Nyjer Morgan,2008,Pittsburgh Pirates,160,26,47,0,7,10,32,.294,.345,.375,.720,hitter
Matt Morris,2008,Pittsburgh Pirates,7,0,2,0,1,0,4,.286,.286,.429,.715,hitter
Brandon Moss,2008,Boston Red Sox,78,7,23,2,11,6,25,.295,.337,.462,.799,hitter
Xavier Nady,2008,Pittsburgh Pirates,327,50,108,13,57,25,55,.330,.383,.535,.918,hitter
Ross Ohlendorf,2008,New York Yankees,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Franquelis Osoria,2008,Pittsburgh Pirates,6,1,2,0,1,0,3,.333,.333,.333,.666,hitter
Ronny Paulino,2008,Pittsburgh Pirates,118,8,25,2,18,11,24,.212,.277,.305,.582,hitter
Steve Pearce,2008,Pittsburgh Pirates,109,6,27,4,15,5,22,.248,.294,.422,.716,hitter
Luis Rivas,2008,Pittsburgh Pirates,206,25,45,3,20,13,27,.218,.267,.311,.578,hitter
Marino Salas,2008,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Freddy Sanchez,2008,Pittsburgh Pirates,569,75,154,9,52,21,63,.271,.298,.371,.669,hitter
Romulo Sanchez,2008,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ian Snell,2008,Pittsburgh Pirates,48,2,6,0,1,2,18,.125,.160,.146,.306,hitter
Ty Taubenheim,2008,Pittsburgh Pirates,2,0,1,0,1,0,0,.500,.500,1.000,1.500,hitter
John Van Benschoten,2008,Pittsburgh Pirates,6,0,0,0,0,1,2,.000,.143,.000,.143,hitter
Jack Wilson,2008,Pittsburgh Pirates,305,24,83,1,22,13,27,.272,.312,.348,.660,hitter
Tyler Yates,2008,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mike Adams,2008,San Diego Padres,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chip Ambres,2008,San Diego Padres,41,3,8,0,0,7,15,.195,.313,.220,.533,hitter
Matt Antonelli,2008,San Diego Padres,57,6,11,1,3,5,11,.193,.292,.281,.573,hitter
Cha Seung Baek,2008,San Diego Padres,29,2,5,1,2,1,7,.172,.200,.310,.510,hitter
Josh Banks,2008,San Diego Padres,23,3,3,0,0,2,6,.130,.200,.130,.330,hitter
Josh Bard,2008,San Diego Padres,178,11,36,1,16,18,25,.202,.279,.270,.549,hitter
Michael Barrett,2008,San Diego Padres,94,9,19,2,9,9,16,.202,.274,.298,.572,hitter
Heath Bell,2008,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kevin Cameron,2008,San Diego Padres,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Luke Carlin,2008,San Diego Padres,94,12,14,1,6,10,34,.149,.238,.234,.472,hitter
Tony Clark,2008,San Diego Padres,88,5,21,1,11,19,32,.239,.374,.307,.681,hitter
Bryan Corey,2008,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Callix Crabbe,2008,San Diego Padres,34,4,6,0,2,4,6,.176,.282,.206,.488,hitter
Jim Edmonds,2008,San Diego Padres,90,6,16,1,6,10,24,.178,.265,.233,.498,hitter
Mike Ekstrom,2008,San Diego Padres,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Shawn Estes,2008,San Diego Padres,9,1,2,0,0,0,3,.222,.222,.333,.555,hitter
Brian Falkenborg,2008,Los Angeles Dodgers,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Josh Geer,2008,San Diego Padres,9,1,1,0,1,1,4,.111,.200,.111,.311,hitter
Justin Germano,2008,San Diego Padres,9,1,4,0,1,0,3,.444,.444,.556,1.000,hitter
Jody Gerut,2008,San Diego Padres,328,46,97,14,43,28,52,.296,.351,.494,.845,hitter
Brian Giles,2008,San Diego Padres,559,81,171,12,63,87,52,.306,.398,.456,.854,hitter
Adrián González,2008,San Diego Padres,616,103,172,36,119,74,142,.279,.361,.510,.871,hitter
Edgar Gonzalez,2008,San Diego Padres,325,38,89,7,33,25,76,.274,.329,.385,.714,hitter
Enrique Gonzalez,2008,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Khalil Greene,2008,San Diego Padres,389,30,83,10,35,22,100,.213,.260,.339,.599,hitter
Carlos Guevara,2008,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Charlie Haeger,2008,San Diego Padres,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,hitter
Scott Hairston,2008,San Diego Padres,326,42,81,17,31,28,84,.248,.312,.479,.791,hitter
Justin Hampson,2008,San Diego Padres,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Dirk Hayhurst,2008,San Diego Padres,3,0,0,0,0,1,3,.000,.250,.000,.250,hitter
Chase Headley,2008,San Diego Padres,331,34,89,9,38,30,104,.269,.337,.420,.757,hitter
Sean Henn,2008,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Clay Hensley,2008,San Diego Padres,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Trevor Hoffman,2008,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Justin Huber,2008,San Diego Padres,61,5,15,2,8,3,19,.246,.303,.393,.696,hitter
Nick Hundley,2008,San Diego Padres,198,21,47,5,24,11,52,.237,.278,.359,.637,hitter
Tadahito Iguchi,2008,San Diego Padres,303,29,70,2,24,26,75,.231,.292,.304,.596,hitter
Sean Kazmar Jr.,2008,San Diego Padres,39,2,8,0,2,5,14,.205,.289,.231,.520,hitter
Kevin Kouzmanoff,2008,San Diego Padres,624,71,162,23,84,23,139,.260,.299,.433,.732,hitter
Wade LeBlanc,2008,San Diego Padres,8,0,3,0,0,0,3,.375,.375,.375,.750,hitter
Wilfredo Ledezma,2008,San Diego Padres,10,1,0,0,0,1,6,.000,.091,.000,.091,hitter
Drew Macias,2008,San Diego Padres,20,2,4,2,5,2,6,.200,.250,.500,.750,hitter
Greg Maddux,2008,San Diego Padres,42,1,5,0,2,1,14,.119,.140,.119,.259,hitter
Paul McAnulty,2008,San Diego Padres,135,9,28,3,13,26,41,.207,.341,.341,.682,hitter
Cla Meredith,2008,San Diego Padres,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Colt Morton,2008,San Diego Padres,15,2,1,0,1,2,5,.067,.167,.067,.234,hitter
Brian Myrow,2008,San Diego Padres,21,1,3,1,3,2,5,.143,.208,.286,.494,hitter
Scott Patterson,2008,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jake Peavy,2008,San Diego Padres,49,4,13,0,2,3,12,.265,.302,.306,.608,hitter
Chad Reineke,2008,San Diego Padres,6,1,1,0,1,0,4,.167,.167,.167,.334,hitter
Luis Antonio Rodriguez,2008,San Diego Padres,202,22,58,0,12,13,13,.287,.326,.351,.677,hitter
Glendon Rusch,2008,San Diego Padres,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Craig Stansberry,2008,San Diego Padres,16,4,6,0,2,2,3,.375,.444,.438,.882,hitter
Joe Thatcher,2008,San Diego Padres,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Brett Tomko,2008,Kansas City Royals,3,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Will Venable,2008,San Diego Padres,110,16,29,2,10,13,21,.264,.339,.391,.730,hitter
Jared Wells,2008,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Randy Wolf,2008,San Diego Padres,35,5,5,0,1,3,10,.143,.211,.171,.382,hitter
Chris Young,2008,San Diego Padres,28,3,3,1,2,1,11,.107,.133,.250,.383,hitter
Cha Seung Baek,2008,San Diego Padres,29,2,5,1,2,1,7,.172,.200,.310,.510,hitter
Wladimir Balentien,2008,Seattle Mariners,243,23,49,7,24,16,79,.202,.250,.342,.592,hitter
Miguel Batista,2008,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Erik Bedard,2008,Seattle Mariners,4,0,2,0,0,0,2,.500,.500,.500,1.000,hitter
Adrian Beltré,2008,Seattle Mariners,556,74,148,25,77,50,90,.266,.327,.457,.784,hitter
Yuniesky Betancourt,2008,Seattle Mariners,559,66,156,7,51,17,42,.279,.300,.392,.692,hitter
Willie Bloomquist,2008,Seattle Mariners,165,32,46,0,9,25,29,.279,.377,.285,.662,hitter
Jamie Burke,2008,Seattle Mariners,92,10,24,1,8,5,7,.261,.303,.326,.629,hitter
Miguel Cairo,2008,Seattle Mariners,221,34,55,0,23,18,32,.249,.316,.330,.646,hitter
Jeff Clement,2008,Seattle Mariners,203,17,46,5,23,15,63,.227,.295,.360,.655,hitter
Roy Corcoran,2008,Seattle Mariners,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
R.A. Dickey,2008,Seattle Mariners,4,1,1,0,0,0,0,.250,.250,.250,.500,hitter
Sean Green,2008,Seattle Mariners,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Félix Hernández,2008,Seattle Mariners,1,1,1,1,4,0,0,1.000,1.000,4.000,5.000,hitter
Tug Hulett,2008,Seattle Mariners,49,2,11,1,2,5,17,.224,.309,.306,.615,hitter
Raul Ibanez,2008,Seattle Mariners,635,85,186,23,110,64,110,.293,.358,.479,.837,hitter
Charlton Jimerson,2008,Seattle Mariners,1,1,0,0,0,0,0,.000,.000,.000,.000,hitter
Kenji Johjima,2008,Seattle Mariners,379,29,86,7,39,19,33,.227,.277,.332,.609,hitter
Rob Johnson,2008,Seattle Mariners,31,2,4,1,2,0,6,.129,.129,.226,.355,hitter
Bryan LaHair,2008,Seattle Mariners,136,15,34,3,10,13,40,.250,.315,.346,.661,hitter
Jose Lopez,2008,Seattle Mariners,644,80,191,17,89,27,67,.297,.322,.443,.765,hitter
Mark Lowe,2008,Seattle Mariners,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Brandon Morrow,2008,Seattle Mariners,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Michael Morse,2008,Seattle Mariners,9,0,2,0,0,1,4,.222,.364,.333,.697,hitter
Greg Norton,2008,Seattle Mariners,16,2,7,0,4,2,4,.438,.500,.563,1.063,hitter
J.J. Putz,2008,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jeremy Reed,2008,Seattle Mariners,286,30,77,2,31,18,38,.269,.314,.360,.674,hitter
Arthur Rhodes,2008,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ryan Rowland-Smith,2008,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Richie Sexson,2008,Seattle Mariners,252,27,55,11,30,37,76,.218,.315,.381,.696,hitter
Carlos Silva,2008,Seattle Mariners,4,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Ichiro Suzuki,2008,Seattle Mariners,686,103,213,6,42,51,65,.310,.361,.386,.747,hitter
Matt Tuiasosopo,2008,Seattle Mariners,44,1,7,0,2,2,16,.159,.213,.250,.463,hitter
Luis Valbuena,2008,Seattle Mariners,49,6,12,0,1,4,11,.245,.315,.347,.662,hitter
Jose Vidro,2008,Seattle Mariners,308,28,72,7,45,18,36,.234,.274,.338,.612,hitter
Jarrod Washburn,2008,Seattle Mariners,6,1,0,0,0,0,2,.000,.000,.000,.000,hitter
Jared Wells,2008,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brad Wilkerson,2008,Seattle Mariners,56,1,13,0,5,10,15,.232,.348,.304,.652,hitter
Eliezer Alfonzo,2008,San Francisco Giants,11,0,1,0,1,0,4,.091,.091,.091,.182,hitter
Rich Aurilia,2008,San Francisco Giants,407,33,115,10,52,30,56,.283,.332,.413,.745,hitter
Brian Bocock,2008,San Francisco Giants,77,4,11,0,2,12,29,.143,.258,.156,.414,hitter
John Bowker,2008,San Francisco Giants,326,31,83,10,43,19,74,.255,.300,.408,.708,hitter
Emmanuel Burriss,2008,San Francisco Giants,240,37,68,1,18,23,24,.283,.357,.329,.686,hitter
Matt Cain,2008,San Francisco Giants,62,3,7,2,3,4,34,.113,.167,.226,.393,hitter
Jose Castillo,2008,San Francisco Giants,394,42,96,6,35,25,71,.244,.290,.381,.671,hitter
Vinnie Chulk,2008,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kevin Correia,2008,San Francisco Giants,27,1,3,0,2,1,12,.111,.143,.111,.254,hitter
Rajai Davis,2008,San Francisco Giants,18,2,1,0,0,1,6,.056,.105,.056,.161,hitter
Travis Denker,2008,San Francisco Giants,37,6,9,1,3,5,10,.243,.333,.486,.819,hitter
Ray Durham,2008,San Francisco Giants,263,43,77,3,32,38,49,.293,.385,.414,.799,hitter
Geno Espineli,2008,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kevin Frandsen,2008,San Francisco Giants,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Conor Gillaspie,2008,San Francisco Giants,5,1,1,0,0,2,0,.200,.429,.200,.629,hitter
Brad Hennessey,2008,San Francisco Giants,8,1,2,0,1,0,2,.250,.250,.375,.625,hitter
Alex Hinshaw,2008,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Steve Holm,2008,San Francisco Giants,84,10,22,1,6,10,16,.262,.357,.405,.762,hitter
Brian Horwitz,2008,San Francisco Giants,36,5,8,2,4,5,10,.222,.310,.389,.699,hitter
Travis Ishikawa,2008,San Francisco Giants,95,12,26,3,15,9,27,.274,.337,.432,.769,hitter
Fred Lewis,2008,San Francisco Giants,468,81,132,9,40,51,124,.282,.351,.440,.791,hitter
Tim Lincecum,2008,San Francisco Giants,70,7,11,0,5,5,32,.157,.213,.200,.413,hitter
Osiris Matos,2008,San Francisco Giants,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Scott McClain,2008,San Francisco Giants,33,7,9,2,7,5,8,.273,.368,.485,.853,hitter
Pat Misch,2008,San Francisco Giants,9,0,1,0,1,1,2,.111,.200,.111,.311,hitter
Bengie Molina,2008,San Francisco Giants,530,46,155,16,95,19,38,.292,.322,.445,.767,hitter
Ivan Ochoa,2008,San Francisco Giants,120,7,24,0,3,4,28,.200,.244,.267,.511,hitter
Daniel Ortmeier,2008,San Francisco Giants,64,4,14,0,5,7,18,.219,.315,.313,.628,hitter
Matt Palmer,2008,San Francisco Giants,4,0,1,0,0,1,2,.250,.400,.250,.650,hitter
Dave Roberts,2008,San Francisco Giants,107,18,24,0,9,20,18,.224,.341,.280,.621,hitter
Ryan Rohlinger,2008,San Francisco Giants,32,2,3,0,2,1,8,.094,.121,.188,.309,hitter
Sergio Romo,2008,San Francisco Giants,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Aaron Rowand,2008,San Francisco Giants,549,57,149,13,70,44,126,.271,.339,.410,.749,hitter
Billy Sadler,2008,San Francisco Giants,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Jonathan Sánchez,2008,San Francisco Giants,49,2,5,0,4,1,22,.102,.120,.122,.242,hitter
Pablo Sandoval,2008,San Francisco Giants,145,24,50,3,24,4,14,.345,.357,.490,.847,hitter
Nate Schierholtz,2008,San Francisco Giants,75,12,24,1,5,3,8,.320,.370,.493,.863,hitter
J.T. Snow,2008,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jack Taschner,2008,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Erick Threets,2008,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Clay Timpner,2008,San Francisco Giants,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Merkin Valdez,2008,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Eugenio Velez,2008,San Francisco Giants,275,32,72,1,30,14,40,.262,.299,.382,.681,hitter
Omar Vizquel,2008,San Francisco Giants,266,24,59,0,23,24,29,.222,.283,.267,.550,hitter
Tyler Walker,2008,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brian Wilson,2008,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Randy Winn,2008,San Francisco Giants,598,84,183,10,64,59,88,.306,.363,.426,.789,hitter
Keiichi Yabu,2008,San Francisco Giants,1,1,0,0,0,1,0,.000,.500,.000,.500,hitter
Barry Zito,2008,San Francisco Giants,51,1,6,0,2,4,10,.118,.182,.118,.300,hitter
Rick Ankiel,2008,St. Louis Cardinals,413,65,109,25,71,42,100,.264,.337,.506,.843,hitter
Brian Barden,2008,St. Louis Cardinals,9,0,2,0,1,0,4,.222,.222,.222,.444,hitter
Brian Barton,2008,St. Louis Cardinals,153,23,41,2,13,19,39,.268,.354,.392,.746,hitter
Mitchell Boggs,2008,St. Louis Cardinals,8,0,0,0,0,0,5,.000,.000,.000,.000,hitter
Chris Carpenter,2008,St. Louis Cardinals,5,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Chris Duncan,2008,St. Louis Cardinals,222,26,55,6,27,34,52,.248,.346,.365,.711,hitter
Randy Flores,2008,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ryan Franklin,2008,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jaime García,2008,St. Louis Cardinals,1,0,0,0,0,2,1,.000,.667,.000,.667,hitter
Troy Glaus,2008,St. Louis Cardinals,544,69,147,27,99,87,104,.270,.372,.483,.855,hitter
Jason Isringhausen,2008,St. Louis Cardinals,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Cesar Izturis,2008,St. Louis Cardinals,414,50,109,1,24,29,26,.263,.319,.309,.628,hitter
Kelvin Jimenez,2008,St. Louis Cardinals,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Mark Johnson,2008,St. Louis Cardinals,17,1,5,0,2,1,2,.294,.333,.294,.627,hitter
Adam Kennedy,2008,St. Louis Cardinals,339,42,95,2,36,21,43,.280,.321,.372,.693,hitter
Josh Kinney,2008,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jason LaRue,2008,St. Louis Cardinals,164,17,35,4,21,15,20,.213,.296,.348,.644,hitter
Kyle Lohse,2008,St. Louis Cardinals,63,1,7,0,5,0,20,.111,.111,.127,.238,hitter
Braden Looper,2008,St. Louis Cardinals,63,5,16,0,4,4,21,.254,.299,.333,.632,hitter
Felipe Lopez,2008,Washington Nationals,325,34,76,2,25,32,54,.234,.305,.314,.619,hitter
Ryan Ludwick,2008,St. Louis Cardinals,538,104,161,37,113,62,146,.299,.375,.591,.966,hitter
Joe Mather,2008,St. Louis Cardinals,133,20,32,8,18,12,32,.241,.306,.474,.780,hitter
Kyle McClellan,2008,St. Louis Cardinals,5,0,0,0,0,0,4,.000,.000,.000,.000,hitter
Aaron Miles,2008,St. Louis Cardinals,379,49,120,4,31,23,37,.317,.355,.398,.753,hitter
Yadier Molina,2008,St. Louis Cardinals,444,37,135,7,56,32,29,.304,.349,.392,.741,hitter
Jason Motte,2008,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mark Mulder,2008,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mike Parisi,2008,St. Louis Cardinals,4,0,1,0,2,0,1,.250,.250,.500,.750,hitter
Chris Perez,2008,St. Louis Cardinals,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Josh Phelps,2008,St. Louis Cardinals,34,4,9,0,1,2,11,.265,.306,.294,.600,hitter
Joel Pineiro,2008,St. Louis Cardinals,51,3,5,0,4,3,35,.098,.148,.157,.305,hitter
Albert Pujols,2008,St. Louis Cardinals,524,100,187,37,116,104,54,.357,.462,.653,1.115,hitter
Anthony Reyes,2008,St. Louis Cardinals,1,0,0,0,0,1,1,.000,.500,.000,.500,hitter
Brendan Ryan,2008,St. Louis Cardinals,197,30,48,0,10,16,31,.244,.307,.289,.596,hitter
Skip Schumaker,2008,St. Louis Cardinals,540,87,163,8,46,47,60,.302,.359,.406,.765,hitter
Russ Springer,2008,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Nick Stavinoha,2008,St. Louis Cardinals,57,4,11,0,4,2,11,.193,.217,.211,.428,hitter
