name,year,team,AB,R,H,HR,RBI,BB,K,AVG,OBP,SLG,OPS,playerType
Kurt Suzuki,2010,Oakland Athletics,495,55,120,13,71,33,49,.242,.303,.366,.669,hitter
Ryan Sweeney,2010,Oakland Athletics,303,41,89,1,36,24,41,.294,.342,.383,.725,hitter
Steve Tolleson,2010,Oakland Athletics,49,5,14,1,4,4,9,.286,.340,.408,.748,hitter
Matt Watson,2010,Oakland Athletics,30,2,6,1,4,3,5,.200,.273,.367,.640,hitter
Michael Wuertz,2010,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brad Ziegler,2010,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Pedro Alvarez,2010,Pittsburgh Pirates,347,42,89,16,64,37,119,.256,.326,.461,.787,hitter
Brian Bass,2010,Pittsburgh Pirates,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
John Bowker,2010,San Francisco Giants,82,9,17,3,8,6,23,.207,.256,.354,.610,hitter
Brian Burres,2010,Pittsburgh Pirates,25,0,3,0,3,0,14,.120,.120,.200,.320,hitter
D.J. Carrasco,2010,Pittsburgh Pirates,6,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Ronny Cedeno,2010,Pittsburgh Pirates,468,42,120,8,38,23,106,.256,.293,.382,.675,hitter
Ryan Church,2010,Pittsburgh Pirates,170,16,31,3,18,12,46,.182,.240,.312,.552,hitter
Pedro Ciriaco,2010,Pittsburgh Pirates,6,3,3,0,1,0,3,.500,.500,1.000,1.500,hitter
Jeff Clement,2010,Pittsburgh Pirates,144,11,29,7,12,6,37,.201,.237,.368,.605,hitter
Bobby Crosby,2010,Pittsburgh Pirates,156,9,35,1,11,16,33,.224,.301,.295,.596,hitter
Argenis Diaz,2010,Pittsburgh Pirates,33,0,8,0,2,3,10,.242,.306,.273,.579,hitter
Brendan Donnelly,2010,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Octavio Dotel,2010,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ryan Doumit,2010,Pittsburgh Pirates,406,42,102,13,45,41,87,.251,.331,.406,.737,hitter
Zach Duke,2010,Pittsburgh Pirates,48,5,3,0,0,2,17,.063,.100,.104,.204,hitter
Dana Eveland,2010,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Sean Gallagher,2010,San Diego Padres,3,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Joel Hanrahan,2010,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Akinori Iwamura,2010,Pittsburgh Pirates,165,18,30,2,9,26,31,.182,.292,.267,.559,hitter
Steven Jackson,2010,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chris Jakubauskas,2010,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jason Jaramillo,2010,Pittsburgh Pirates,87,2,13,1,6,8,14,.149,.227,.207,.434,hitter
Garrett Jones,2010,Pittsburgh Pirates,592,64,146,21,86,53,123,.247,.306,.414,.720,hitter
Jeff Karstens,2010,Pittsburgh Pirates,33,0,2,0,0,1,16,.061,.088,.061,.149,hitter
Erik Kratz,2010,Pittsburgh Pirates,34,2,4,0,1,2,9,.118,.167,.118,.285,hitter
Andy LaRoche,2010,Pittsburgh Pirates,247,26,51,4,16,19,43,.206,.268,.287,.555,hitter
Wilfredo Ledezma,2010,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chris Leroux,2010,Florida Marlins,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brad Lincoln,2010,Pittsburgh Pirates,15,0,6,0,3,0,3,.400,.400,.400,.800,hitter
Javier López,2010,Pittsburgh Pirates,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Paul Maholm,2010,Pittsburgh Pirates,56,1,5,0,0,2,31,.089,.121,.089,.210,hitter
Joe Martinez,2010,San Francisco Giants,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Andrew McCutchen,2010,Pittsburgh Pirates,570,94,163,16,56,70,89,.286,.365,.449,.814,hitter
Daniel McCutchen,2010,Pittsburgh Pirates,14,1,1,0,0,0,5,.071,.133,.071,.204,hitter
James McDonald,2010,Los Angeles Dodgers,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Evan Meek,2010,Pittsburgh Pirates,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,hitter
Lastings Milledge,2010,Pittsburgh Pirates,379,38,105,4,34,28,62,.277,.332,.380,.712,hitter
Charlie Morton,2010,Pittsburgh Pirates,26,0,1,0,0,0,18,.038,.038,.038,.076,hitter
Brandon Moss,2010,Pittsburgh Pirates,26,2,4,0,2,1,6,.154,.185,.192,.377,hitter
Ross Ohlendorf,2010,Pittsburgh Pirates,26,0,2,0,0,2,16,.077,.143,.077,.220,hitter
Chan Ho Park,2010,New York Yankees,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Steve Pearce,2010,Pittsburgh Pirates,29,4,8,0,5,7,6,.276,.395,.414,.809,hitter
Hayden Penn,2010,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Alex Presley,2010,Pittsburgh Pirates,23,2,6,0,0,1,8,.261,.292,.304,.596,hitter
John Raynor,2010,Pittsburgh Pirates,10,1,2,0,0,1,3,.200,.273,.200,.473,hitter
Chris Resop,2010,Atlanta Braves,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chris Snyder,2010,Arizona Diamondbacks,195,22,45,10,32,36,61,.231,.352,.426,.778,hitter
Jose Tabata,2010,Pittsburgh Pirates,405,61,121,4,35,28,57,.299,.346,.400,.746,hitter
Jack Taschner,2010,Pittsburgh Pirates,0,0,0,0,0,1,0,.000,1.000,.000,1.000,hitter
Justin Thomas,2010,Pittsburgh Pirates,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Neil Walker,2010,Pittsburgh Pirates,426,57,126,12,66,34,83,.296,.349,.462,.811,hitter
Delwyn Young,2010,Pittsburgh Pirates,191,22,45,7,28,13,52,.236,.286,.414,.700,hitter
Mike Adams,2010,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mike Baxter,2010,San Diego Padres,8,0,1,0,1,0,2,.125,.111,.125,.236,hitter
Heath Bell,2010,San Diego Padres,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kyle Blanks,2010,San Diego Padres,102,14,16,3,15,15,46,.157,.283,.324,.607,hitter
Everth Cabrera,2010,San Diego Padres,212,22,44,1,22,19,54,.208,.279,.278,.557,hitter
Kevin Correia,2010,San Diego Padres,44,4,6,0,5,2,20,.136,.174,.159,.333,hitter
Aaron Cunningham,2010,San Diego Padres,132,17,38,1,15,7,28,.288,.331,.417,.748,hitter
Chris Denorfia,2010,San Diego Padres,284,41,77,9,36,27,51,.271,.335,.433,.768,hitter
Luis Durango,2010,San Diego Padres,48,8,12,0,4,4,7,.250,.308,.250,.558,hitter
David Eckstein,2010,San Diego Padres,442,49,118,1,29,27,35,.267,.321,.326,.647,hitter
Ernesto Frieri,2010,San Diego Padres,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Sean Gallagher,2010,San Diego Padres,3,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Jon Garland,2010,San Diego Padres,56,6,12,0,2,6,18,.214,.286,.232,.518,hitter
Adrián González,2010,San Diego Padres,591,87,176,31,101,93,114,.298,.393,.511,.904,hitter
Luke Gregerson,2010,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tony Gwynn Jr.,2010,San Diego Padres,289,30,59,3,20,41,50,.204,.304,.287,.591,hitter
Jerry Hairston,2010,San Diego Padres,430,53,105,10,50,31,54,.244,.299,.353,.652,hitter
Scott Hairston,2010,San Diego Padres,295,34,62,10,36,31,69,.210,.295,.346,.641,hitter
Chase Headley,2010,San Diego Padres,610,77,161,11,58,56,139,.264,.327,.375,.702,hitter
Nick Hundley,2010,San Diego Padres,273,33,68,8,43,25,66,.249,.308,.418,.726,hitter
Mat Latos,2010,San Diego Padres,54,3,6,1,3,0,29,.111,.111,.204,.315,hitter
Wade LeBlanc,2010,San Diego Padres,44,2,13,0,1,1,12,.295,.311,.295,.606,hitter
Ryan Ludwick,2010,St. Louis Cardinals,281,44,79,11,43,24,64,.281,.343,.484,.827,hitter
Cory Luebke,2010,San Diego Padres,5,0,0,0,0,0,5,.000,.000,.000,.000,hitter
Edward Mujica,2010,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Luis Perdomo,2010,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Cesár Ramos,2010,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Clayton Richard,2010,San Diego Padres,61,5,9,0,5,1,21,.148,.172,.180,.352,hitter
Adam Russell,2010,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Oscar Salazar,2010,San Diego Padres,131,19,31,3,19,16,23,.237,.318,.336,.654,hitter
Matt Stairs,2010,San Diego Padres,99,14,23,6,16,11,32,.232,.306,.475,.781,hitter
Tim Stauffer,2010,San Diego Padres,17,2,3,0,2,2,12,.176,.263,.294,.557,hitter
Chris Stewart,2010,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Miguel Tejada,2010,Baltimore Orioles,401,40,108,7,39,15,39,.269,.308,.362,.670,hitter
Joe Thatcher,2010,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Yorvit Torrealba,2010,San Diego Padres,325,31,88,7,37,33,67,.271,.343,.378,.721,hitter
Will Venable,2010,San Diego Padres,392,60,96,13,51,45,128,.245,.324,.408,.732,hitter
Ryan Webb,2010,San Diego Padres,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Chris Young,2010,San Diego Padres,5,0,0,0,0,1,4,.000,.167,.000,.167,hitter
Lance Zawadzki,2010,San Diego Padres,35,4,7,0,1,5,7,.200,.300,.257,.557,hitter
David Aardsma,2010,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Eliezer Alfonzo,2010,Seattle Mariners,41,4,9,1,4,0,10,.220,.220,.317,.537,hitter
Josh Bard,2010,Seattle Mariners,112,9,24,3,10,10,27,.214,.276,.357,.633,hitter
Milton Bradley,2010,Seattle Mariners,244,28,50,8,29,28,75,.205,.292,.348,.640,hitter
Russell Branyan,2010,Cleveland Indians,171,24,45,10,24,16,49,.263,.328,.491,.819,hitter
Eric Byrnes,2010,Seattle Mariners,32,1,3,0,0,6,9,.094,.237,.156,.393,hitter
Mike Carp,2010,Seattle Mariners,37,1,7,0,0,4,8,.189,.268,.243,.511,hitter
Chad Cordero,2010,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chone Figgins,2010,Seattle Mariners,602,62,156,1,35,74,114,.259,.340,.306,.646,hitter
Doug Fister,2010,Seattle Mariners,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Luke French,2010,Seattle Mariners,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Ken Griffey Jr.,2010,Seattle Mariners,98,6,18,0,7,9,17,.184,.250,.204,.454,hitter
Franklin Gutierrez,2010,Seattle Mariners,568,61,139,12,64,50,137,.245,.303,.363,.666,hitter
Greg Halman,2010,Seattle Mariners,29,1,4,0,3,1,11,.138,.167,.172,.339,hitter
Félix Hernández,2010,Seattle Mariners,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Rob Johnson,2010,Seattle Mariners,178,24,34,2,13,25,46,.191,.293,.281,.574,hitter
Shawn Kelley,2010,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Casey Kotchman,2010,Seattle Mariners,414,37,90,9,51,35,57,.217,.280,.336,.616,hitter
Ryan Langerhans,2010,Seattle Mariners,107,16,21,3,4,24,51,.196,.344,.318,.662,hitter
Brandon League,2010,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Cliff Lee,2010,Seattle Mariners,3,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Jose Lopez,2010,Seattle Mariners,593,49,142,10,58,23,66,.239,.270,.339,.609,hitter
Matt Mangini,2010,Seattle Mariners,38,2,8,0,1,2,13,.211,.250,.211,.461,hitter
Adam Moore,2010,Seattle Mariners,205,12,40,4,15,8,63,.195,.230,.283,.513,hitter
Garrett Olson,2010,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
David Pauley,2010,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Guillermo Quiroz,2010,Seattle Mariners,7,1,2,0,0,0,1,.286,.286,.429,.715,hitter
Ryan Rowland-Smith,2010,Seattle Mariners,4,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Michael Saunders,2010,Seattle Mariners,289,29,61,10,33,35,84,.211,.295,.367,.662,hitter
Justin Smoak,2010,Texas Rangers,235,29,49,8,34,38,57,.209,.316,.353,.669,hitter
Ian Snell,2010,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ichiro Suzuki,2010,Seattle Mariners,680,74,214,6,43,45,86,.315,.359,.394,.753,hitter
Brian Sweeney,2010,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mike Sweeney,2010,Seattle Mariners,99,11,26,6,18,9,14,.263,.327,.475,.802,hitter
Kanekoa Texeira,2010,Kansas City Royals,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Matt Tuiasosopo,2010,Seattle Mariners,127,12,22,4,11,9,49,.173,.234,.307,.541,hitter
Jason Vargas,2010,Seattle Mariners,6,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Sean White,2010,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jack Wilson,2010,Seattle Mariners,193,17,48,0,14,7,35,.249,.282,.316,.598,hitter
Josh Wilson,2010,Seattle Mariners,361,22,82,2,25,14,74,.227,.278,.294,.572,hitter
Chris Woodward,2010,Seattle Mariners,19,0,3,0,0,3,9,.158,.273,.211,.484,hitter
Jeremy Affeldt,2010,San Francisco Giants,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Denny Bautista,2010,San Francisco Giants,1,0,1,0,1,0,0,1.000,1.000,1.000,2.000,hitter
John Bowker,2010,San Francisco Giants,82,9,17,3,8,6,23,.207,.256,.354,.610,hitter
Madison Bumgarner,2010,San Francisco Giants,39,2,7,0,3,2,11,.179,.220,.205,.425,hitter
Pat Burrell,2010,Tampa Bay Rays,84,9,17,2,13,10,28,.202,.292,.333,.625,hitter
Emmanuel Burriss,2010,San Francisco Giants,5,3,2,0,0,0,1,.400,.400,.400,.800,hitter
Matt Cain,2010,San Francisco Giants,66,3,7,0,1,1,33,.106,.119,.121,.240,hitter
Santiago Casilla,2010,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mark DeRosa,2010,San Francisco Giants,93,9,18,1,10,9,16,.194,.279,.258,.537,hitter
Matt Downs,2010,San Francisco Giants,78,6,19,1,7,8,18,.244,.318,.372,.690,hitter
Mike Fontenot,2010,Chicago Cubs,169,14,48,1,20,10,28,.284,.332,.402,.734,hitter
Darren Ford,2010,San Francisco Giants,0,1,0,0,0,0,0,.000,.000,.000,.000,hitter
Jose Guillen,2010,Kansas City Royals,396,46,101,16,62,27,84,.255,.314,.429,.743,hitter
Aubrey Huff,2010,San Francisco Giants,569,100,165,26,86,83,91,.290,.385,.506,.891,hitter
Travis Ishikawa,2010,San Francisco Giants,158,18,42,3,22,13,29,.266,.320,.392,.712,hitter
Waldis Joaquin,2010,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tim Lincecum,2010,San Francisco Giants,67,2,7,0,5,3,29,.104,.143,.104,.247,hitter
Javier López,2010,Pittsburgh Pirates,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Joe Martinez,2010,San Francisco Giants,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Brandon Medders,2010,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Bengie Molina,2010,San Francisco Giants,202,17,52,3,17,14,19,.257,.312,.332,.644,hitter
Guillermo Mota,2010,San Francisco Giants,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Buster Posey,2010,San Francisco Giants,406,58,124,18,67,30,55,.305,.357,.505,.862,hitter
Ramon E Ramirez,2010,Boston Red Sox,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chris Ray,2010,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Edgar Renteria,2010,San Francisco Giants,243,26,67,3,22,21,43,.276,.332,.374,.706,hitter
Ryan Rohlinger,2010,San Francisco Giants,15,1,3,0,1,2,5,.200,.294,.200,.494,hitter
Sergio Romo,2010,San Francisco Giants,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Cody Ross,2010,Florida Marlins,452,60,120,11,58,30,100,.265,.316,.405,.721,hitter
Aaron Rowand,2010,San Francisco Giants,331,42,76,11,34,16,74,.230,.281,.378,.659,hitter
Dan Runzler,2010,San Francisco Giants,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Freddy Sanchez,2010,San Francisco Giants,431,55,126,7,47,32,68,.292,.342,.397,.739,hitter
Jonathan Sánchez,2010,San Francisco Giants,58,2,8,0,3,0,26,.138,.153,.172,.325,hitter
Pablo Sandoval,2010,San Francisco Giants,563,61,151,13,63,47,81,.268,.323,.409,.732,hitter
Nate Schierholtz,2010,San Francisco Giants,227,34,55,3,17,20,38,.242,.311,.366,.677,hitter
Andres Torres,2010,San Francisco Giants,507,84,136,16,63,56,128,.268,.343,.479,.822,hitter
Juan Uribe,2010,San Francisco Giants,521,64,129,24,85,45,92,.248,.310,.440,.750,hitter
Eugenio Velez,2010,San Francisco Giants,55,7,9,2,8,6,9,.164,.246,.309,.555,hitter
Todd Wellemeyer,2010,San Francisco Giants,20,2,2,0,0,0,11,.100,.100,.100,.200,hitter
Eli Whiteside,2010,San Francisco Giants,126,19,30,4,10,8,35,.238,.299,.397,.696,hitter
Brian Wilson,2010,San Francisco Giants,5,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Barry Zito,2010,San Francisco Giants,51,1,6,0,2,1,17,.118,.135,.118,.253,hitter
Bryan Anderson,2010,St. Louis Cardinals,32,1,9,0,4,1,7,.281,.314,.344,.658,hitter
Mitchell Boggs,2010,St. Louis Cardinals,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Chris Carpenter,2010,St. Louis Cardinals,72,2,8,1,4,1,25,.111,.135,.153,.288,hitter
Allen Craig,2010,St. Louis Cardinals,114,12,28,4,18,9,26,.246,.298,.412,.710,hitter
Daniel Descalso,2010,St. Louis Cardinals,34,6,9,0,4,2,6,.265,.324,.324,.648,hitter
Pedro Feliz,2010,Houston Astros,289,22,64,4,31,9,31,.221,.243,.311,.554,hitter
Ryan Franklin,2010,St. Louis Cardinals,3,0,0,0,0,0,3,.000,.000,.000,.000,hitter
David Freese,2010,St. Louis Cardinals,240,28,71,4,36,21,59,.296,.361,.404,.765,hitter
Jaime García,2010,St. Louis Cardinals,54,8,10,0,2,2,13,.185,.214,.204,.418,hitter
Tyler Greene,2010,St. Louis Cardinals,104,14,23,2,10,13,24,.221,.328,.327,.655,hitter
Mark Hamilton,2010,St. Louis Cardinals,14,0,2,0,0,1,5,.143,.200,.143,.343,hitter
Blake Hawksworth,2010,St. Louis Cardinals,16,0,0,0,0,0,9,.000,.000,.000,.000,hitter
Steven Hill,2010,St. Louis Cardinals,3,1,1,1,1,0,1,.333,.333,1.333,1.666,hitter
Matt Holliday,2010,St. Louis Cardinals,596,95,186,28,103,69,93,.312,.390,.532,.922,hitter
Jon Jay,2010,St. Louis Cardinals,287,47,86,4,27,24,50,.300,.359,.422,.781,hitter
Jason LaRue,2010,St. Louis Cardinals,56,3,11,2,5,5,7,.196,.274,.321,.595,hitter
Kyle Lohse,2010,St. Louis Cardinals,35,2,6,0,3,0,8,.171,.171,.229,.400,hitter
Felipe Lopez,2010,St. Louis Cardinals,376,50,87,7,36,43,77,.231,.310,.340,.650,hitter
Ryan Ludwick,2010,St. Louis Cardinals,281,44,79,11,43,24,64,.281,.343,.484,.827,hitter
Mike MacDougal,2010,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Evan MacLane,2010,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Joe Mather,2010,St. Louis Cardinals,60,7,13,0,3,2,11,.217,.242,.283,.525,hitter
Kyle McClellan,2010,St. Louis Cardinals,2,0,1,0,0,0,0,.500,.500,.500,1.000,hitter
Aaron Miles,2010,St. Louis Cardinals,139,14,39,0,9,6,14,.281,.311,.317,.628,hitter
Trever Miller,2010,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Yadier Molina,2010,St. Louis Cardinals,465,34,122,6,62,42,51,.262,.329,.342,.671,hitter
Jason Motte,2010,St. Louis Cardinals,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Adam Ottavino,2010,St. Louis Cardinals,6,0,0,0,0,1,5,.000,.143,.000,.143,hitter
Matt Pagnozzi,2010,St. Louis Cardinals,39,4,14,1,10,2,8,.359,.405,.487,.892,hitter
Brad Penny,2010,St. Louis Cardinals,19,1,3,1,4,0,6,.158,.158,.316,.474,hitter
Albert Pujols,2010,St. Louis Cardinals,587,115,183,42,118,103,76,.312,.414,.596,1.010,hitter
Colby Rasmus,2010,St. Louis Cardinals,464,85,128,23,66,63,148,.276,.361,.498,.859,hitter
Dennys Reyes,2010,St. Louis Cardinals,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brendan Ryan,2010,St. Louis Cardinals,439,50,98,2,36,33,60,.223,.279,.294,.573,hitter
Fernando Salas,2010,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Skip Schumaker,2010,St. Louis Cardinals,476,66,126,5,42,43,64,.265,.328,.338,.666,hitter
Nick Stavinoha,2010,St. Louis Cardinals,121,11,31,2,9,4,28,.256,.286,.339,.625,hitter
Jeff Suppan,2010,Milwaukee Brewers,5,0,1,0,0,0,1,.200,.200,.200,.400,hitter
Adam Wainwright,2010,St. Louis Cardinals,84,4,14,0,6,7,23,.167,.231,.226,.457,hitter
P.J. Walters,2010,St. Louis Cardinals,7,0,0,0,0,1,5,.000,.125,.000,.125,hitter
Jake Westbrook,2010,Cleveland Indians,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Randy Winn,2010,New York Yankees,61,7,13,1,8,8,15,.213,.300,.295,.595,hitter
Willy Aybar,2010,Tampa Bay Rays,270,22,62,6,43,30,61,.230,.309,.344,.653,hitter
Rocco Baldelli,2010,Tampa Bay Rays,24,3,5,1,5,1,5,.208,.240,.375,.615,hitter
Grant Balfour,2010,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jason Bartlett,2010,Tampa Bay Rays,468,71,119,4,47,45,83,.254,.324,.350,.674,hitter
Joaquín Benoit,2010,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Hank Blalock,2010,Tampa Bay Rays,63,8,16,1,7,6,15,.254,.319,.349,.668,hitter
Reid Brignac,2010,Tampa Bay Rays,301,39,77,8,45,20,77,.256,.307,.385,.692,hitter
Pat Burrell,2010,Tampa Bay Rays,84,9,17,2,13,10,28,.202,.292,.333,.625,hitter
Randy Choate,2010,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Lance Cormier,2010,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Carl Crawford,2010,Tampa Bay Rays,600,110,184,19,90,46,104,.307,.356,.495,.851,hitter
Wade Davis,2010,Tampa Bay Rays,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mike Ekstrom,2010,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Matt Garza,2010,Tampa Bay Rays,3,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Brad Hawpe,2010,Colorado Rockies,259,24,66,7,37,36,68,.255,.343,.432,.775,hitter
