name,year,team,AB,R,H,HR,RBI,BB,K,AVG,OBP,SLG,OPS,playerType
Marcus Semien,2019,Oakland Athletics,657,123,187,33,92,87,102,.285,.369,.522,.891,hitter
Joakim Soria,2019,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Beau Taylor,2019,Toronto Blue Jays,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Blake Treinen,2019,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Lou Trivino,2019,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Wei-Chung Wang,2019,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
J.B. Wendelken,2019,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Dario Agrazal,2019,Pittsburgh Pirates,22,0,2,0,2,0,9,.091,.087,.091,.178,hitter
Chris Archer,2019,Pittsburgh Pirates,35,1,4,0,2,3,19,.114,.184,.114,.298,hitter
Steven Baron,2019,Pittsburgh Pirates,10,0,2,0,1,0,6,.200,.200,.300,.500,hitter
Josh Bell,2019,Pittsburgh Pirates,527,94,146,37,116,74,118,.277,.367,.569,.936,hitter
Steven Brault,2019,Pittsburgh Pirates,42,8,14,1,2,1,8,.333,.349,.429,.778,hitter
Nick Burdi,2019,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Melky Cabrera,2019,Pittsburgh Pirates,378,43,106,7,47,17,41,.280,.313,.399,.712,hitter
Francisco Cervelli,2019,Pittsburgh Pirates,109,11,21,1,5,9,31,.193,.279,.248,.527,hitter
Kyle Crick,2019,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Rookie Davis,2019,Pittsburgh Pirates,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Elias Díaz,2019,Pittsburgh Pirates,303,31,73,2,28,23,56,.241,.296,.307,.603,hitter
Corey Dickerson,2019,Pittsburgh Pirates,127,20,40,4,25,13,23,.315,.373,.551,.924,hitter
Montana DuRapau,2019,Pittsburgh Pirates,4,0,1,0,0,0,2,.250,.250,.250,.500,hitter
Jake Elmore,2019,Pittsburgh Pirates,47,3,10,0,4,2,8,.213,.245,.234,.479,hitter
Luis Escobar,2019,Pittsburgh Pirates,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Michael Feliz,2019,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Adam Frazier,2019,Pittsburgh Pirates,554,80,154,10,50,40,75,.278,.336,.417,.753,hitter
Erik González,2019,Pittsburgh Pirates,142,15,36,1,6,9,37,.254,.301,.317,.618,hitter
Geoff Hartlieb,2019,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Clay Holmes,2019,Pittsburgh Pirates,5,0,0,0,0,0,4,.000,.000,.000,.000,hitter
Williams Jerez,2019,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Corban Joseph,2019,Oakland Athletics,37,4,7,1,5,2,5,.189,.225,.324,.549,hitter
Jung Ho Kang,2019,Pittsburgh Pirates,172,15,29,10,24,11,60,.169,.222,.395,.617,hitter
Keone Kela,2019,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mitch Keller,2019,Pittsburgh Pirates,10,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Nick Kingham,2019,Pittsburgh Pirates,6,0,0,0,0,2,4,.000,.250,.000,.250,hitter
Kevin Kramer,2019,Pittsburgh Pirates,42,5,7,0,5,6,17,.167,.260,.190,.450,hitter
Francisco Liriano,2019,Pittsburgh Pirates,1,0,1,0,0,1,0,1.000,1.000,1.000,2.000,hitter
Jordan Lyles,2019,Pittsburgh Pirates,25,1,2,0,2,0,16,.080,.115,.080,.195,hitter
Tyler Lyons,2019,Pittsburgh Pirates,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Parker Markel,2019,Pittsburgh Pirates,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Starling Marte,2019,Pittsburgh Pirates,539,97,159,23,82,25,94,.295,.342,.503,.845,hitter
Jason Martin,2019,Pittsburgh Pirates,36,5,9,0,2,4,10,.250,.325,.306,.631,hitter
James Marvel,2019,Pittsburgh Pirates,4,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Alex McRae,2019,Pittsburgh Pirates,6,0,2,0,0,0,3,.333,.333,.333,.666,hitter
Colin Moran,2019,Pittsburgh Pirates,466,46,129,13,80,30,117,.277,.322,.429,.751,hitter
Joe Musgrove,2019,Pittsburgh Pirates,51,8,8,0,3,2,19,.157,.189,.235,.424,hitter
Dovydas Neverauskas,2019,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kevin Newman,2019,Pittsburgh Pirates,493,61,152,12,64,28,62,.308,.353,.446,.799,hitter
José Osuna,2019,Pittsburgh Pirates,261,41,69,10,36,18,48,.264,.310,.456,.766,hitter
Gregory Polanco,2019,Pittsburgh Pirates,153,23,37,6,17,12,49,.242,.301,.425,.726,hitter
Yefry Ramírez,2019,Baltimore Orioles,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Pablo Reyes,2019,Pittsburgh Pirates,143,18,29,2,19,13,36,.203,.274,.322,.596,hitter
Bryan Reynolds,2019,Pittsburgh Pirates,491,83,154,16,68,46,121,.314,.377,.503,.880,hitter
Yacksel Ríos,2019,Philadelphia Phillies,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Richard Rodríguez,2019,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
JB Shuck,2019,Pittsburgh Pirates,47,4,10,0,2,8,10,.213,.339,.255,.594,hitter
Jacob Stallings,2019,Pittsburgh Pirates,191,26,50,6,13,16,40,.262,.325,.382,.707,hitter
Chris Stratton,2019,Los Angeles Angels,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jameson Taillon,2019,Pittsburgh Pirates,8,0,2,0,0,0,3,.250,.250,.250,.500,hitter
Cole Tucker,2019,Pittsburgh Pirates,147,16,31,2,13,10,40,.211,.266,.361,.627,hitter
Felipe Vázquez,2019,Pittsburgh Pirates,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Wei-Chung Wang,2019,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Trevor Williams,2019,Pittsburgh Pirates,36,2,6,0,4,2,17,.167,.211,.167,.378,hitter
Austin Allen,2019,San Diego Padres,65,4,14,0,3,6,21,.215,.282,.277,.559,hitter
Logan Allen,2019,San Diego Padres,4,1,1,0,0,0,0,.250,.400,.250,.650,hitter
Pedro Avila,2019,San Diego Padres,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Michel Baez,2019,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
David Bednar,2019,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ronald Bolaños,2019,San Diego Padres,5,1,0,0,1,0,4,.000,.000,.000,.000,hitter
José Castillo,2019,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Franchy Cordero,2019,San Diego Padres,15,2,5,0,1,4,7,.333,.450,.400,.850,hitter
Miguel Díaz,2019,San Diego Padres,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Alex Dickerson,2019,San Diego Padres,19,1,3,0,2,0,7,.158,.158,.158,.316,hitter
Carl Edwards Jr.,2019,Chicago Cubs,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Robbie Erlin,2019,San Diego Padres,4,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ty France,2019,San Diego Padres,184,20,43,7,24,9,49,.234,.294,.402,.696,hitter
Greg Garcia,2019,San Diego Padres,311,52,77,4,31,53,83,.248,.364,.354,.718,hitter
Javy Guerra,2019,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Austin Hedges,2019,San Diego Padres,312,28,55,11,36,27,109,.176,.252,.311,.563,hitter
Eric Hosmer,2019,San Diego Padres,619,72,164,22,99,40,163,.265,.310,.425,.735,hitter
Travis Jankowski,2019,San Diego Padres,22,4,4,0,0,2,4,.182,.250,.182,.432,hitter
Ian Kinsler,2019,San Diego Padres,258,28,56,9,22,19,54,.217,.278,.368,.646,hitter
Dinelson Lamet,2019,San Diego Padres,21,1,3,0,0,0,11,.143,.143,.143,.286,hitter
Eric Lauer,2019,San Diego Padres,40,1,4,0,0,1,23,.100,.122,.150,.272,hitter
Aaron Loup,2019,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Joey Lucchesi,2019,San Diego Padres,48,0,3,0,1,1,36,.063,.082,.063,.145,hitter
Manny Machado,2019,San Diego Padres,587,81,150,32,85,65,128,.256,.334,.462,.796,hitter
Nick Margevicius,2019,San Diego Padres,15,1,3,0,0,0,7,.200,.200,.200,.400,hitter
Manuel Margot,2019,San Diego Padres,398,59,93,12,37,38,88,.234,.304,.387,.691,hitter
Nick Martini,2019,Oakland Athletics,11,1,1,1,2,2,5,.091,.231,.364,.595,hitter
Phil Maton,2019,San Diego Padres,4,0,1,0,1,0,2,.250,.250,.250,.500,hitter
Francisco Mejía,2019,San Diego Padres,226,27,60,8,22,13,56,.265,.316,.438,.754,hitter
Seth Mejias-Brean,2019,San Diego Padres,30,3,7,2,5,3,9,.233,.303,.500,.803,hitter
Adrian Morejon,2019,San Diego Padres,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Andrés Muñoz,2019,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Wil Myers,2019,San Diego Padres,435,58,104,18,53,51,168,.239,.321,.418,.739,hitter
Josh Naylor,2019,San Diego Padres,253,29,63,8,32,25,64,.249,.315,.403,.718,hitter
Chris Paddack,2019,San Diego Padres,42,3,5,0,2,0,19,.119,.119,.119,.238,hitter
Luis Perdomo,2019,San Diego Padres,7,0,1,0,1,0,2,.143,.143,.143,.286,hitter
José Pirela,2019,San Diego Padres,5,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Cal Quantrill,2019,San Diego Padres,25,1,2,0,1,1,6,.080,.115,.080,.195,hitter
Hunter Renfroe,2019,San Diego Padres,440,64,95,33,64,46,154,.216,.289,.489,.778,hitter
Franmil Reyes,2019,San Diego Padres,321,43,82,27,46,29,93,.255,.314,.536,.850,hitter
Gerardo Reyes,2019,San Diego Padres,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Garrett Richards,2019,San Diego Padres,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Craig Stammen,2019,San Diego Padres,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Robert Stock,2019,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Matt Strahm,2019,San Diego Padres,21,1,6,0,1,2,12,.286,.348,.381,.729,hitter
Fernando Tatis Jr.,2019,San Diego Padres,334,61,106,22,53,30,110,.317,.379,.590,.969,hitter
Luis Torrens,2019,San Diego Padres,14,2,3,0,0,2,6,.214,.313,.286,.599,hitter
Luis Urías,2019,San Diego Padres,215,27,48,4,24,25,56,.223,.329,.326,.655,hitter
Adam Warren,2019,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brad Wieck,2019,San Diego Padres,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Trey Wingenter,2019,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Matt Wisler,2019,San Diego Padres,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Eric Yardley,2019,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kirby Yates,2019,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Austin Adams,2019,Washington Nationals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
R.J. Alaniz,2019,Cincinnati Reds,1,0,1,0,1,0,0,1.000,1.000,1.000,2.000,hitter
Dan Altavilla,2019,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Shawn Armstrong,2019,Baltimore Orioles,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Anthony Bass,2019,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tim Beckham,2019,Seattle Mariners,304,39,72,15,47,21,102,.237,.293,.461,.754,hitter
Jesse Biddle,2019,Atlanta Braves,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Braden Bishop,2019,Seattle Mariners,56,3,6,0,4,3,21,.107,.153,.107,.260,hitter
Chasen Bradford,2019,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brandon Brennan,2019,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Keon Broxton,2019,New York Mets,49,5,7,0,2,4,22,.143,.208,.163,.371,hitter
Jay Bruce,2019,Seattle Mariners,165,27,35,14,28,16,53,.212,.283,.533,.816,hitter
Matt Carasiti,2019,Seattle Mariners,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ryan Court,2019,Seattle Mariners,24,1,5,1,5,1,11,.208,.240,.375,.615,hitter
J.P. Crawford,2019,Seattle Mariners,345,43,78,7,46,43,83,.226,.313,.371,.684,hitter
Justin Dunn,2019,Seattle Mariners,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Roenis Elías,2019,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Edwin Encarnación,2019,Seattle Mariners,241,48,58,21,49,41,55,.241,.356,.531,.887,hitter
Matt Festa,2019,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jake Fraley,2019,Seattle Mariners,40,3,6,0,1,0,14,.150,.171,.200,.371,hitter
David Freitas,2019,Seattle Mariners,2,1,0,0,1,1,0,.000,.250,.000,.250,hitter
Cory Gearrin,2019,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Marco Gonzales,2019,Seattle Mariners,5,1,1,0,0,0,4,.200,.200,.400,.600,hitter
Zac Grotz,2019,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Taylor Guilbeau,2019,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mitch Haniger,2019,Seattle Mariners,246,46,54,15,32,30,81,.220,.314,.463,.777,hitter
Ryon Healy,2019,Seattle Mariners,169,24,40,7,26,13,40,.237,.289,.456,.745,hitter
Félix Hernández,2019,Seattle Mariners,3,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Yusei Kikuchi,2019,Seattle Mariners,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Wade LeBlanc,2019,Seattle Mariners,0,0,0,0,0,1,0,.000,1.000,.000,1.000,hitter
Mike Leake,2019,Seattle Mariners,1,0,0,0,0,1,0,.000,.500,.000,.500,hitter
Kyle Lewis,2019,Seattle Mariners,71,10,19,6,13,3,29,.268,.293,.592,.885,hitter
Shed Long Jr.,2019,Seattle Mariners,152,21,40,5,15,16,40,.263,.333,.454,.787,hitter
Tim Lopes,2019,Seattle Mariners,111,11,30,1,12,15,29,.270,.359,.360,.719,hitter
Matt Magill,2019,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Parker Markel,2019,Pittsburgh Pirates,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Reggie McClain,2019,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tommy Milone,2019,Seattle Mariners,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Dylan Moore,2019,Seattle Mariners,247,31,51,9,28,25,93,.206,.302,.389,.691,hitter
Tom Murphy,2019,Seattle Mariners,260,32,71,18,40,19,87,.273,.324,.535,.859,hitter
Omar Narváez,2019,Seattle Mariners,428,63,119,22,55,47,92,.278,.353,.460,.813,hitter
Kristopher Negrón,2019,Seattle Mariners,23,3,5,0,1,2,9,.217,.280,.217,.497,hitter
Austin Nola,2019,Seattle Mariners,238,37,64,10,31,23,63,.269,.342,.454,.796,hitter
Zac Rosscup,2019,Los Angeles Dodgers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Domingo Santana,2019,Seattle Mariners,451,63,114,21,69,50,164,.253,.329,.441,.770,hitter
Tayler Scott,2019,Baltimore Orioles,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kyle Seager,2019,Seattle Mariners,393,55,94,23,63,44,86,.239,.321,.468,.789,hitter
Justus Sheffield,2019,Seattle Mariners,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Mallex Smith,2019,Seattle Mariners,510,70,116,6,37,42,141,.227,.300,.335,.635,hitter
Dee Strange-Gordon,2019,Seattle Mariners,393,36,108,3,34,18,61,.275,.304,.359,.663,hitter
Hunter Strickland,2019,Washington Nationals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ichiro Suzuki,2019,Seattle Mariners,5,0,0,0,0,1,1,.000,.167,.000,.167,hitter
Erik Swanson,2019,Seattle Mariners,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Anthony Swarzak,2019,Atlanta Braves,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Sam Tuivailala,2019,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Daniel Vogelbach,2019,Seattle Mariners,462,73,96,30,76,92,149,.208,.341,.439,.780,hitter
Donovan Walton,2019,Seattle Mariners,16,2,3,0,2,3,5,.188,.316,.188,.504,hitter
Mac Williamson,2019,San Francisco Giants,51,3,6,1,7,5,18,.118,.211,.196,.407,hitter
Matt Wisler,2019,San Diego Padres,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Fernando Abad,2019,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Cristhian Adames,2019,San Francisco Giants,22,1,7,0,2,2,8,.318,.375,.364,.739,hitter
Aaron Altherr,2019,Philadelphia Phillies,29,2,1,0,1,1,9,.034,.067,.069,.136,hitter
Shaun Anderson,2019,San Francisco Giants,25,0,2,0,0,0,19,.080,.115,.120,.235,hitter
Tyler Austin,2019,Minnesota Twins,4,1,1,0,0,1,3,.250,.400,.500,.900,hitter
Abiatal Avelino,2019,San Francisco Giants,7,0,2,0,1,1,3,.286,.375,.286,.661,hitter
Kyle Barraclough,2019,Washington Nationals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tyler Beede,2019,San Francisco Giants,38,2,4,0,1,3,23,.105,.171,.105,.276,hitter
Brandon Belt,2019,San Francisco Giants,526,76,123,17,57,83,127,.234,.339,.403,.742,hitter
Travis Bergen,2019,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ty Blach,2019,San Francisco Giants,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Ray Black,2019,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Madison Bumgarner,2019,San Francisco Giants,63,4,8,2,4,9,40,.127,.236,.222,.458,hitter
Sam Coonrod,2019,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brandon Crawford,2019,San Francisco Giants,500,58,114,11,59,53,117,.228,.304,.350,.654,hitter
Johnny Cueto,2019,San Francisco Giants,4,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Jaylin Davis,2019,San Francisco Giants,42,2,7,1,3,3,11,.167,.255,.238,.493,hitter
Alex Dickerson,2019,San Diego Padres,19,1,3,0,2,0,7,.158,.158,.158,.316,hitter
Mauricio Dubón,2019,Milwaukee Brewers,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Steven Duggar,2019,San Francisco Giants,261,26,61,4,28,16,78,.234,.278,.341,.619,hitter
Sam Dyson,2019,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Enderson Franco,2019,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Aramis Garcia,2019,San Francisco Giants,42,5,6,2,5,4,21,.143,.217,.310,.527,hitter
Scooter Gennett,2019,Cincinnati Reds,69,4,15,0,5,1,20,.217,.236,.261,.497,hitter
Mike Gerber,2019,San Francisco Giants,24,0,1,0,0,2,15,.042,.115,.083,.198,hitter
Trevor Gott,2019,San Francisco Giants,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Zach Green,2019,San Francisco Giants,14,1,2,0,1,2,6,.143,.250,.214,.464,hitter
Jandel Gustave,2019,San Francisco Giants,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Derek Holland,2019,San Francisco Giants,12,0,1,0,0,0,8,.083,.083,.083,.166,hitter
Williams Jerez,2019,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Connor Joe,2019,San Francisco Giants,15,1,1,0,0,1,5,.067,.125,.067,.192,hitter
Corban Joseph,2019,Oakland Athletics,37,4,7,1,5,2,5,.189,.225,.324,.549,hitter
Erik Kratz,2019,San Francisco Giants,32,1,4,1,3,2,6,.125,.222,.281,.503,hitter
Evan Longoria,2019,San Francisco Giants,453,59,115,20,69,43,112,.254,.325,.437,.762,hitter
Mark Melancon,2019,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Conner Menez,2019,San Francisco Giants,3,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Reyes Moronta,2019,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Joe Panik,2019,San Francisco Giants,344,33,81,3,27,36,38,.235,.310,.317,.627,hitter
Gerardo Parra,2019,San Francisco Giants,86,8,17,1,6,8,18,.198,.278,.267,.545,hitter
Wandy Peralta,2019,Cincinnati Reds,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kevin Pillar,2019,Toronto Blue Jays,16,1,1,0,1,0,3,.063,.059,.063,.122,hitter
Drew Pomeranz,2019,San Francisco Giants,17,0,0,0,0,0,13,.000,.000,.000,.000,hitter
Buster Posey,2019,San Francisco Giants,405,43,104,7,38,34,71,.257,.320,.368,.688,hitter
Michael Reed,2019,San Francisco Giants,8,0,0,0,0,0,6,.000,.000,.000,.000,hitter
Joey Rickard,2019,Baltimore Orioles,118,10,24,2,6,14,33,.203,.304,.347,.651,hitter
Dereck Rodríguez,2019,San Francisco Giants,29,1,5,0,0,0,17,.172,.172,.172,.344,hitter
Tyler Rogers,2019,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jeff Samardzija,2019,San Francisco Giants,50,1,6,0,1,0,30,.120,.120,.160,.280,hitter
Pablo Sandoval,2019,San Francisco Giants,272,42,73,14,41,18,67,.268,.313,.507,.820,hitter
Sam Selman,2019,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chris Shaw,2019,San Francisco Giants,18,0,1,0,0,2,8,.056,.150,.056,.206,hitter
Austin Slater,2019,San Francisco Giants,168,20,40,5,21,22,59,.238,.333,.417,.750,hitter
Burch Smith,2019,Milwaukee Brewers,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Will Smith,2019,San Francisco Giants,1,0,1,0,2,0,0,1.000,1.000,1.000,2.000,hitter
Donovan Solano,2019,San Francisco Giants,215,27,71,4,23,10,49,.330,.360,.456,.816,hitter
Yangervis Solarte,2019,San Francisco Giants,73,9,15,1,7,4,16,.205,.247,.315,.562,hitter
Andrew Suárez,2019,San Francisco Giants,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Pat Venditte,2019,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Nick Vincent,2019,San Francisco Giants,3,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Stephen Vogt,2019,San Francisco Giants,255,30,67,10,40,20,66,.263,.314,.490,.804,hitter
Tony Watson,2019,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Logan Webb,2019,San Francisco Giants,9,0,1,0,0,1,2,.111,.200,.111,.311,hitter
Mac Williamson,2019,San Francisco Giants,51,3,6,1,7,5,18,.118,.211,.196,.407,hitter
Mike Yastrzemski,2019,San Francisco Giants,371,64,101,21,55,32,107,.272,.334,.518,.852,hitter
Randy Arozarena,2019,St. Louis Cardinals,20,4,6,1,2,2,4,.300,.391,.500,.891,hitter
