name,year,team,AB,R,H,HR,RBI,BB,K,AVG,OBP,SLG,OPS,playerType
Ben Johnson,2006,San Diego Padres,120,19,30,4,12,14,36,.250,.333,.425,.758,hitter
Ryan Klesko,2006,San Diego Padres,4,0,3,0,2,2,0,.750,.833,1.000,1.833,hitter
Jon Knott,2006,San Diego Padres,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Justin Leone,2006,San Diego Padres,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Scott Linebrink,2006,San Diego Padres,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,hitter
Paul McAnulty,2006,San Diego Padres,13,3,3,1,3,2,4,.231,.333,.538,.871,hitter
Cla Meredith,2006,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Doug Mirabelli,2006,San Diego Padres,22,1,4,0,0,4,5,.182,.308,.227,.535,hitter
Chan Ho Park,2006,San Diego Padres,41,0,11,0,5,0,12,.268,.268,.268,.536,hitter
Jake Peavy,2006,San Diego Padres,60,6,10,2,9,1,19,.167,.180,.317,.497,hitter
Mike Piazza,2006,San Diego Padres,399,39,113,22,68,34,66,.283,.342,.501,.843,hitter
Dave Roberts,2006,San Diego Padres,499,80,146,2,44,51,61,.293,.360,.393,.753,hitter
Rudy Seanez,2006,Boston Red Sox,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brian Sikorski,2006,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Terrmel Sledge,2006,San Diego Padres,70,7,16,2,7,8,17,.229,.308,.357,.665,hitter
Tim Stauffer,2006,San Diego Padres,2,0,1,0,0,0,1,.500,.500,.500,1.000,hitter
Brian Sweeney,2006,San Diego Padres,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Mike Thompson,2006,San Diego Padres,25,2,4,0,0,1,12,.160,.192,.160,.352,hitter
Todd Walker,2006,Chicago Cubs,318,38,88,6,40,38,27,.277,.352,.390,.742,hitter
David Wells,2006,San Diego Padres,5,0,1,0,0,0,2,.200,.200,.200,.400,hitter
Woody Williams,2006,San Diego Padres,54,3,11,0,4,2,13,.204,.232,.222,.454,hitter
Scott Williamson,2006,Chicago Cubs,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Eric Young Sr.,2006,San Diego Padres,128,19,26,3,13,13,16,.203,.281,.313,.594,hitter
Chris Young,2006,San Diego Padres,54,2,7,0,4,0,26,.130,.130,.204,.334,hitter
Adrian Beltré,2006,Seattle Mariners,620,88,166,25,89,47,118,.268,.328,.465,.793,hitter
Yuniesky Betancourt,2006,Seattle Mariners,558,68,161,8,47,17,54,.289,.310,.403,.713,hitter
Willie Bloomquist,2006,Seattle Mariners,251,36,62,1,15,24,40,.247,.320,.299,.619,hitter
T.J. Bohn,2006,Seattle Mariners,14,2,2,1,2,2,8,.143,.250,.357,.607,hitter
Joe Borchard,2006,Seattle Mariners,9,3,2,0,0,0,3,.222,.222,.222,.444,hitter
Ben Broussard,2006,Cleveland Indians,268,44,86,13,46,17,58,.321,.361,.519,.880,hitter
Shin-Soo Choo,2006,Seattle Mariners,11,0,1,0,0,0,4,.091,.167,.182,.349,hitter
Greg Dobbs,2006,Seattle Mariners,27,4,10,0,3,0,4,.370,.393,.556,.949,hitter
Carl Everett,2006,Seattle Mariners,308,37,70,11,33,29,57,.227,.297,.360,.657,hitter
Emiliano Fruto,2006,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Eddie Guardado,2006,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Félix Hernández,2006,Seattle Mariners,4,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Raul Ibanez,2006,Seattle Mariners,626,103,181,33,123,65,115,.289,.353,.516,.869,hitter
Kenji Johjima,2006,Seattle Mariners,506,61,147,18,76,20,46,.291,.332,.451,.783,hitter
Adam Jones,2006,Seattle Mariners,74,6,16,1,8,2,22,.216,.237,.311,.548,hitter
Matt Lawton,2006,Seattle Mariners,27,5,7,0,1,2,2,.259,.310,.259,.569,hitter
Jose Lopez,2006,Seattle Mariners,603,78,170,10,79,26,80,.282,.319,.405,.724,hitter
Julio Mateo,2006,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Gil Meche,2006,Seattle Mariners,4,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Michael Morse,2006,Seattle Mariners,43,5,16,0,11,3,7,.372,.396,.488,.884,hitter
Jamie Moyer,2006,Seattle Mariners,3,0,1,0,1,0,1,.333,.333,.333,.666,hitter
Oswaldo Navarro,2006,Seattle Mariners,3,0,2,0,0,0,1,.667,.667,.667,1.334,hitter
Eduardo Perez,2006,Cleveland Indians,99,16,30,8,22,5,11,.303,.343,.636,.979,hitter
Roberto Petagine,2006,Seattle Mariners,27,3,5,1,2,4,10,.185,.313,.370,.683,hitter
Joel Pineiro,2006,Seattle Mariners,4,0,0,0,0,0,3,.000,.000,.000,.000,hitter
J.J. Putz,2006,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Guillermo Quiroz,2006,Seattle Mariners,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Jeremy Reed,2006,Seattle Mariners,212,27,46,6,17,11,31,.217,.260,.377,.637,hitter
René Rivera,2006,Seattle Mariners,99,8,15,2,4,3,29,.152,.184,.253,.437,hitter
Richie Sexson,2006,Seattle Mariners,591,75,156,34,107,64,154,.264,.338,.504,.842,hitter
George Sherrill,2006,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chris Snelling,2006,Seattle Mariners,96,14,24,3,8,13,38,.250,.360,.427,.787,hitter
Rafael Soriano,2006,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ichiro Suzuki,2006,Seattle Mariners,695,110,224,9,49,49,71,.322,.370,.416,.786,hitter
Jarrod Washburn,2006,Seattle Mariners,2,0,0,0,0,1,1,.000,.333,.000,.333,hitter
Jake Woods,2006,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jeremy Accardo,2006,San Francisco Giants,5,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Eliezer Alfonzo,2006,San Francisco Giants,286,27,76,12,39,9,74,.266,.302,.465,.767,hitter
Moises Alou,2006,San Francisco Giants,345,52,104,22,74,28,31,.301,.352,.571,.923,hitter
Armando Benitez,2006,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Barry Bonds,2006,San Francisco Giants,367,74,99,26,77,115,51,.270,.454,.545,.999,hitter
Matt Cain,2006,San Francisco Giants,57,1,8,0,1,1,28,.140,.155,.175,.330,hitter
Vinnie Chulk,2006,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kevin Correia,2006,San Francisco Giants,12,1,1,0,0,0,7,.083,.083,.083,.166,hitter
Tomas De La Rosa,2006,San Francisco Giants,16,1,5,0,1,1,3,.313,.353,.313,.666,hitter
Ray Durham,2006,San Francisco Giants,498,79,146,26,93,51,61,.293,.360,.538,.898,hitter
Jason Ellison,2006,San Francisco Giants,81,14,18,2,4,5,14,.222,.273,.383,.656,hitter
Jeff Fassero,2006,San Francisco Giants,4,2,1,0,0,0,1,.250,.250,.250,.500,hitter
Pedro Feliz,2006,San Francisco Giants,603,75,147,22,98,33,112,.244,.281,.428,.709,hitter
Steve Finley,2006,San Francisco Giants,426,66,105,6,40,46,55,.246,.320,.394,.714,hitter
Kevin Frandsen,2006,San Francisco Giants,93,12,20,2,7,3,14,.215,.284,.323,.607,hitter
Todd Greene,2006,San Francisco Giants,159,16,46,2,17,10,45,.289,.335,.428,.763,hitter
Brad Hennessey,2006,San Francisco Giants,27,1,6,0,0,0,9,.222,.222,.259,.481,hitter
Shea Hillenbrand,2006,Toronto Blue Jays,296,40,89,12,39,14,40,.301,.342,.480,.822,hitter
Travis Ishikawa,2006,San Francisco Giants,24,1,7,0,4,1,6,.292,.320,.500,.820,hitter
Steve Kline,2006,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Justin Knoedler,2006,San Francisco Giants,7,0,1,0,0,0,1,.143,.143,.143,.286,hitter
Fred Lewis,2006,San Francisco Giants,11,5,5,0,2,0,3,.455,.455,.545,1.000,hitter
Todd Linden,2006,San Francisco Giants,77,15,21,2,5,9,20,.273,.356,.455,.811,hitter
Noah Lowry,2006,San Francisco Giants,46,2,7,1,2,3,10,.152,.204,.217,.421,hitter
Mike Matheny,2006,San Francisco Giants,160,10,37,3,18,9,30,.231,.276,.338,.614,hitter
Pat Misch,2006,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Matt Morris,2006,San Francisco Giants,60,2,12,0,6,1,21,.200,.213,.267,.480,hitter
Scott Munter,2006,San Francisco Giants,1,1,1,0,1,0,0,1.000,1.000,2.000,3.000,hitter
Lance Niekro,2006,San Francisco Giants,199,27,49,5,31,11,32,.246,.286,.387,.673,hitter
Daniel Ortmeier,2006,San Francisco Giants,12,0,3,0,2,0,4,.250,.250,.333,.583,hitter
Billy Sadler,2006,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jonathan Sánchez,2006,San Francisco Giants,7,1,0,0,0,1,4,.000,.125,.000,.125,hitter
Chad Santos,2006,San Francisco Giants,7,2,3,1,2,1,2,.429,.500,.857,1.357,hitter
Jason Schmidt,2006,San Francisco Giants,66,4,9,1,1,0,26,.136,.136,.227,.363,hitter
Mike Stanton,2006,Washington Nationals,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mark Sweeney,2006,San Francisco Giants,259,32,65,5,37,28,50,.251,.330,.382,.712,hitter
Jack Taschner,2006,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jose Vizcaino,2006,San Francisco Giants,119,16,25,1,5,16,10,.210,.304,.261,.565,hitter
Omar Vizquel,2006,San Francisco Giants,579,88,171,4,58,56,51,.295,.361,.389,.750,hitter
Tyler Walker,2006,San Francisco Giants,0,0,0,0,0,1,0,.000,1.000,.000,1.000,hitter
Brian Wilson,2006,San Francisco Giants,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Randy Winn,2006,San Francisco Giants,573,82,150,11,56,48,63,.262,.324,.396,.720,hitter
Tim Worrell,2006,San Francisco Giants,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jamey Wright,2006,San Francisco Giants,47,4,12,0,1,0,11,.255,.255,.298,.553,hitter
Ronnie Belliard,2006,Cleveland Indians,350,43,102,8,44,21,45,.291,.337,.420,.757,hitter
Gary Bennett,2006,St. Louis Cardinals,157,13,35,4,22,11,30,.223,.274,.331,.605,hitter
Larry Bigbie,2006,St. Louis Cardinals,25,2,6,0,1,3,9,.240,.321,.280,.601,hitter
Chris Carpenter,2006,St. Louis Cardinals,71,2,9,0,2,0,27,.127,.127,.127,.254,hitter
Chris Duncan,2006,St. Louis Cardinals,280,60,82,22,43,30,69,.293,.363,.589,.952,hitter
David Eckstein,2006,St. Louis Cardinals,500,68,146,2,23,31,41,.292,.350,.344,.694,hitter
Jim Edmonds,2006,St. Louis Cardinals,350,52,90,19,70,53,101,.257,.350,.471,.821,hitter
Juan Encarnacion,2006,St. Louis Cardinals,557,74,155,19,79,30,86,.278,.317,.443,.760,hitter
Brian Falkenborg,2006,St. Louis Cardinals,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Randy Flores,2006,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
John Gall,2006,St. Louis Cardinals,12,1,3,0,1,0,5,.250,.250,.250,.500,hitter
Josh Hancock,2006,St. Louis Cardinals,6,0,0,0,0,1,6,.000,.143,.000,.143,hitter
Jason Isringhausen,2006,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tyler Johnson,2006,St. Louis Cardinals,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Josh Kinney,2006,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Braden Looper,2006,St. Louis Cardinals,2,0,1,0,0,0,0,.500,.500,1.000,1.500,hitter
Hector Luna,2006,St. Louis Cardinals,223,27,65,4,21,21,34,.291,.355,.417,.772,hitter
Jason Marquis,2006,St. Louis Cardinals,78,8,14,0,5,2,14,.179,.210,.256,.466,hitter
Aaron Miles,2006,St. Louis Cardinals,426,48,112,2,30,38,42,.263,.324,.347,.671,hitter
Yadier Molina,2006,St. Louis Cardinals,417,29,90,6,49,26,41,.216,.274,.321,.595,hitter
Mark Mulder,2006,St. Louis Cardinals,25,5,7,1,5,5,8,.280,.400,.480,.880,hitter
Chris Narveson,2006,St. Louis Cardinals,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
John Nelson,2006,St. Louis Cardinals,5,2,0,0,0,0,4,.000,.000,.000,.000,hitter
Timo Perez,2006,St. Louis Cardinals,31,3,6,1,3,3,4,.194,.286,.323,.609,hitter
Sidney Ponson,2006,St. Louis Cardinals,13,1,3,0,1,3,6,.231,.375,.231,.606,hitter
Albert Pujols,2006,St. Louis Cardinals,535,119,177,49,137,92,50,.331,.431,.671,1.102,hitter
Anthony Reyes,2006,St. Louis Cardinals,25,1,3,0,0,0,10,.120,.120,.120,.240,hitter
Ricardo Rincon,2006,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
John Rodriguez,2006,St. Louis Cardinals,183,31,55,2,19,21,45,.301,.374,.432,.806,hitter
Scott Rolen,2006,St. Louis Cardinals,521,94,154,22,95,56,69,.296,.369,.518,.887,hitter
Mike Rose,2006,St. Louis Cardinals,9,0,2,0,1,0,4,.222,.222,.222,.444,hitter
Skip Schumaker,2006,St. Louis Cardinals,54,3,10,1,2,5,6,.185,.254,.259,.513,hitter
Jorge Sosa,2006,Atlanta Braves,20,4,3,3,3,2,8,.150,.227,.600,.827,hitter
Scott Spiezio,2006,St. Louis Cardinals,276,44,75,13,52,37,66,.272,.366,.496,.862,hitter
Jeff Suppan,2006,St. Louis Cardinals,55,4,12,0,6,5,11,.218,.295,.236,.531,hitter
So Taguchi,2006,St. Louis Cardinals,316,46,84,2,31,32,48,.266,.335,.351,.686,hitter
Brad Thompson,2006,St. Louis Cardinals,2,0,1,0,0,0,1,.500,.500,.500,1.000,hitter
Jose Vizcaino,2006,San Francisco Giants,119,16,25,1,5,16,10,.210,.304,.261,.565,hitter
Adam Wainwright,2006,St. Louis Cardinals,6,2,3,1,1,0,0,.500,.500,1.167,1.667,hitter
Jeff Weaver,2006,Los Angeles Angels,3,0,1,0,0,0,0,.333,.333,.333,.666,hitter
Preston Wilson,2006,Houston Astros,390,40,105,9,55,22,94,.269,.309,.405,.714,hitter
Rocco Baldelli,2006,Tampa Bay Devil Rays,364,59,110,16,57,14,70,.302,.339,.533,.872,hitter
Russell Branyan,2006,Tampa Bay Devil Rays,169,23,34,12,27,19,62,.201,.286,.473,.759,hitter
Sean Burroughs,2006,Tampa Bay Devil Rays,21,3,4,0,1,4,7,.190,.320,.238,.558,hitter
Shawn Camp,2006,Tampa Bay Devil Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jorge Cantu,2006,Tampa Bay Devil Rays,413,40,103,14,62,26,91,.249,.295,.404,.699,hitter
Tim Corcoran,2006,Tampa Bay Devil Rays,4,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Carl Crawford,2006,Tampa Bay Devil Rays,600,89,183,18,77,37,85,.305,.348,.482,.830,hitter
Casey Fossum,2006,Tampa Bay Devil Rays,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Joey Gathright,2006,Tampa Bay Devil Rays,154,25,31,0,13,20,30,.201,.305,.240,.545,hitter
Jonny Gomes,2006,Tampa Bay Devil Rays,385,53,83,20,59,61,116,.216,.325,.431,.756,hitter
Nick Green,2006,Tampa Bay Devil Rays,39,4,3,0,0,6,11,.077,.200,.077,.277,hitter
Toby Hall,2006,Tampa Bay Devil Rays,221,15,51,8,23,8,17,.231,.261,.398,.659,hitter
Travis Harper,2006,Tampa Bay Devil Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chad Harville,2006,Tampa Bay Devil Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mark Hendrickson,2006,Los Angeles Dodgers,19,1,0,0,0,2,14,.000,.095,.000,.095,hitter
Damon Hollins,2006,Tampa Bay Devil Rays,333,37,76,15,33,19,64,.228,.269,.423,.692,hitter
Aubrey Huff,2006,Tampa Bay Devil Rays,230,26,65,8,28,24,25,.283,.348,.461,.809,hitter
Edwin Jackson,2006,Tampa Bay Devil Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Scott Kazmir,2006,Tampa Bay Devil Rays,3,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Travis Lee,2006,Tampa Bay Devil Rays,343,35,77,11,31,42,73,.224,.312,.364,.676,hitter
Julio Lugo,2006,Tampa Bay Devil Rays,289,53,89,12,27,27,47,.308,.373,.498,.871,hitter
Ruddy Lugo,2006,Tampa Bay Devil Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Seth McClung,2006,Tampa Bay Devil Rays,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brian Meadows,2006,Tampa Bay Devil Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Dioner Navarro,2006,Los Angeles Dodgers,75,5,21,2,8,11,18,.280,.372,.387,.759,hitter
Greg Norton,2006,Tampa Bay Devil Rays,294,47,87,17,45,35,69,.296,.374,.520,.894,hitter
Luis Ordaz,2006,Tampa Bay Devil Rays,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Josh Paul,2006,Tampa Bay Devil Rays,146,15,38,1,8,14,39,.260,.327,.342,.669,hitter
Tomas Perez,2006,Tampa Bay Devil Rays,241,31,51,2,16,5,44,.212,.224,.286,.510,hitter
