name,year,team,AB,R,H,HR,RBI,BB,K,AVG,OBP,SLG,OPS,playerType
Jurickson Profar,2021,San Diego Padres,353,47,80,4,33,49,65,.227,.329,.320,.649,hitter
Nick Ramirez,2021,San Diego Padres,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Webster Rivas,2021,San Diego Padres,68,8,15,2,4,8,16,.221,.303,.338,.641,hitter
Blake Snell,2021,San Diego Padres,34,1,4,0,0,0,17,.118,.118,.118,.236,hitter
Craig Stammen,2021,San Diego Padres,5,0,1,0,0,0,3,.200,.200,.200,.400,hitter
Matt Strahm,2021,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Fernando Tatis Jr.,2021,San Diego Padres,478,99,135,42,97,62,153,.282,.364,.611,.975,hitter
Mason Thompson,2021,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Vince Velasquez,2021,Philadelphia Phillies,22,0,2,0,2,1,9,.091,.130,.091,.221,hitter
Ryan Weathers,2021,San Diego Padres,27,3,4,1,1,1,7,.148,.179,.259,.438,hitter
Taylor Williams,2021,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tyler Anderson,2021,Pittsburgh Pirates,37,1,4,1,1,0,27,.108,.108,.189,.297,hitter
Matt Andriese,2021,Boston Red Sox,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jake Bauers,2021,Cleveland Indians,100,7,19,2,6,12,27,.190,.277,.280,.557,hitter
Braden Bishop,2021,Seattle Mariners,4,1,1,0,0,0,2,.250,.250,.250,.500,hitter
Eric Campbell,2021,Seattle Mariners,11,1,3,0,0,1,1,.273,.333,.273,.606,hitter
Diego Castillo,2021,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
JT Chargois,2021,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
J.P. Crawford,2021,Seattle Mariners,619,89,169,9,54,58,114,.273,.338,.376,.714,hitter
Sean Doolittle,2021,Cincinnati Reds,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Robert Dugger,2021,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Justin Dunn,2021,Seattle Mariners,3,0,1,0,1,0,2,.333,.333,.667,1.000,hitter
Aaron Fletcher,2021,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chris Flexen,2021,Seattle Mariners,3,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jake Fraley,2021,Seattle Mariners,214,27,45,9,36,46,71,.210,.352,.369,.721,hitter
Ty France,2021,Seattle Mariners,571,85,166,18,73,46,106,.291,.368,.445,.813,hitter
José Godoy,2021,Seattle Mariners,37,2,6,0,3,3,14,.162,.225,.189,.414,hitter
Marco Gonzales,2021,Seattle Mariners,4,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Kendall Graveman,2021,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Sam Haggerty,2021,Seattle Mariners,86,15,16,2,5,6,28,.186,.247,.291,.538,hitter
Mitch Haniger,2021,Seattle Mariners,620,110,157,39,100,54,169,.253,.318,.485,.803,hitter
Jarred Kelenic,2021,Seattle Mariners,337,41,61,14,43,36,106,.181,.265,.350,.615,hitter
Yusei Kikuchi,2021,Seattle Mariners,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Kyle Lewis,2021,Seattle Mariners,130,15,32,5,11,16,37,.246,.333,.392,.725,hitter
Shed Long Jr.,2021,Seattle Mariners,111,13,22,4,17,9,39,.198,.258,.360,.618,hitter
José Marmolejos,2021,Seattle Mariners,106,11,17,4,12,15,39,.160,.262,.311,.573,hitter
Jack Mayfield,2021,Seattle Mariners,34,2,6,0,3,1,10,.176,.200,.206,.406,hitter
Darren McCaughan,2021,Seattle Mariners,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Keynan Middleton,2021,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Wyatt Mills,2021,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Anthony Misiewicz,2021,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Rafael Montero,2021,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Dylan Moore,2021,Seattle Mariners,332,42,60,12,43,40,111,.181,.276,.334,.610,hitter
Tom Murphy,2021,Seattle Mariners,277,35,56,11,34,40,99,.202,.304,.350,.654,hitter
Jacob Nottingham,2021,Milwaukee Brewers,14,2,3,2,4,0,8,.214,.214,.714,.928,hitter
Kevin Padlo,2021,Tampa Bay Rays,12,1,1,0,0,2,8,.083,.214,.167,.381,hitter
Cal Raleigh,2021,Seattle Mariners,139,6,25,2,13,7,52,.180,.223,.309,.532,hitter
Yohan Ramírez,2021,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Yacksel Ríos,2021,Boston Red Sox,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Casey Sadler,2021,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kyle Seager,2021,Seattle Mariners,603,73,128,35,101,59,161,.212,.285,.438,.723,hitter
Paul Sewald,2021,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Justus Sheffield,2021,Seattle Mariners,2,0,1,0,0,0,1,.500,.500,.500,1.000,hitter
Joe Smith,2021,Houston Astros,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Drew Steckenrider,2021,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Erik Swanson,2021,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Domingo Tapia,2021,Kansas City Royals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Dillon Thomas,2021,Seattle Mariners,9,2,1,0,2,0,7,.111,.111,.111,.222,hitter
Abraham Toro,2021,Houston Astros,109,17,23,6,20,9,21,.211,.287,.385,.672,hitter
Luis Torrens,2021,Seattle Mariners,346,39,84,15,47,28,99,.243,.299,.431,.730,hitter
Taylor Trammell,2021,Seattle Mariners,156,23,25,8,18,17,75,.160,.256,.359,.615,hitter
Will Vest,2021,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Donovan Walton,2021,Seattle Mariners,63,6,13,2,7,4,15,.206,.254,.365,.619,hitter
Ryan Weber,2021,Milwaukee Brewers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Evan White,2021,Seattle Mariners,97,8,14,2,9,6,31,.144,.202,.237,.439,hitter
Jose Alvarez,2021,San Francisco Giants,2,1,0,0,0,2,2,.000,.500,.000,.500,hitter
Caleb Baragar,2021,San Francisco Giants,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Joey Bart,2021,San Francisco Giants,6,1,2,0,1,0,2,.333,.333,.333,.666,hitter
Tyler Beede,2021,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brandon Belt,2021,San Francisco Giants,325,65,89,29,59,48,103,.274,.378,.597,.975,hitter
Skye Bolt,2021,San Francisco Giants,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
John Brebbia,2021,San Francisco Giants,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Kris Bryant,2021,Chicago Cubs,326,58,87,18,51,39,89,.267,.358,.503,.861,hitter
Curt Casali,2021,San Francisco Giants,200,20,42,5,26,26,66,.210,.313,.350,.663,hitter
Kervin Castro,2021,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tyler Chatwood,2021,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brandon Crawford,2021,San Francisco Giants,483,79,144,24,90,56,105,.298,.373,.522,.895,hitter
Johnny Cueto,2021,San Francisco Giants,29,1,2,0,0,3,9,.069,.156,.069,.225,hitter
Jaylin Davis,2021,San Francisco Giants,9,1,1,0,0,0,1,.111,.111,.222,.333,hitter
Anthony DeSclafani,2021,San Francisco Giants,51,2,2,0,1,4,33,.039,.109,.059,.168,hitter
Alex Dickerson,2021,San Francisco Giants,283,37,66,13,38,23,76,.233,.304,.420,.724,hitter
Camilo Doval,2021,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mauricio Dubón,2021,San Francisco Giants,175,20,42,5,22,9,41,.240,.278,.377,.655,hitter
Steven Duggar,2021,San Francisco Giants,268,45,69,8,35,27,88,.257,.330,.437,.767,hitter
Thairo Estrada,2021,San Francisco Giants,121,19,33,7,22,9,23,.273,.333,.479,.812,hitter
Wilmer Flores,2021,San Francisco Giants,389,57,102,18,53,41,56,.262,.335,.447,.782,hitter
Jarlín García,2021,San Francisco Giants,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Kevin Gausman,2021,San Francisco Giants,54,6,10,0,4,2,31,.185,.211,.185,.396,hitter
Jay Jackson,2021,San Francisco Giants,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Scott Kazmir,2021,San Francisco Giants,3,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Tommy La Stella,2021,San Francisco Giants,220,26,55,7,27,18,26,.250,.308,.405,.713,hitter
Dominic Leone,2021,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Zack Littell,2021,San Francisco Giants,4,0,1,0,0,0,3,.250,.250,.250,.500,hitter
Sam Long,2021,San Francisco Giants,10,0,1,0,0,0,4,.100,.100,.100,.200,hitter
Evan Longoria,2021,San Francisco Giants,253,45,66,13,46,35,68,.261,.351,.482,.833,hitter
Jake McGee,2021,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Conner Menez,2021,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Reyes Moronta,2021,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Wandy Peralta,2021,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Buster Posey,2021,San Francisco Giants,395,68,120,18,56,56,87,.304,.390,.499,.889,hitter
Jose Quintana,2021,Los Angeles Angels,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tyler Rogers,2021,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Darin Ruf,2021,San Francisco Giants,262,41,71,16,43,46,87,.271,.385,.519,.904,hitter
Aaron Sanchez,2021,San Francisco Giants,10,0,0,0,0,0,7,.000,.000,.000,.000,hitter
Gregory Santos,2021,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Sam Selman,2021,San Francisco Giants,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Jimmie Sherfy,2021,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Austin Slater,2021,San Francisco Giants,274,39,66,12,32,28,84,.241,.320,.423,.743,hitter
Donovan Solano,2021,San Francisco Giants,307,35,86,7,31,25,58,.280,.344,.404,.748,hitter
Mike Tauchman,2021,New York Yankees,14,1,3,0,0,1,6,.214,.267,.286,.553,hitter
Chadwick Tromp,2021,San Francisco Giants,18,1,4,1,2,0,4,.222,.222,.389,.611,hitter
Nick Tropeano,2021,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jason Vosler,2021,San Francisco Giants,73,12,13,3,9,7,21,.178,.256,.356,.612,hitter
LaMonte Wade Jr.,2021,San Francisco Giants,336,52,85,18,56,33,89,.253,.326,.482,.808,hitter
Tony Watson,2021,Los Angeles Angels,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Logan Webb,2021,San Francisco Giants,46,7,6,1,7,2,21,.130,.167,.283,.450,hitter
Matt Wisler,2021,San Francisco Giants,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Alex Wood,2021,San Francisco Giants,38,0,0,0,0,5,26,.000,.116,.000,.116,hitter
Mike Yastrzemski,2021,San Francisco Giants,468,75,105,25,71,51,131,.224,.311,.457,.768,hitter
Nolan Arenado,2021,St. Louis Cardinals,593,81,151,34,105,50,96,.255,.312,.494,.806,hitter
Harrison Bader,2021,St. Louis Cardinals,367,45,98,16,50,27,85,.267,.324,.460,.784,hitter
Génesis Cabrera,2021,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
