name,year,team,AB,R,H,HR,RBI,BB,K,AVG,OBP,SLG,OPS,playerType
Jake Cronenworth,2024,San Diego Padres,577,72,139,17,83,61,118,.241,.324,.390,.714,hitter
Elias Díaz,2024,Colorado Rockies,304,26,82,5,36,17,64,.270,.315,.378,.693,hitter
Kyle Higashioka,2024,San Diego Padres,246,29,54,17,45,15,74,.220,.263,.476,.739,hitter
Bryce Johnson,2024,San Diego Padres,63,9,13,0,4,7,12,.206,.286,.238,.524,hitter
Ha-Seong Kim,2024,San Diego Padres,403,60,94,11,47,58,77,.233,.330,.370,.700,hitter
Brandon Lockridge,2024,San Diego Padres,12,4,2,1,1,0,4,.167,.167,.417,.584,hitter
Manny Machado,2024,San Diego Padres,593,77,163,29,105,45,124,.275,.325,.472,.797,hitter
Mason McCoy,2024,San Diego Padres,49,7,10,0,3,5,19,.204,.278,.245,.523,hitter
Jackson Merrill,2024,San Diego Padres,554,77,162,24,90,29,101,.292,.326,.500,.826,hitter
Graham Pauley,2024,San Diego Padres,32,4,4,2,5,0,15,.125,.125,.313,.438,hitter
David Peralta,2024,San Diego Padres,236,35,63,8,28,22,54,.267,.335,.415,.750,hitter
Jurickson Profar,2024,San Diego Padres,564,94,158,24,85,76,101,.280,.380,.459,.839,hitter
Eguy Rosario,2024,San Diego Padres,53,5,13,3,6,2,20,.245,.286,.528,.814,hitter
Donovan Solano,2024,San Diego Padres,283,31,81,8,35,22,65,.286,.343,.417,.760,hitter
Brett Sullivan,2024,San Diego Padres,16,1,3,1,2,1,4,.188,.235,.375,.610,hitter
Fernando Tatis Jr.,2024,San Diego Padres,398,64,110,21,49,32,96,.276,.340,.492,.832,hitter
Tyler Wade,2024,San Diego Padres,138,28,30,0,8,11,29,.217,.285,.239,.524,hitter
Mike Baumann,2024,Baltimore Orioles,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ryan Bliss,2024,Seattle Mariners,63,10,14,2,9,5,22,.222,.290,.397,.687,hitter
Dominic Canzone,2024,Seattle Mariners,168,20,33,8,17,18,53,.196,.271,.381,.652,hitter
Luis Castillo,2024,Seattle Mariners,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Jonatan Clase,2024,Seattle Mariners,41,4,8,0,3,2,14,.195,.233,.220,.453,hitter
J.P. Crawford,2024,Seattle Mariners,392,55,79,9,37,52,102,.202,.304,.321,.625,hitter
Ty France,2024,Seattle Mariners,300,28,67,8,31,28,83,.223,.312,.350,.662,hitter
Mitch Garver,2024,Seattle Mariners,367,37,63,15,51,53,133,.172,.286,.341,.627,hitter
Sam Haggerty,2024,Seattle Mariners,15,1,1,0,1,1,4,.067,.125,.067,.192,hitter
Mitch Haniger,2024,Seattle Mariners,380,42,79,12,44,40,126,.208,.286,.334,.620,hitter
Jonathan Hernández,2024,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tyler Locklear,2024,Seattle Mariners,45,3,7,2,3,3,20,.156,.224,.311,.535,hitter
Cade Marlowe,2024,Seattle Mariners,8,1,2,0,0,1,1,.250,.333,.250,.583,hitter
Dylan Moore,2024,Seattle Mariners,368,53,74,10,42,53,123,.201,.320,.367,.687,hitter
Jorge Polanco,2024,Seattle Mariners,417,43,89,16,45,46,137,.213,.296,.355,.651,hitter
Cal Raleigh,2024,Seattle Mariners,546,73,120,34,100,70,176,.220,.312,.436,.748,hitter
Luke Raley,2024,Seattle Mariners,404,58,98,22,58,27,135,.243,.320,.463,.783,hitter
Leo Rivas,2024,Seattle Mariners,73,10,17,0,8,10,24,.233,.333,.274,.607,hitter
Victor Robles,2024,Washington Nationals,25,3,3,0,2,5,9,.120,.281,.120,.401,hitter
Julio Rodríguez,2024,Seattle Mariners,567,76,155,20,68,38,156,.273,.325,.409,.734,hitter
Josh Rojas,2024,Seattle Mariners,422,48,95,8,31,46,108,.225,.304,.336,.640,hitter
Ryne Stanek,2024,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Samad Taylor,2024,Seattle Mariners,5,2,2,0,0,0,1,.400,.400,.400,.800,hitter
Trent Thornton,2024,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Justin Turner,2024,Toronto Blue Jays,301,37,77,6,31,39,60,.256,.350,.372,.722,hitter
Luis Urías,2024,Seattle Mariners,94,11,18,4,16,9,34,.191,.303,.394,.697,hitter
Jason Vosler,2024,Seattle Mariners,28,2,5,0,3,2,9,.179,.233,.286,.519,hitter
Austin Voth,2024,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Seby Zavala,2024,Seattle Mariners,39,4,6,1,2,3,16,.154,.214,.282,.496,hitter
Nick Ahmed,2024,San Francisco Giants,155,13,36,1,15,10,35,.232,.278,.303,.581,hitter
Patrick Bailey,2024,San Francisco Giants,401,46,94,8,46,39,100,.234,.298,.339,.637,hitter
Mike Baumann,2024,Baltimore Orioles,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Trenton Brooks,2024,San Francisco Giants,25,3,3,0,1,4,6,.120,.241,.120,.361,hitter
Mark Canha,2024,Detroit Tigers,320,42,74,7,38,42,79,.231,.337,.350,.687,hitter
Curt Casali,2024,San Francisco Giants,108,12,21,1,8,13,22,.194,.293,.250,.543,hitter
Matt Chapman,2024,San Francisco Giants,575,98,142,27,78,64,158,.247,.328,.463,.791,hitter
Michael Conforto,2024,San Francisco Giants,438,56,104,20,66,42,118,.237,.309,.450,.759,hitter
Jerar Encarnacion,2024,San Francisco Giants,113,13,28,5,19,5,34,.248,.277,.425,.702,hitter
Thairo Estrada,2024,San Francisco Giants,364,43,79,9,47,10,76,.217,.247,.343,.590,hitter
Tyler Fitzgerald,2024,San Francisco Giants,314,53,88,15,34,22,108,.280,.334,.497,.831,hitter
Wilmer Flores,2024,San Francisco Giants,214,19,44,4,26,20,33,.206,.277,.318,.595,hitter
Derek Hill,2024,Texas Rangers,43,5,11,3,5,2,14,.256,.289,.465,.754,hitter
Spencer Howard,2024,Cleveland Guardians,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Andrew Knapp,2024,San Francisco Giants,6,0,1,0,0,0,2,.167,.167,.167,.334,hitter
Jung Hoo Lee,2024,San Francisco Giants,145,15,38,2,8,10,13,.262,.310,.331,.641,hitter
Marco Luciano,2024,San Francisco Giants,76,10,16,0,3,5,28,.211,.259,.303,.562,hitter
Luis Matos,2024,San Francisco Giants,150,14,32,5,25,5,24,.213,.237,.347,.584,hitter
Grant McCray,2024,San Francisco Giants,124,13,25,5,10,6,56,.202,.238,.379,.617,hitter
Ryan McKenna,2024,Baltimore Orioles,8,3,3,2,2,1,1,.375,.444,1.125,1.569,hitter
Tom Murphy,2024,San Francisco Giants,34,3,4,1,2,4,14,.118,.211,.235,.446,hitter
Heliot Ramos,2024,San Francisco Giants,475,54,128,22,72,37,135,.269,.322,.469,.791,hitter
Jakson Reetz,2024,San Francisco Giants,14,1,2,1,1,1,5,.143,.200,.429,.629,hitter
Blake Sabol,2024,San Francisco Giants,32,3,10,0,1,5,9,.313,.421,.375,.796,hitter
Casey Schmitt,2024,San Francisco Giants,107,11,27,6,16,4,25,.252,.283,.477,.760,hitter
Austin Slater,2024,San Francisco Giants,90,12,18,1,9,16,31,.200,.330,.244,.574,hitter
Jorge Soler,2024,San Francisco Giants,341,57,82,12,40,44,97,.240,.330,.419,.749,hitter
David Villar,2024,San Francisco Giants,35,3,9,1,4,1,13,.257,.270,.457,.727,hitter
LaMonte Wade Jr.,2024,San Francisco Giants,331,45,86,8,34,62,90,.260,.380,.381,.761,hitter
Donovan Walton,2024,San Francisco Giants,22,3,3,1,2,2,7,.136,.240,.273,.513,hitter
Mitch White,2024,Milwaukee Brewers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brett Wisely,2024,San Francisco Giants,252,25,60,4,31,13,65,.238,.278,.345,.623,hitter
Mike Yastrzemski,2024,San Francisco Giants,428,60,99,18,57,38,124,.231,.302,.437,.739,hitter
Nolan Arenado,2024,St. Louis Cardinals,578,70,157,16,71,44,92,.272,.325,.394,.719,hitter
Luken Baker,2024,St. Louis Cardinals,40,3,7,2,10,7,11,.175,.286,.400,.686,hitter
Alec Burleson,2024,St. Louis Cardinals,547,71,147,21,78,35,76,.269,.314,.420,.734,hitter
Dylan Carlson,2024,St. Louis Cardinals,121,12,24,0,11,12,37,.198,.275,.240,.515,hitter
Matt Carpenter,2024,St. Louis Cardinals,137,15,32,4,15,15,51,.234,.314,.372,.686,hitter
Willson Contreras,2024,St. Louis Cardinals,301,48,79,15,36,45,96,.262,.380,.468,.848,hitter
Brandon Crawford,2024,St. Louis Cardinals,71,5,12,1,4,8,26,.169,.263,.282,.545,hitter
Brendan Donovan,2024,St. Louis Cardinals,587,65,163,14,73,47,81,.278,.342,.417,.759,hitter
José Fermín,2024,St. Louis Cardinals,71,7,11,0,4,7,11,.155,.241,.197,.438,hitter
Ryan Fernandez,2024,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Paul Goldschmidt,2024,St. Louis Cardinals,599,70,147,22,65,47,173,.245,.302,.414,.716,hitter
Nolan Gorman,2024,St. Louis Cardinals,365,42,74,19,50,34,151,.203,.271,.400,.671,hitter
Ryan Helsley,2024,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Iván Herrera,2024,St. Louis Cardinals,229,37,69,5,27,25,53,.301,.372,.428,.800,hitter
John King,2024,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Andrew Kittredge,2024,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kyle Leahy,2024,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Lars Nootbaar,2024,St. Louis Cardinals,348,39,85,12,45,52,79,.244,.342,.417,.759,hitter
Pedro Pagés,2024,St. Louis Cardinals,202,19,48,7,27,13,58,.238,.281,.376,.657,hitter
Tommy Pham,2024,Chicago White Sox,271,33,72,5,19,25,63,.266,.330,.380,.710,hitter
JoJo Romero,2024,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Thomas Saggese,2024,St. Louis Cardinals,49,5,10,1,4,2,14,.204,.250,.306,.556,hitter
Victor Scott II,2024,St. Louis Cardinals,145,14,26,2,10,6,42,.179,.219,.283,.502,hitter
Michael Siani,2024,St. Louis Cardinals,298,42,68,2,20,21,92,.228,.285,.285,.570,hitter
Jordan Walker,2024,St. Louis Cardinals,164,16,33,5,20,10,50,.201,.253,.366,.619,hitter
Masyn Winn,2024,St. Louis Cardinals,587,85,157,15,57,41,109,.267,.314,.416,.730,hitter
Jonathan Aranda,2024,Tampa Bay Rays,128,22,30,6,14,12,32,.234,.308,.430,.738,hitter
Randy Arozarena,2024,Tampa Bay Rays,350,45,74,15,37,45,101,.211,.318,.394,.712,hitter
Rob Brantly,2024,Tampa Bay Rays,9,0,1,0,0,0,2,.111,.111,.111,.222,hitter
José Caballero,2024,Tampa Bay Rays,441,53,100,9,44,27,133,.227,.283,.347,.630,hitter
Junior Caminero,2024,Tampa Bay Rays,165,15,41,6,18,11,38,.248,.299,.424,.723,hitter
Dylan Carlson,2024,St. Louis Cardinals,121,12,24,0,11,12,37,.198,.275,.240,.515,hitter
Jonny DeLuca,2024,Tampa Bay Rays,332,29,72,6,31,24,77,.217,.278,.331,.609,hitter
Yandy Díaz,2024,Tampa Bay Rays,563,55,158,14,65,50,95,.281,.341,.414,.755,hitter
Logan Driscoll,2024,Tampa Bay Rays,35,2,6,1,5,1,6,.171,.189,.257,.446,hitter
Niko Goodrum,2024,Tampa Bay Rays,16,1,3,0,0,1,6,.188,.235,.188,.423,hitter
Alex Jackson,2024,Tampa Bay Rays,139,17,17,3,12,12,53,.122,.201,.237,.438,hitter
Brandon Lowe,2024,Tampa Bay Rays,385,56,94,21,58,33,112,.244,.311,.473,.784,hitter
Josh Lowe,2024,Tampa Bay Rays,353,37,85,10,34,32,123,.241,.302,.391,.693,hitter
Curtis Mead,2024,Tampa Bay Rays,122,10,29,1,7,6,30,.238,.282,.287,.569,hitter
Kameron Misner,2024,Tampa Bay Rays,15,0,1,0,0,0,10,.067,.067,.067,.134,hitter
Christopher Morel,2024,Chicago Cubs,362,43,72,18,51,47,103,.199,.302,.373,.675,hitter
Richie Palacios,2024,Tampa Bay Rays,264,46,59,5,21,45,67,.223,.346,.318,.664,hitter
Isaac Paredes,2024,Tampa Bay Rays,363,41,89,16,55,52,68,.245,.357,.435,.792,hitter
René Pinto,2024,Tampa Bay Rays,42,5,9,2,6,4,18,.214,.292,.429,.721,hitter
Harold Ramírez,2024,Tampa Bay Rays,164,21,44,1,13,3,33,.268,.284,.305,.589,hitter
Ben Rortvedt,2024,Tampa Bay Rays,290,27,66,3,31,34,88,.228,.317,.303,.620,hitter
Amed Rosario,2024,Tampa Bay Rays,264,22,81,2,26,7,48,.307,.331,.417,.748,hitter
Austin Shenton,2024,Tampa Bay Rays,42,3,9,1,3,8,14,.214,.340,.405,.745,hitter
Jose Siri,2024,Tampa Bay Rays,402,50,75,18,47,31,170,.187,.255,.366,.621,hitter
Taylor Walls,2024,Tampa Bay Rays,218,27,40,1,14,31,67,.183,.282,.248,.530,hitter
Chase Anderson,2024,Boston Red Sox,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Evan Carter,2024,Texas Rangers,144,23,27,5,15,15,43,.188,.272,.361,.633,hitter
Matt Duffy,2024,Texas Rangers,7,2,2,0,0,2,1,.286,.500,.286,.786,hitter
Ezequiel Duran,2024,Texas Rangers,268,26,66,3,20,14,63,.246,.288,.321,.609,hitter
Sandro Fabian,2024,Texas Rangers,5,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Justin Foscue,2024,Texas Rangers,42,3,2,0,1,2,18,.048,.091,.071,.162,hitter
Adolis García,2024,Texas Rangers,580,68,130,25,85,45,177,.224,.284,.400,.684,hitter
Jon Gray,2024,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Robbie Grossman,2024,Chicago White Sox,71,6,15,0,4,13,20,.211,.329,.268,.597,hitter
Dustin Harris,2024,Texas Rangers,6,1,2,1,3,1,2,.333,.429,1.000,1.429,hitter
Jonah Heim,2024,Texas Rangers,459,45,101,13,59,26,90,.220,.267,.336,.603,hitter
Jonathan Hernández,2024,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Derek Hill,2024,Texas Rangers,43,5,11,3,5,2,14,.256,.289,.465,.754,hitter
Sam Huff,2024,Texas Rangers,3,0,0,0,0,1,2,.000,.250,.000,.250,hitter
Travis Jankowski,2024,Texas Rangers,190,19,38,1,12,12,44,.200,.266,.242,.508,hitter
Josh Jung,2024,Texas Rangers,178,19,47,7,16,8,48,.264,.298,.421,.719,hitter
Carson Kelly,2024,Detroit Tigers,179,21,43,7,29,17,40,.240,.325,.391,.716,hitter
Andrew Knizner,2024,Texas Rangers,90,5,15,1,9,1,22,.167,.183,.211,.394,hitter
Wyatt Langford,2024,Texas Rangers,499,74,126,16,74,51,115,.253,.325,.415,.740,hitter
Jacob Latz,2024,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
José Leclerc,2024,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Nathaniel Lowe,2024,Texas Rangers,486,62,129,16,69,71,125,.265,.361,.401,.762,hitter
Jonathan Ornelas,2024,Texas Rangers,37,1,8,0,3,2,13,.216,.256,.270,.526,hitter
David Robertson,2024,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Yerry Rodríguez,2024,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Corey Seager,2024,Texas Rangers,475,68,132,30,74,53,96,.278,.353,.512,.865,hitter
Marcus Semien,2024,Texas Rangers,650,101,154,23,74,64,105,.237,.308,.391,.699,hitter
Josh Smith,2024,Texas Rangers,523,67,135,13,62,46,121,.258,.337,.394,.731,hitter
Leody Taveras,2024,Texas Rangers,480,59,110,12,44,42,112,.229,.289,.352,.641,hitter
José Ureña,2024,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jared Walsh,2024,Texas Rangers,53,9,12,1,7,7,21,.226,.317,.321,.638,hitter
Davis Wendzel,2024,Texas Rangers,47,2,6,1,2,1,12,.128,.163,.234,.397,hitter
Owen White,2024,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kirby Yates,2024,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Addison Barger,2024,Toronto Blue Jays,208,20,41,7,28,14,60,.197,.250,.351,.601,hitter
Steward Berroa,2024,Toronto Blue Jays,37,7,7,0,1,8,14,.189,.333,.216,.549,hitter
Bo Bichette,2024,Toronto Blue Jays,311,29,70,4,31,20,64,.225,.277,.322,.599,hitter
Cavan Biggio,2024,Toronto Blue Jays,110,15,22,2,9,14,42,.200,.323,.291,.614,hitter
Génesis Cabrera,2024,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jonatan Clase,2024,Seattle Mariners,41,4,8,0,3,2,14,.195,.233,.220,.453,hitter
Ernie Clement,2024,Toronto Blue Jays,434,48,114,12,51,11,41,.263,.284,.408,.692,hitter
Luis De Los Santos,2024,Toronto Blue Jays,29,2,5,0,1,2,10,.172,.226,.241,.467,hitter
Luis Frías,2024,Arizona Diamondbacks,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chad Green,2024,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Vladimir Guerrero Jr.,2024,Toronto Blue Jays,616,98,199,30,103,72,96,.323,.396,.544,.940,hitter
Tyler Heineman,2024,Boston Red Sox,2,0,0,0,0,0,1,.000,.333,.000,.333,hitter
Spencer Horwitz,2024,Toronto Blue Jays,328,46,87,12,40,42,70,.265,.357,.433,.790,hitter
Danny Jansen,2024,Toronto Blue Jays,198,27,42,6,18,25,42,.212,.303,.369,.672,hitter
Leo Jiménez,2024,Toronto Blue Jays,179,18,41,4,19,12,59,.229,.329,.358,.687,hitter
Kevin Kiermaier,2024,Toronto Blue Jays,200,24,39,4,18,10,66,.195,.236,.310,.546,hitter
Isiah Kiner-Falefa,2024,Toronto Blue Jays,257,32,75,7,33,13,37,.292,.338,.420,.758,hitter
Alejandro Kirk,2024,Toronto Blue Jays,340,23,86,5,54,35,51,.253,.319,.359,.678,hitter
Joey Loperfido,2024,Houston Astros,106,11,25,2,16,7,43,.236,.299,.358,.657,hitter
Nathan Lukes,2024,Toronto Blue Jays,76,13,23,1,10,10,9,.303,.371,.447,.818,hitter
Orelvis Martinez,2024,Toronto Blue Jays,3,0,1,0,0,0,1,.333,.333,.333,.666,hitter
Yerry Rodríguez,2024,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Davis Schneider,2024,Toronto Blue Jays,397,48,76,13,46,47,144,.191,.282,.343,.625,hitter
Brian Serven,2024,Toronto Blue Jays,63,6,10,0,3,5,22,.159,.243,.222,.465,hitter
George Springer,2024,Toronto Blue Jays,545,74,120,19,56,60,115,.220,.303,.371,.674,hitter
Justin Turner,2024,Toronto Blue Jays,301,37,77,6,31,39,60,.256,.350,.372,.722,hitter
Daulton Varsho,2024,Toronto Blue Jays,459,73,98,18,58,48,137,.214,.293,.407,.700,hitter
Daniel Vogelbach,2024,Toronto Blue Jays,70,5,13,1,8,9,17,.186,.278,.300,.578,hitter
Will Wagner,2024,Toronto Blue Jays,82,8,25,2,11,4,16,.305,.337,.451,.788,hitter
Mitch White,2024,Milwaukee Brewers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Byron Buxton,2024,Minnesota Twins,355,62,99,18,56,20,99,.279,.335,.524,.859,hitter
Jair Camargo,2024,Minnesota Twins,6,1,0,0,0,1,3,.000,.143,.000,.143,hitter
Diego A. Castillo,2024,Minnesota Twins,6,3,2,0,2,2,1,.333,.500,.500,1.000,hitter
Willi Castro,2024,Minnesota Twins,558,89,138,12,60,51,150,.247,.331,.385,.716,hitter
Carlos Correa,2024,Minnesota Twins,319,55,99,14,54,40,61,.310,.388,.517,.905,hitter
Kyle Farmer,2024,Minnesota Twins,215,26,46,5,25,19,49,.214,.293,.353,.646,hitter
Michael Helman,2024,Minnesota Twins,10,2,3,0,0,0,3,.300,.300,.500,.800,hitter
Ryan Jeffers,2024,Minnesota Twins,412,56,93,21,64,32,94,.226,.300,.432,.732,hitter
Edouard Julien,2024,Minnesota Twins,266,36,53,8,21,33,102,.199,.292,.323,.615,hitter
DaShawn Keirsey Jr.,2024,Minnesota Twins,13,1,2,1,1,0,1,.154,.214,.385,.599,hitter
Max Kepler,2024,Minnesota Twins,368,43,93,8,42,22,80,.253,.302,.380,.682,hitter
Alex Kirilloff,2024,Minnesota Twins,159,20,32,5,20,15,47,.201,.270,.384,.654,hitter
Trevor Larnach,2024,Minnesota Twins,355,59,92,15,52,40,89,.259,.338,.434,.772,hitter
Brooks Lee,2024,Minnesota Twins,172,9,38,3,27,11,27,.221,.265,.320,.585,hitter
Royce Lewis,2024,Minnesota Twins,292,40,68,16,47,28,74,.233,.295,.452,.747,hitter
Manuel Margot,2024,Minnesota Twins,315,37,75,4,31,21,54,.238,.289,.337,.626,hitter
Austin Martin,2024,Minnesota Twins,233,41,59,1,16,20,47,.253,.318,.352,.670,hitter
Jose Miranda,2024,Minnesota Twins,401,44,114,9,49,18,66,.284,.322,.441,.763,hitter
Carlos Santana,2024,Minnesota Twins,521,63,124,23,71,65,99,.238,.328,.420,.748,hitter
Christian Vázquez,2024,Minnesota Twins,294,29,65,7,27,11,65,.221,.248,.327,.575,hitter
