name,year,team,AB,R,H,HR,RBI,BB,K,AVG,OBP,SLG,OPS,playerType
Colby Lewis,2007,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Esteban Loaiza,2007,Los Angeles Dodgers,7,0,1,0,2,0,2,.143,.143,.143,.286,hitter
Jay Marshall,2007,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Adam Melhuse,2007,Oakland Athletics,26,2,6,0,2,4,8,.231,.333,.269,.602,hitter
Kevin Melillo,2007,Oakland Athletics,0,0,0,0,0,1,0,.000,1.000,.000,1.000,hitter
Donnie Murphy,2007,Oakland Athletics,118,21,26,6,21,10,35,.220,.290,.441,.731,hitter
Mike Piazza,2007,Oakland Athletics,309,33,85,8,44,18,61,.275,.313,.414,.727,hitter
Danny Putnam,2007,Oakland Athletics,28,3,6,1,2,3,11,.214,.290,.321,.611,hitter
Erasmo Ramirez,2007,Florida Marlins,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Marco Scutaro,2007,Oakland Athletics,338,49,88,7,41,35,40,.260,.332,.361,.693,hitter
Chris Snelling,2007,Washington Nationals,49,6,10,1,7,9,11,.204,.361,.327,.688,hitter
Shannon Stewart,2007,Oakland Athletics,576,79,167,12,48,47,60,.290,.345,.394,.739,hitter
Kurt Suzuki,2007,Oakland Athletics,213,27,53,7,39,24,39,.249,.327,.408,.735,hitter
Nick Swisher,2007,Oakland Athletics,539,84,141,22,78,100,131,.262,.381,.455,.836,hitter
Kevin Thompson,2007,New York Yankees,21,2,4,0,2,2,10,.190,.261,.333,.594,hitter
Todd Walker,2007,Oakland Athletics,48,5,13,0,4,2,4,.271,.288,.292,.580,hitter
Jay Witasick,2007,Tampa Bay Devil Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tony Armas,2007,Pittsburgh Pirates,26,0,3,0,2,0,12,.115,.115,.154,.269,hitter
José Bautista,2007,Pittsburgh Pirates,532,75,135,15,63,68,101,.254,.339,.414,.753,hitter
Jason Bay,2007,Pittsburgh Pirates,538,78,133,21,84,59,141,.247,.327,.418,.745,hitter
Jonah Bayliss,2007,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Bryan Bullington,2007,Pittsburgh Pirates,3,1,1,0,0,0,0,.333,.333,.333,.666,hitter
Matt Capps,2007,Pittsburgh Pirates,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,hitter
Jose Castillo,2007,Pittsburgh Pirates,221,18,54,0,24,6,48,.244,.270,.335,.605,hitter
Shawn Chacon,2007,Pittsburgh Pirates,11,1,3,0,0,0,2,.273,.273,.273,.546,hitter
Humberto Cota,2007,Pittsburgh Pirates,14,1,4,0,3,2,2,.286,.389,.357,.746,hitter
David Davidson,2007,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Rajai Davis,2007,Pittsburgh Pirates,48,6,13,0,2,7,3,.271,.357,.354,.711,hitter
Ryan Doumit,2007,Pittsburgh Pirates,252,33,69,9,32,22,59,.274,.341,.472,.813,hitter
Chris Duffy,2007,Pittsburgh Pirates,241,31,60,3,22,21,43,.249,.313,.357,.670,hitter
Zach Duke,2007,Pittsburgh Pirates,32,3,8,0,3,0,12,.250,.250,.250,.500,hitter
Brad Eldred,2007,Pittsburgh Pirates,46,3,5,2,3,1,16,.109,.128,.261,.389,hitter
Tom Gorzelanny,2007,Pittsburgh Pirates,63,1,4,0,3,2,31,.063,.106,.063,.169,hitter
John Grabow,2007,Pittsburgh Pirates,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Cesar Izturis,2007,Chicago Cubs,191,15,47,0,8,13,16,.246,.298,.304,.602,hitter
Matt Kata,2007,Texas Rangers,70,12,13,2,6,5,18,.186,.250,.300,.550,hitter
Don Kelly,2007,Pittsburgh Pirates,27,2,4,0,0,3,3,.148,.281,.148,.429,hitter
Dan Kolb,2007,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Masumi Kuwata,2007,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Adam LaRoche,2007,Pittsburgh Pirates,563,71,153,21,88,62,131,.272,.345,.458,.803,hitter
Paul Maholm,2007,Pittsburgh Pirates,59,4,11,0,5,1,29,.186,.200,.203,.403,hitter
Carlos Maldonado,2007,Pittsburgh Pirates,24,2,5,2,4,5,8,.208,.333,.500,.833,hitter
Damaso Marte,2007,Pittsburgh Pirates,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Marty McLeary,2007,Pittsburgh Pirates,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Nate McLouth,2007,Pittsburgh Pirates,329,62,85,13,38,39,77,.258,.351,.459,.810,hitter
Nyjer Morgan,2007,Pittsburgh Pirates,107,15,32,1,7,9,19,.299,.359,.430,.789,hitter
Matt Morris,2007,San Francisco Giants,38,3,7,0,1,1,10,.184,.205,.211,.416,hitter
Xavier Nady,2007,Pittsburgh Pirates,431,55,120,20,72,23,101,.278,.330,.476,.806,hitter
Franquelis Osoria,2007,Pittsburgh Pirates,4,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Ronny Paulino,2007,Pittsburgh Pirates,457,56,120,11,55,33,79,.263,.314,.389,.703,hitter
Steve Pearce,2007,Pittsburgh Pirates,68,13,20,0,6,5,12,.294,.342,.397,.739,hitter
Juan Pablo Perez,2007,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Josh Phelps,2007,New York Yankees,80,8,21,2,12,6,19,.263,.330,.363,.693,hitter
Brian Rogers,2007,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Freddy Sanchez,2007,Pittsburgh Pirates,602,77,183,11,81,32,76,.304,.343,.442,.785,hitter
Romulo Sanchez,2007,Pittsburgh Pirates,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Josh Sharpless,2007,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ian Snell,2007,Pittsburgh Pirates,57,6,5,0,2,3,23,.088,.133,.088,.221,hitter
Salomon Torres,2007,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
John Van Benschoten,2007,Pittsburgh Pirates,7,1,1,0,0,1,3,.143,.250,.286,.536,hitter
John Wasdin,2007,Pittsburgh Pirates,4,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Jack Wilson,2007,Pittsburgh Pirates,477,67,141,12,56,38,46,.296,.350,.440,.790,hitter
Shane Youman,2007,Pittsburgh Pirates,12,1,1,0,0,1,5,.083,.154,.083,.237,hitter
Josh Bard,2007,San Diego Padres,389,42,111,5,51,50,58,.285,.364,.404,.768,hitter
Michael Barrett,2007,Chicago Cubs,211,23,54,9,29,17,36,.256,.307,.427,.734,hitter
Heath Bell,2007,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Geoff Blum,2007,San Diego Padres,330,34,83,5,33,32,52,.252,.319,.367,.686,hitter
Hiram Bocachica,2007,Oakland Athletics,17,2,1,1,3,2,5,.059,.150,.235,.385,hitter
Rob Bowen,2007,San Diego Padres,82,12,22,2,11,13,28,.268,.371,.439,.810,hitter
Milton Bradley,2007,Oakland Athletics,65,6,19,2,7,8,14,.292,.373,.446,.819,hitter
Russell Branyan,2007,San Diego Padres,122,16,24,7,19,21,48,.197,.322,.426,.748,hitter
Doug Brocail,2007,San Diego Padres,2,0,1,0,0,0,1,.500,.500,.500,1.000,hitter
Kevin Cameron,2007,San Diego Padres,4,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Mike Cameron,2007,San Diego Padres,571,88,138,21,78,67,160,.242,.328,.431,.759,hitter
Jack Cassel,2007,San Diego Padres,8,2,1,0,0,0,3,.125,.125,.125,.250,hitter
Brady Clark,2007,Los Angeles Dodgers,58,7,13,0,5,6,11,.224,.308,.293,.601,hitter
José Cruz Jr.,2007,San Diego Padres,256,37,60,6,21,31,65,.234,.316,.375,.691,hitter
Morgan Ensberg,2007,Houston Astros,224,36,52,8,31,31,48,.232,.323,.384,.707,hitter
Justin Germano,2007,San Diego Padres,32,2,5,0,2,3,13,.156,.229,.188,.417,hitter
Brian Giles,2007,San Diego Padres,483,72,131,13,51,64,61,.271,.361,.416,.777,hitter
Marcus Giles,2007,San Diego Padres,420,52,96,4,39,44,82,.229,.304,.317,.621,hitter
Adrián González,2007,San Diego Padres,646,101,182,30,100,65,140,.282,.347,.502,.849,hitter
Khalil Greene,2007,San Diego Padres,611,89,155,27,97,32,128,.254,.291,.468,.759,hitter
Scott Hairston,2007,Arizona Diamondbacks,176,21,39,3,16,19,37,.222,.301,.358,.659,hitter
Justin Hampson,2007,San Diego Padres,4,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Chase Headley,2007,San Diego Padres,18,1,4,0,0,2,4,.222,.333,.278,.611,hitter
Clay Hensley,2007,San Diego Padres,14,0,3,0,2,0,8,.214,.214,.214,.428,hitter
Trevor Hoffman,2007,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kevin Kouzmanoff,2007,San Diego Padres,484,57,133,18,74,32,94,.275,.329,.457,.786,hitter
Pete Laforest,2007,San Diego Padres,25,7,9,1,3,5,8,.360,.467,.520,.987,hitter
Jason Lane,2007,Houston Astros,169,18,30,8,27,16,30,.178,.257,.349,.606,hitter
Wilfredo Ledezma,2007,Detroit Tigers,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Scott Linebrink,2007,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Drew Macias,2007,San Diego Padres,0,1,0,0,0,0,0,.000,.000,.000,.000,hitter
Rob Mackowiak,2007,Chicago White Sox,237,34,66,6,36,23,53,.278,.354,.418,.772,hitter
Greg Maddux,2007,San Diego Padres,62,2,9,0,0,1,19,.145,.159,.177,.336,hitter
Paul McAnulty,2007,San Diego Padres,40,5,8,1,5,3,10,.200,.256,.300,.556,hitter
Cla Meredith,2007,San Diego Padres,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Colt Morton,2007,San Diego Padres,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brian Myrow,2007,San Diego Padres,10,0,1,0,1,1,4,.100,.250,.200,.450,hitter
Jake Peavy,2007,San Diego Padres,73,8,17,0,7,2,14,.233,.250,.315,.565,hitter
Aaron Rakers,2007,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Royce Ring,2007,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Oscar Robles,2007,San Diego Padres,26,0,6,0,2,2,4,.231,.286,.231,.517,hitter
Terrmel Sledge,2007,San Diego Padres,200,22,42,7,23,27,60,.210,.310,.360,.670,hitter
Craig Stansberry,2007,San Diego Padres,7,1,2,0,1,0,3,.286,.375,.286,.661,hitter
Tim Stauffer,2007,San Diego Padres,4,1,1,0,2,0,2,.250,.250,.250,.500,hitter
Joe Thatcher,2007,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mike Thompson,2007,San Diego Padres,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Brett Tomko,2007,Los Angeles Dodgers,23,0,0,0,1,1,16,.000,.042,.000,.042,hitter
David Wells,2007,San Diego Padres,38,1,4,0,0,0,12,.105,.105,.105,.210,hitter
Chris Young,2007,San Diego Padres,46,2,6,0,2,5,15,.130,.231,.152,.383,hitter
Cha Seung Baek,2007,Seattle Mariners,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Wladimir Balentien,2007,Seattle Mariners,3,1,2,1,4,0,0,.667,.500,2.000,2.500,hitter
Miguel Batista,2007,Seattle Mariners,6,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Adrian Beltré,2007,Seattle Mariners,595,87,164,26,99,38,104,.276,.319,.482,.801,hitter
Yuniesky Betancourt,2007,Seattle Mariners,536,72,155,9,67,15,48,.289,.308,.418,.726,hitter
Willie Bloomquist,2007,Seattle Mariners,173,28,48,2,13,10,35,.277,.321,.329,.650,hitter
Ben Broussard,2007,Seattle Mariners,240,27,66,7,29,17,50,.275,.330,.404,.734,hitter
Jamie Burke,2007,Seattle Mariners,113,19,34,1,12,7,17,.301,.363,.398,.761,hitter
Jeff Clement,2007,Seattle Mariners,16,4,6,2,3,3,3,.375,.474,.813,1.287,hitter
Jason Davis,2007,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jason Ellison,2007,Seattle Mariners,46,9,13,0,0,1,12,.283,.298,.283,.581,hitter
Ryan Feierabend,2007,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Nick Green,2007,Seattle Mariners,7,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Sean Green,2007,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jose Guillen,2007,Seattle Mariners,593,84,172,23,99,41,118,.290,.353,.460,.813,hitter
Félix Hernández,2007,Seattle Mariners,4,0,1,0,1,0,3,.250,.250,.250,.500,hitter
Raul Ibanez,2007,Seattle Mariners,573,80,167,21,105,53,97,.291,.351,.480,.831,hitter
Charlton Jimerson,2007,Seattle Mariners,2,5,2,1,1,0,0,1.000,1.000,2.500,3.500,hitter
Kenji Johjima,2007,Seattle Mariners,485,52,139,14,61,15,41,.287,.322,.433,.755,hitter
Rob Johnson,2007,Seattle Mariners,3,1,1,0,0,0,0,.333,.333,.333,.666,hitter
Adam Jones,2007,Seattle Mariners,65,16,16,2,4,4,21,.246,.300,.400,.700,hitter
Jose Lopez,2007,Seattle Mariners,524,58,132,11,62,20,64,.252,.284,.355,.639,hitter
Brandon Morrow,2007,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Michael Morse,2007,Seattle Mariners,18,1,8,0,3,1,4,.444,.500,.556,1.056,hitter
Eric O'Flaherty,2007,Seattle Mariners,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
John Parrish,2007,Baltimore Orioles,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
J.J. Putz,2007,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jeremy Reed,2007,Seattle Mariners,17,2,3,0,0,0,3,.176,.176,.294,.470,hitter
Chris Reitsma,2007,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Richie Sexson,2007,Seattle Mariners,434,58,89,21,63,51,100,.205,.295,.399,.694,hitter
George Sherrill,2007,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ichiro Suzuki,2007,Seattle Mariners,678,111,238,6,68,49,77,.351,.396,.431,.827,hitter
Jose Vidro,2007,Seattle Mariners,548,78,172,6,59,63,57,.314,.381,.394,.775,hitter
Jarrod Washburn,2007,Seattle Mariners,2,0,1,0,1,1,1,.500,.667,.500,1.167,hitter
Jeff Weaver,2007,Seattle Mariners,1,1,0,0,0,0,0,.000,.500,.000,.500,hitter
Rick White,2007,Houston Astros,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Jake Woods,2007,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Eliezer Alfonzo,2007,San Francisco Giants,64,5,16,1,6,2,23,.250,.284,.359,.643,hitter
Scott Atchison,2007,San Francisco Giants,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Rich Aurilia,2007,San Francisco Giants,329,40,83,5,33,22,45,.252,.304,.368,.672,hitter
Armando Benitez,2007,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Travis Blackley,2007,San Francisco Giants,3,0,1,0,0,0,1,.333,.333,.333,.666,hitter
Barry Bonds,2007,San Francisco Giants,340,75,94,28,66,132,54,.276,.480,.565,1.045,hitter
Matt Cain,2007,San Francisco Giants,57,3,4,2,4,2,32,.070,.102,.175,.277,hitter
Vinnie Chulk,2007,San Francisco Giants,3,0,1,0,0,0,0,.333,.333,.333,.666,hitter
Kevin Correia,2007,San Francisco Giants,15,0,1,0,0,1,4,.067,.125,.067,.192,hitter
Rajai Davis,2007,Pittsburgh Pirates,48,6,13,0,2,7,3,.271,.357,.354,.711,hitter
Ray Durham,2007,San Francisco Giants,464,56,101,11,71,53,75,.218,.295,.343,.638,hitter
Pedro Feliz,2007,San Francisco Giants,557,61,141,20,72,29,70,.253,.290,.418,.708,hitter
Luis Figueroa,2007,San Francisco Giants,5,1,1,0,0,0,0,.200,.200,.200,.400,hitter
Kevin Frandsen,2007,San Francisco Giants,264,26,71,5,31,21,24,.269,.331,.379,.710,hitter
Dan Giese,2007,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brad Hennessey,2007,San Francisco Giants,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ryan Klesko,2007,San Francisco Giants,362,51,94,6,44,46,68,.260,.344,.401,.745,hitter
Steve Kline,2007,San Francisco Giants,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Fred Lewis,2007,San Francisco Giants,157,34,45,3,19,19,32,.287,.374,.408,.782,hitter
Tim Lincecum,2007,San Francisco Giants,43,2,4,0,0,2,21,.093,.133,.116,.249,hitter
Todd Linden,2007,San Francisco Giants,55,6,10,0,3,5,23,.182,.250,.200,.450,hitter
Noah Lowry,2007,San Francisco Giants,57,3,5,1,5,1,15,.088,.103,.175,.278,hitter
Scott McClain,2007,San Francisco Giants,11,1,2,0,0,0,2,.182,.182,.182,.364,hitter
Randy Messenger,2007,Florida Marlins,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Pat Misch,2007,San Francisco Giants,9,0,1,0,0,0,3,.111,.111,.111,.222,hitter
Bengie Molina,2007,San Francisco Giants,497,38,137,19,81,15,53,.276,.298,.433,.731,hitter
Matt Morris,2007,San Francisco Giants,38,3,7,0,1,1,10,.184,.205,.211,.416,hitter
Scott Munter,2007,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Lance Niekro,2007,San Francisco Giants,17,0,3,0,0,1,5,.176,.222,.176,.398,hitter
Russ Ortiz,2007,San Francisco Giants,17,0,3,0,3,0,4,.176,.176,.235,.411,hitter
Daniel Ortmeier,2007,San Francisco Giants,157,20,45,6,16,7,41,.287,.317,.497,.814,hitter
Dave Roberts,2007,San Francisco Giants,396,61,103,2,23,42,66,.260,.331,.364,.695,hitter
Guillermo Rodriguez,2007,San Francisco Giants,87,10,22,1,14,10,17,.253,.327,.356,.683,hitter
Jonathan Sánchez,2007,San Francisco Giants,6,0,1,0,1,0,3,.167,.167,.333,.500,hitter
Nate Schierholtz,2007,San Francisco Giants,112,9,34,0,10,2,19,.304,.316,.402,.718,hitter
Mark Sweeney,2007,San Francisco Giants,90,18,23,2,10,13,18,.256,.368,.411,.779,hitter
Jack Taschner,2007,San Francisco Giants,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Erick Threets,2007,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Eugenio Velez,2007,San Francisco Giants,11,5,3,0,2,2,3,.273,.385,.636,1.021,hitter
Omar Vizquel,2007,San Francisco Giants,513,54,126,4,51,44,48,.246,.305,.316,.621,hitter
Tyler Walker,2007,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brian Wilson,2007,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Randy Winn,2007,San Francisco Giants,593,73,178,14,65,44,85,.300,.353,.445,.798,hitter
Barry Zito,2007,San Francisco Giants,62,2,7,0,3,2,16,.113,.141,.113,.254,hitter
Rick Ankiel,2007,St. Louis Cardinals,172,31,49,11,39,13,41,.285,.328,.535,.863,hitter
Brian Barden,2007,Arizona Diamondbacks,12,0,1,0,0,0,3,.083,.083,.083,.166,hitter
Gary Bennett,2007,St. Louis Cardinals,155,12,39,2,17,8,16,.252,.286,.335,.621,hitter
Russell Branyan,2007,San Diego Padres,122,16,24,7,19,21,48,.197,.322,.426,.748,hitter
Miguel Cairo,2007,New York Yankees,107,12,27,0,10,8,19,.252,.308,.318,.626,hitter
Chris Carpenter,2007,St. Louis Cardinals,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Troy Cate,2007,St. Louis Cardinals,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Andy Cavazos,2007,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Dennis Dove,2007,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chris Duncan,2007,St. Louis Cardinals,375,51,97,21,70,55,123,.259,.354,.480,.834,hitter
David Eckstein,2007,St. Louis Cardinals,434,58,134,3,31,24,22,.309,.356,.382,.738,hitter
Jim Edmonds,2007,St. Louis Cardinals,365,39,92,12,53,41,75,.252,.325,.403,.728,hitter
Juan Encarnacion,2007,St. Louis Cardinals,283,43,80,9,47,18,43,.283,.324,.445,.769,hitter
Brian Esposito,2007,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brian Falkenborg,2007,St. Louis Cardinals,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Randy Flores,2007,St. Louis Cardinals,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Ryan Franklin,2007,St. Louis Cardinals,2,0,1,0,1,0,1,.500,.500,.500,1.000,hitter
Josh Hancock,2007,St. Louis Cardinals,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jason Isringhausen,2007,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kelvin Jimenez,2007,St. Louis Cardinals,2,0,0,0,0,1,2,.000,.333,.000,.333,hitter
Tyler Johnson,2007,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Randy Keisler,2007,St. Louis Cardinals,6,1,1,0,0,0,2,.167,.167,.167,.334,hitter
Adam Kennedy,2007,St. Louis Cardinals,279,27,61,3,18,22,33,.219,.282,.290,.572,hitter
Braden Looper,2007,St. Louis Cardinals,53,6,10,0,6,4,19,.189,.259,.226,.485,hitter
Ryan Ludwick,2007,St. Louis Cardinals,303,42,81,14,52,26,72,.267,.339,.479,.818,hitter
Mike Maroth,2007,Detroit Tigers,4,1,1,0,0,0,1,.250,.250,.500,.750,hitter
Aaron Miles,2007,St. Louis Cardinals,414,55,120,2,32,25,40,.290,.328,.348,.676,hitter
Yadier Molina,2007,St. Louis Cardinals,353,30,97,6,40,34,43,.275,.340,.368,.708,hitter
Mark Mulder,2007,St. Louis Cardinals,2,0,1,0,0,0,1,.500,.500,.500,1.000,hitter
Troy Percival,2007,St. Louis Cardinals,4,0,0,0,0,0,4,.000,.000,.000,.000,hitter
Joel Pineiro,2007,Boston Red Sox,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Albert Pujols,2007,St. Louis Cardinals,565,99,185,32,103,99,58,.327,.429,.568,.997,hitter
Anthony Reyes,2007,St. Louis Cardinals,26,1,2,0,1,0,10,.077,.077,.077,.154,hitter
Scott Rolen,2007,St. Louis Cardinals,392,55,104,8,58,37,56,.265,.331,.398,.729,hitter
Brendan Ryan,2007,St. Louis Cardinals,180,30,52,4,12,15,19,.289,.347,.406,.753,hitter
Skip Schumaker,2007,St. Louis Cardinals,177,19,59,2,19,8,20,.333,.358,.458,.816,hitter
Scott Spiezio,2007,St. Louis Cardinals,223,31,60,4,31,27,40,.269,.354,.386,.740,hitter
Russ Springer,2007,St. Louis Cardinals,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Kelly Stinnett,2007,St. Louis Cardinals,82,7,13,1,5,5,22,.159,.207,.232,.439,hitter
So Taguchi,2007,St. Louis Cardinals,307,48,89,3,30,23,32,.290,.350,.368,.718,hitter
Brad Thompson,2007,St. Louis Cardinals,24,1,4,0,0,0,11,.167,.167,.167,.334,hitter
Adam Wainwright,2007,St. Louis Cardinals,62,4,18,1,6,3,18,.290,.323,.387,.710,hitter
Todd Wellemeyer,2007,St. Louis Cardinals,16,1,2,0,1,0,9,.125,.125,.125,.250,hitter
Kip Wells,2007,St. Louis Cardinals,53,7,17,1,5,0,19,.321,.321,.396,.717,hitter
Preston Wilson,2007,St. Louis Cardinals,64,6,14,1,5,4,17,.219,.265,.313,.578,hitter
Rocco Baldelli,2007,Tampa Bay Devil Rays,137,16,28,5,12,9,35,.204,.268,.358,.626,hitter
Grant Balfour,2007,Milwaukee Brewers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Shawn Camp,2007,Tampa Bay Devil Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jorge Cantu,2007,Tampa Bay Devil Rays,58,4,12,0,4,5,16,.207,.277,.224,.501,hitter
Raul Casanova,2007,Tampa Bay Devil Rays,79,12,20,6,11,7,17,.253,.315,.519,.834,hitter
