name,year,team,AB,R,H,HR,RBI,BB,K,AVG,OBP,SLG,OPS,playerType
Cliff Pennington,2009,Oakland Athletics,208,27,58,4,21,19,46,.279,.342,.418,.760,hitter
Gregorio Petit,2009,Oakland Athletics,31,2,7,0,1,0,6,.226,.226,.258,.484,hitter
Landon Powell,2009,Oakland Athletics,140,19,32,7,30,14,36,.229,.297,.429,.726,hitter
Russ Springer,2009,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kurt Suzuki,2009,Oakland Athletics,570,74,156,15,88,28,59,.274,.313,.421,.734,hitter
Ryan Sweeney,2009,Oakland Athletics,484,68,142,6,53,40,67,.293,.348,.407,.755,hitter
Brett Tomko,2009,New York Yankees,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Michael Wuertz,2009,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brad Ziegler,2009,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jose Ascanio,2009,Chicago Cubs,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Denny Bautista,2009,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brian Bixler,2009,Pittsburgh Pirates,44,5,10,0,3,2,26,.227,.261,.341,.602,hitter
Chris Bootcheck,2009,Pittsburgh Pirates,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Sean Burnett,2009,Pittsburgh Pirates,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Matt Capps,2009,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ronny Cedeno,2009,Seattle Mariners,186,15,31,5,17,10,50,.167,.213,.290,.503,hitter
Jesse Chavez,2009,Pittsburgh Pirates,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Anthony Claggett,2009,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Luis Alfonso Cruz,2009,Pittsburgh Pirates,70,5,15,0,2,6,7,.214,.282,.229,.511,hitter
Robinzon Diaz,2009,Pittsburgh Pirates,129,9,36,1,19,3,9,.279,.307,.357,.664,hitter
Ryan Doumit,2009,Pittsburgh Pirates,280,31,70,10,38,20,49,.250,.299,.414,.713,hitter
Zach Duke,2009,Pittsburgh Pirates,60,1,12,0,5,4,18,.200,.246,.233,.479,hitter
Phil Dumatrait,2009,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tom Gorzelanny,2009,Pittsburgh Pirates,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
John Grabow,2009,Pittsburgh Pirates,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Eric Hacker,2009,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Joel Hanrahan,2009,Washington Nationals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Craig Hansen,2009,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kevin Hart,2009,Chicago Cubs,9,2,2,0,1,0,3,.222,.222,.222,.444,hitter
Eric Hinske,2009,Pittsburgh Pirates,106,18,27,1,11,17,27,.255,.373,.368,.741,hitter
Steven Jackson,2009,Pittsburgh Pirates,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jason Jaramillo,2009,Pittsburgh Pirates,206,20,52,3,26,17,33,.252,.309,.364,.673,hitter
Garrett Jones,2009,Pittsburgh Pirates,314,45,92,21,44,40,76,.293,.372,.567,.939,hitter
Jeff Karstens,2009,Pittsburgh Pirates,22,2,1,0,0,2,12,.045,.160,.045,.205,hitter
Adam LaRoche,2009,Pittsburgh Pirates,324,46,80,12,40,41,81,.247,.329,.441,.770,hitter
Andy LaRoche,2009,Pittsburgh Pirates,524,64,135,12,64,50,84,.258,.330,.401,.731,hitter
Paul Maholm,2009,Pittsburgh Pirates,58,1,4,1,2,3,36,.069,.115,.138,.253,hitter
Andrew McCutchen,2009,Pittsburgh Pirates,433,74,124,12,54,54,83,.286,.365,.471,.836,hitter
Daniel McCutchen,2009,Pittsburgh Pirates,11,1,1,0,1,1,3,.091,.167,.091,.258,hitter
Nate McLouth,2009,Pittsburgh Pirates,168,27,43,9,34,21,29,.256,.349,.470,.819,hitter
Evan Meek,2009,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Lastings Milledge,2009,Washington Nationals,24,1,4,0,1,1,10,.167,.231,.167,.398,hitter
Craig Monroe,2009,Pittsburgh Pirates,79,8,17,3,16,7,21,.215,.287,.354,.641,hitter
Nyjer Morgan,2009,Pittsburgh Pirates,278,39,77,2,27,29,49,.277,.351,.356,.707,hitter
Charlie Morton,2009,Pittsburgh Pirates,31,1,4,0,1,0,15,.129,.129,.129,.258,hitter
Brandon Moss,2009,Pittsburgh Pirates,385,47,91,7,41,34,84,.236,.304,.364,.668,hitter
Ross Ohlendorf,2009,Pittsburgh Pirates,59,1,4,0,0,1,23,.068,.083,.068,.151,hitter
Steve Pearce,2009,Pittsburgh Pirates,165,19,34,4,16,21,43,.206,.296,.370,.666,hitter
Jeff Salazar,2009,Pittsburgh Pirates,23,1,1,0,1,3,7,.043,.154,.043,.197,hitter
Freddy Sanchez,2009,Pittsburgh Pirates,355,45,105,6,34,20,60,.296,.334,.442,.776,hitter
Ian Snell,2009,Pittsburgh Pirates,23,0,4,0,1,0,10,.174,.174,.174,.348,hitter
Virgil Vasquez,2009,Pittsburgh Pirates,10,0,0,0,0,0,4,.000,.000,.000,.000,hitter
Ramón Vázquez,2009,Pittsburgh Pirates,204,17,47,1,16,31,47,.230,.335,.279,.614,hitter
Donnie Veal,2009,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Neil Walker,2009,Pittsburgh Pirates,36,5,7,0,0,4,11,.194,.275,.222,.497,hitter
Jack Wilson,2009,Pittsburgh Pirates,266,26,71,4,31,15,31,.267,.304,.387,.691,hitter
Tyler Yates,2009,Pittsburgh Pirates,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Delwyn Young,2009,Pittsburgh Pirates,354,40,94,7,43,29,90,.266,.326,.381,.707,hitter
Mike Adams,2009,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Eliezer Alfonzo,2009,San Diego Padres,114,6,20,2,8,3,34,.175,.197,.254,.451,hitter
Josh Banks,2009,San Diego Padres,4,1,0,0,0,2,0,.000,.333,.000,.333,hitter
Heath Bell,2009,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Henry Blanco,2009,San Diego Padres,204,21,48,6,16,26,50,.235,.320,.382,.702,hitter
Kyle Blanks,2009,San Diego Padres,148,24,37,10,22,18,55,.250,.355,.514,.869,hitter
Chris Burke,2009,San Diego Padres,82,8,17,1,5,6,16,.207,.270,.305,.575,hitter
Greg Burke,2009,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Everth Cabrera,2009,San Diego Padres,377,59,96,2,31,46,88,.255,.342,.361,.703,hitter
Cesar Carrillo,2009,San Diego Padres,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Kevin Correia,2009,San Diego Padres,55,2,8,0,0,2,21,.145,.175,.164,.339,hitter
Frankie De La Cruz,2009,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Luis Durango,2009,San Diego Padres,11,3,6,0,0,2,2,.545,.615,.545,1.160,hitter
David Eckstein,2009,San Diego Padres,503,64,131,2,51,39,46,.260,.323,.334,.657,hitter
Mike Ekstrom,2009,San Diego Padres,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Cliff Floyd,2009,San Diego Padres,16,0,2,0,0,1,7,.125,.176,.125,.301,hitter
Ernesto Frieri,2009,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Sean Gallagher,2009,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chad Gaudin,2009,San Diego Padres,28,0,1,0,0,1,14,.036,.069,.036,.105,hitter
Josh Geer,2009,San Diego Padres,24,2,4,0,1,2,10,.167,.231,.208,.439,hitter
Jody Gerut,2009,San Diego Padres,113,17,25,4,14,5,22,.221,.248,.381,.629,hitter
Brian Giles,2009,San Diego Padres,225,18,43,2,23,26,31,.191,.277,.271,.548,hitter
Adrián González,2009,San Diego Padres,552,90,153,40,99,119,109,.277,.407,.551,.958,hitter
Edgar Gonzalez,2009,San Diego Padres,153,16,33,4,18,11,36,.216,.278,.373,.651,hitter
Luke Gregerson,2009,San Diego Padres,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tony Gwynn Jr.,2009,San Diego Padres,393,59,106,2,21,48,65,.270,.350,.344,.694,hitter
Scott Hairston,2009,San Diego Padres,197,26,59,10,29,17,45,.299,.358,.533,.891,hitter
Chase Headley,2009,San Diego Padres,543,62,142,12,64,62,133,.262,.342,.392,.734,hitter
Shawn Hill,2009,San Diego Padres,4,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Nick Hundley,2009,San Diego Padres,256,23,61,8,30,28,76,.238,.313,.406,.719,hitter
Kevin Kouzmanoff,2009,San Diego Padres,529,50,135,18,88,27,106,.255,.302,.420,.722,hitter
Mat Latos,2009,San Diego Padres,19,0,1,0,0,0,9,.053,.053,.053,.106,hitter
Wade LeBlanc,2009,San Diego Padres,13,0,1,0,0,1,3,.077,.143,.077,.220,hitter
Jose Lobaton,2009,San Diego Padres,17,0,3,0,0,0,5,.176,.176,.176,.352,hitter
Arturo Lopez,2009,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Drew Macias,2009,San Diego Padres,76,8,15,1,7,13,15,.197,.322,.316,.638,hitter
Cla Meredith,2009,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Edwin Moreno,2009,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Edward Mujica,2009,San Diego Padres,8,1,2,0,0,0,2,.250,.250,.250,.500,hitter
Jake Peavy,2009,San Diego Padres,23,2,2,0,0,1,4,.087,.125,.087,.212,hitter
Luis Perdomo,2009,San Diego Padres,6,0,0,0,0,0,5,.000,.000,.000,.000,hitter
Aaron Poreda,2009,Chicago White Sox,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Cesár Ramos,2009,San Diego Padres,4,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Clayton Richard,2009,Chicago White Sox,3,1,1,0,0,0,1,.333,.333,.667,1.000,hitter
Luis Antonio Rodriguez,2009,San Diego Padres,208,18,42,2,16,37,23,.202,.319,.260,.579,hitter
Adam Russell,2009,San Diego Padres,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Oscar Salazar,2009,Baltimore Orioles,31,4,13,2,6,2,4,.419,.455,.613,1.068,hitter
Duaner Sanchez,2009,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Walter Silva,2009,San Diego Padres,8,2,3,0,0,0,3,.375,.375,.375,.750,hitter
Craig Stansberry,2009,San Diego Padres,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Tim Stauffer,2009,San Diego Padres,23,1,4,0,0,1,13,.174,.240,.174,.414,hitter
Joe Thatcher,2009,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Will Venable,2009,San Diego Padres,293,38,75,12,38,25,89,.256,.323,.440,.763,hitter
Ryan Webb,2009,San Diego Padres,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Josh Wilson,2009,Arizona Diamondbacks,26,1,6,0,2,3,3,.231,.333,.269,.602,hitter
Chris Young,2009,San Diego Padres,23,2,6,0,2,2,7,.261,.320,.261,.581,hitter
David Aardsma,2009,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Wladimir Balentien,2009,Seattle Mariners,155,18,33,4,13,13,43,.213,.271,.355,.626,hitter
Miguel Batista,2009,Seattle Mariners,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Adrian Beltré,2009,Seattle Mariners,449,54,119,8,44,19,74,.265,.304,.379,.683,hitter
Yuniesky Betancourt,2009,Seattle Mariners,224,15,56,2,22,10,18,.250,.278,.330,.608,hitter
Russell Branyan,2009,Seattle Mariners,431,64,108,31,76,58,149,.251,.347,.520,.867,hitter
Jamie Burke,2009,Seattle Mariners,41,1,5,1,1,2,13,.122,.163,.195,.358,hitter
Mike Carp,2009,Seattle Mariners,54,7,17,1,5,8,10,.315,.415,.463,.878,hitter
Ronny Cedeno,2009,Seattle Mariners,186,15,31,5,17,10,50,.167,.213,.290,.503,hitter
Endy Chavez,2009,Seattle Mariners,161,17,44,2,13,14,22,.273,.328,.342,.670,hitter
Roy Corcoran,2009,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ken Griffey Jr.,2009,Seattle Mariners,387,44,83,19,57,63,80,.214,.324,.411,.735,hitter
Franklin Gutierrez,2009,Seattle Mariners,565,85,160,18,70,46,122,.283,.339,.425,.764,hitter
Bill Hall,2009,Milwaukee Brewers,214,22,43,6,24,19,72,.201,.265,.341,.606,hitter
Jack Hannahan,2009,Oakland Athletics,119,12,23,1,8,13,36,.193,.278,.303,.581,hitter
Félix Hernández,2009,Seattle Mariners,6,1,0,0,0,1,3,.000,.143,.000,.143,hitter
Chris Jakubauskas,2009,Seattle Mariners,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Kenji Johjima,2009,Seattle Mariners,239,24,59,9,22,12,28,.247,.296,.406,.702,hitter
Rob Johnson,2009,Seattle Mariners,258,21,55,2,27,26,60,.213,.289,.326,.615,hitter
Ryan Langerhans,2009,Seattle Mariners,101,12,22,3,10,14,28,.218,.311,.386,.697,hitter
Jose Lopez,2009,Seattle Mariners,613,69,167,25,96,24,69,.272,.303,.463,.766,hitter
Mark Lowe,2009,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Adam Moore,2009,Seattle Mariners,23,4,5,1,2,0,7,.217,.250,.391,.641,hitter
Brandon Morrow,2009,Seattle Mariners,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Garrett Olson,2009,Seattle Mariners,3,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Guillermo Quiroz,2009,Seattle Mariners,14,0,4,0,2,0,3,.286,.286,.286,.572,hitter
Michael Saunders,2009,Seattle Mariners,122,13,27,0,4,6,40,.221,.258,.279,.537,hitter
Chris Shelton,2009,Seattle Mariners,26,1,6,0,4,2,11,.231,.286,.308,.594,hitter
Ian Snell,2009,Pittsburgh Pirates,23,0,4,0,1,0,10,.174,.174,.174,.348,hitter
Ichiro Suzuki,2009,Seattle Mariners,639,88,225,11,46,32,71,.352,.386,.465,.851,hitter
Mike Sweeney,2009,Seattle Mariners,242,25,68,8,34,17,31,.281,.335,.442,.777,hitter
Matt Tuiasosopo,2009,Seattle Mariners,22,2,5,1,2,2,5,.227,.280,.409,.689,hitter
Jason Vargas,2009,Seattle Mariners,4,0,1,0,0,0,2,.250,.250,.250,.500,hitter
Jarrod Washburn,2009,Seattle Mariners,3,1,0,0,0,0,2,.000,.000,.000,.000,hitter
Sean White,2009,Seattle Mariners,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jack Wilson,2009,Pittsburgh Pirates,266,26,71,4,31,15,31,.267,.304,.387,.691,hitter
Josh Wilson,2009,Arizona Diamondbacks,26,1,6,0,2,3,3,.231,.333,.269,.602,hitter
Chris Woodward,2009,Seattle Mariners,67,7,16,0,5,5,15,.239,.288,.254,.542,hitter
Jeremy Affeldt,2009,San Francisco Giants,2,0,1,0,0,0,0,.500,.500,.500,1.000,hitter
Rich Aurilia,2009,San Francisco Giants,122,10,26,2,16,8,24,.213,.256,.279,.535,hitter
John Bowker,2009,San Francisco Giants,67,7,13,2,7,4,18,.194,.247,.373,.620,hitter
Madison Bumgarner,2009,San Francisco Giants,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Emmanuel Burriss,2009,San Francisco Giants,202,18,48,0,13,14,34,.238,.292,.267,.559,hitter
Matt Cain,2009,San Francisco Giants,60,2,9,0,3,4,31,.150,.203,.217,.420,hitter
Matt Downs,2009,San Francisco Giants,53,6,9,1,2,6,13,.170,.250,.264,.514,hitter
Kevin Frandsen,2009,San Francisco Giants,50,3,7,0,1,3,4,.140,.204,.180,.384,hitter
Ryan Garko,2009,Cleveland Indians,239,29,68,11,39,20,40,.285,.362,.464,.826,hitter
Jesus Guzman,2009,San Francisco Giants,20,0,5,0,0,0,3,.250,.250,.250,.500,hitter
Alex Hinshaw,2009,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Steve Holm,2009,San Francisco Giants,7,1,2,0,0,2,0,.286,.444,.286,.730,hitter
Bob Howry,2009,San Francisco Giants,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Travis Ishikawa,2009,San Francisco Giants,326,49,85,9,39,30,89,.261,.329,.387,.716,hitter
Waldis Joaquin,2009,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Randy Johnson,2009,San Francisco Giants,26,1,2,0,0,1,16,.077,.111,.077,.188,hitter
Fred Lewis,2009,San Francisco Giants,295,49,76,4,20,36,84,.258,.348,.390,.738,hitter
Tim Lincecum,2009,San Francisco Giants,66,8,10,0,3,6,36,.152,.219,.167,.386,hitter
Joe Martinez,2009,San Francisco Giants,8,2,2,0,0,0,1,.250,.250,.375,.625,hitter
Osiris Matos,2009,San Francisco Giants,1,0,1,0,1,0,0,1.000,1.000,1.000,2.000,hitter
Brandon Medders,2009,San Francisco Giants,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Justin Miller,2009,San Francisco Giants,3,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Pat Misch,2009,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Bengie Molina,2009,San Francisco Giants,491,52,130,20,80,13,68,.265,.285,.442,.727,hitter
Brad Penny,2009,Boston Red Sox,5,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Buster Posey,2009,San Francisco Giants,17,1,2,0,0,0,4,.118,.118,.118,.236,hitter
Edgar Renteria,2009,San Francisco Giants,460,50,115,5,48,39,69,.250,.307,.328,.635,hitter
Ryan Rohlinger,2009,San Francisco Giants,19,0,3,0,4,1,6,.158,.200,.211,.411,hitter
Sergio Romo,2009,San Francisco Giants,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Aaron Rowand,2009,San Francisco Giants,499,61,130,15,64,30,125,.261,.319,.419,.738,hitter
Dan Runzler,2009,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ryan Sadowski,2009,San Francisco Giants,10,0,1,0,0,0,6,.100,.100,.100,.200,hitter
Freddy Sanchez,2009,Pittsburgh Pirates,355,45,105,6,34,20,60,.296,.334,.442,.776,hitter
Jonathan Sánchez,2009,San Francisco Giants,41,2,3,0,0,4,27,.073,.174,.073,.247,hitter
Pablo Sandoval,2009,San Francisco Giants,572,79,189,25,90,52,83,.330,.387,.556,.943,hitter
Nate Schierholtz,2009,San Francisco Giants,285,33,76,5,29,16,58,.267,.302,.400,.702,hitter
Andres Torres,2009,San Francisco Giants,152,30,41,6,23,16,45,.270,.343,.533,.876,hitter
Juan Uribe,2009,San Francisco Giants,398,50,115,16,55,25,82,.289,.329,.495,.824,hitter
Merkin Valdez,2009,San Francisco Giants,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Eugenio Velez,2009,San Francisco Giants,285,40,76,5,31,16,55,.267,.308,.400,.708,hitter
Eli Whiteside,2009,San Francisco Giants,127,15,29,2,13,4,30,.228,.269,.339,.608,hitter
Brian Wilson,2009,San Francisco Giants,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Randy Winn,2009,San Francisco Giants,538,65,141,2,51,47,93,.262,.318,.353,.671,hitter
Barry Zito,2009,San Francisco Giants,51,2,6,0,0,4,16,.118,.182,.118,.300,hitter
Rick Ankiel,2009,St. Louis Cardinals,372,50,86,11,38,26,99,.231,.285,.387,.672,hitter
Brian Barden,2009,St. Louis Cardinals,103,13,24,4,10,6,21,.233,.286,.379,.665,hitter
Mitchell Boggs,2009,St. Louis Cardinals,14,1,1,0,0,0,6,.071,.071,.143,.214,hitter
Blaine Boyer,2009,Atlanta Braves,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chris Carpenter,2009,St. Louis Cardinals,63,3,11,1,7,2,13,.175,.212,.270,.482,hitter
Mark DeRosa,2009,Cleveland Indians,278,47,75,13,50,29,63,.270,.342,.457,.799,hitter
Chris Duncan,2009,St. Louis Cardinals,260,25,59,5,32,41,67,.227,.329,.358,.687,hitter
Ryan Franklin,2009,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
David Freese,2009,St. Louis Cardinals,31,3,10,1,7,2,7,.323,.353,.484,.837,hitter
Troy Glaus,2009,St. Louis Cardinals,29,2,5,0,2,3,8,.172,.250,.241,.491,hitter
Khalil Greene,2009,St. Louis Cardinals,170,21,34,6,24,15,35,.200,.272,.347,.619,hitter
Tyler Greene,2009,St. Louis Cardinals,108,9,24,2,7,4,32,.222,.270,.324,.594,hitter
Blake Hawksworth,2009,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jarrett Hoffpauir,2009,St. Louis Cardinals,12,1,3,0,2,4,2,.250,.438,.417,.855,hitter
Matt Holliday,2009,Oakland Athletics,346,52,99,11,54,46,58,.286,.378,.454,.832,hitter
Josh Kinney,2009,St. Louis Cardinals,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Jason LaRue,2009,St. Louis Cardinals,104,10,25,2,6,3,22,.240,.288,.327,.615,hitter
Kyle Lohse,2009,St. Louis Cardinals,37,3,8,0,2,1,7,.216,.275,.216,.491,hitter
Ryan Ludwick,2009,St. Louis Cardinals,486,63,129,22,97,41,106,.265,.329,.447,.776,hitter
Julio Lugo,2009,Boston Red Sox,109,16,31,1,8,12,18,.284,.352,.367,.719,hitter
Kyle McClellan,2009,St. Louis Cardinals,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Trever Miller,2009,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Yadier Molina,2009,St. Louis Cardinals,481,45,141,6,54,50,39,.293,.366,.383,.749,hitter
Clayton Mortensen,2009,St. Louis Cardinals,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jason Motte,2009,St. Louis Cardinals,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Matt Pagnozzi,2009,St. Louis Cardinals,3,1,0,0,0,1,0,.000,.250,.000,.250,hitter
Chris Perez,2009,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Joel Pineiro,2009,St. Louis Cardinals,66,4,9,0,4,4,33,.136,.186,.167,.353,hitter
Albert Pujols,2009,St. Louis Cardinals,568,124,186,47,135,115,64,.327,.443,.658,1.101,hitter
Colby Rasmus,2009,St. Louis Cardinals,474,72,119,16,52,36,95,.251,.307,.407,.714,hitter
Dennys Reyes,2009,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Shane Robinson,2009,St. Louis Cardinals,25,1,6,0,1,0,2,.240,.231,.280,.511,hitter
Brendan Ryan,2009,St. Louis Cardinals,390,55,114,3,37,24,56,.292,.340,.400,.740,hitter
Skip Schumaker,2009,St. Louis Cardinals,532,85,161,4,35,52,69,.303,.364,.393,.757,hitter
John Smoltz,2009,Boston Red Sox,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Nick Stavinoha,2009,St. Louis Cardinals,87,6,20,2,17,2,15,.230,.242,.379,.621,hitter
Brad Thompson,2009,St. Louis Cardinals,12,0,1,0,0,0,7,.083,.083,.083,.166,hitter
Joe Thurston,2009,St. Louis Cardinals,267,27,60,1,25,33,56,.225,.316,.330,.646,hitter
Jess Todd,2009,St. Louis Cardinals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Adam Wainwright,2009,St. Louis Cardinals,89,7,16,2,4,1,26,.180,.189,.326,.515,hitter
P.J. Walters,2009,St. Louis Cardinals,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Todd Wellemeyer,2009,St. Louis Cardinals,39,1,5,0,0,0,16,.128,.128,.128,.256,hitter
Winston Abreu,2009,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Willy Aybar,2009,Tampa Bay Rays,296,38,75,12,41,34,54,.253,.331,.416,.747,hitter
