name,year,team,AB,R,H,HR,RBI,BB,K,AVG,OBP,SLG,OPS,playerType
Grant Balfour,2009,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jason Bartlett,2009,Tampa Bay Rays,500,90,160,14,66,54,89,.320,.389,.490,.879,hitter
Jeff Bennett,2009,Atlanta Braves,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Reid Brignac,2009,Tampa Bay Rays,90,10,25,1,6,3,20,.278,.301,.444,.745,hitter
Pat Burrell,2009,Tampa Bay Rays,412,45,91,14,64,57,119,.221,.315,.367,.682,hitter
Randy Choate,2009,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Lance Cormier,2009,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Carl Crawford,2009,Tampa Bay Rays,606,96,185,15,68,51,99,.305,.364,.452,.816,hitter
Joe Dillon,2009,Tampa Bay Rays,30,4,9,1,2,3,4,.300,.400,.400,.800,hitter
Matt Garza,2009,Tampa Bay Rays,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Gabe Gross,2009,Tampa Bay Rays,282,31,64,6,36,42,79,.227,.326,.355,.681,hitter
Michel Hernandez,2009,Tampa Bay Rays,99,12,24,1,12,7,12,.242,.292,.323,.615,hitter
J.P. Howell,2009,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jason Isringhausen,2009,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Akinori Iwamura,2009,Tampa Bay Rays,231,28,67,1,22,24,44,.290,.355,.390,.745,hitter
Matt Joyce,2009,Tampa Bay Rays,32,3,6,3,7,3,7,.188,.270,.500,.770,hitter
Gabe Kapler,2009,Tampa Bay Rays,205,26,49,8,32,29,39,.239,.329,.439,.768,hitter
Evan Longoria,2009,Tampa Bay Rays,584,100,164,33,113,72,140,.281,.364,.526,.890,hitter
Dioner Navarro,2009,Tampa Bay Rays,376,38,82,8,32,18,51,.218,.261,.322,.583,hitter
Joe Nelson,2009,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jeff Niemann,2009,Tampa Bay Rays,5,0,0,0,0,0,4,.000,.000,.000,.000,hitter
Carlos Pena,2009,Tampa Bay Rays,471,91,107,39,100,87,163,.227,.356,.537,.893,hitter
Troy Percival,2009,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Fernando Perez,2009,Tampa Bay Rays,34,4,7,0,2,0,11,.206,.206,.206,.412,hitter
David Price,2009,Tampa Bay Rays,3,0,1,0,0,0,0,.333,.333,.333,.666,hitter
Chris Richard,2009,Tampa Bay Rays,19,1,2,0,0,4,7,.105,.261,.105,.366,hitter
Shawn Riggans,2009,Tampa Bay Rays,14,2,2,1,1,0,3,.143,.143,.357,.500,hitter
James Shields,2009,Tampa Bay Rays,4,0,0,0,0,1,2,.000,.200,.000,.200,hitter
Brian Shouse,2009,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Andy Sonnanstine,2009,Tampa Bay Rays,11,3,3,0,1,1,6,.273,.333,.364,.697,hitter
Russ Springer,2009,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Dale Thayer,2009,Tampa Bay Rays,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
B.J. Upton,2009,Tampa Bay Rays,560,79,135,11,55,57,152,.241,.313,.373,.686,hitter
Dan Wheeler,2009,Tampa Bay Rays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Gregg Zaun,2009,Baltimore Orioles,168,23,41,4,13,27,30,.244,.355,.375,.730,hitter
Ben Zobrist,2009,Tampa Bay Rays,501,91,149,27,91,91,104,.297,.405,.543,.948,hitter
Elvis Andrus,2009,Texas Rangers,480,72,128,6,40,40,77,.267,.329,.373,.702,hitter
Joaquin Arias,2009,Texas Rangers,8,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Hank Blalock,2009,Texas Rangers,462,62,108,25,66,26,108,.234,.277,.459,.736,hitter
Brandon Boggs,2009,Texas Rangers,17,0,1,0,0,1,8,.059,.111,.118,.229,hitter
Julio Borbon,2009,Texas Rangers,157,30,49,4,20,15,28,.312,.376,.414,.790,hitter
Marlon Byrd,2009,Texas Rangers,547,66,155,20,89,32,98,.283,.329,.479,.808,hitter
Nelson Cruz,2009,Texas Rangers,462,75,120,33,76,49,118,.260,.332,.524,.856,hitter
Chris Davis,2009,Texas Rangers,391,48,93,21,59,24,150,.238,.284,.442,.726,hitter
Scott Feldman,2009,Texas Rangers,5,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Frank Francisco,2009,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Craig Gentry,2009,Texas Rangers,17,4,2,0,1,2,5,.118,.211,.176,.387,hitter
Esteban German,2009,Texas Rangers,46,9,14,0,4,4,7,.304,.360,.391,.751,hitter
Greg Golson,2009,Texas Rangers,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Jason Grilli,2009,Colorado Rockies,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Eddie Guardado,2009,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Josh Hamilton,2009,Texas Rangers,336,43,90,10,54,24,79,.268,.315,.426,.741,hitter
Matt Harrison,2009,Texas Rangers,1,1,0,0,0,1,1,.000,.500,.000,.500,hitter
Derek Holland,2009,Texas Rangers,5,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Jason Jennings,2009,Texas Rangers,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Andruw Jones,2009,Texas Rangers,281,43,60,17,43,45,72,.214,.323,.459,.782,hitter
Ian Kinsler,2009,Texas Rangers,566,101,143,31,86,59,77,.253,.327,.488,.815,hitter
Doug Mathis,2009,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brandon McCarthy,2009,Texas Rangers,4,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Kevin Millwood,2009,Texas Rangers,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
David Murphy,2009,Texas Rangers,432,61,116,17,57,49,106,.269,.338,.447,.785,hitter
Darren O'Day,2009,New York Mets,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Vicente Padilla,2009,Texas Rangers,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Kevin Richardson,2009,Texas Rangers,6,2,3,0,0,0,2,.500,.500,.500,1.000,hitter
Ivan Rodriguez,2009,Houston Astros,327,41,82,8,34,13,74,.251,.280,.382,.662,hitter
Jarrod Saltalamacchia,2009,Texas Rangers,283,34,66,9,34,22,97,.233,.290,.371,.661,hitter
Taylor Teagarden,2009,Texas Rangers,198,26,43,6,24,14,76,.217,.270,.374,.644,hitter
Omar Vizquel,2009,Texas Rangers,177,17,47,1,14,13,27,.266,.316,.345,.661,hitter
C.J. Wilson,2009,Texas Rangers,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Michael Young,2009,Texas Rangers,541,76,174,22,68,47,90,.322,.374,.518,.892,hitter
Jeremy Accardo,2009,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Russ Adams,2009,Toronto Blue Jays,20,2,4,0,0,1,1,.200,.238,.200,.438,hitter
Rod Barajas,2009,Toronto Blue Jays,429,43,97,19,71,20,76,.226,.258,.403,.661,hitter
Michael Barrett,2009,Toronto Blue Jays,18,3,3,1,2,1,5,.167,.211,.333,.544,hitter
José Bautista,2009,Toronto Blue Jays,336,54,79,13,40,56,85,.235,.349,.408,.757,hitter
Shawn Camp,2009,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jesse Carlson,2009,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brett Cecil,2009,Toronto Blue Jays,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Raul Chavez,2009,Toronto Blue Jays,159,10,41,2,15,6,23,.258,.285,.346,.631,hitter
David Dellucci,2009,Cleveland Indians,40,3,11,0,1,2,12,.275,.333,.350,.683,hitter
Scott Downs,2009,Toronto Blue Jays,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Edwin Encarnación,2009,Cincinnati Reds,139,10,29,5,16,24,38,.209,.333,.374,.707,hitter
Jason Frasor,2009,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Roy Halladay,2009,Toronto Blue Jays,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Dirk Hayhurst,2009,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Aaron Hill,2009,Toronto Blue Jays,682,103,195,36,108,42,98,.286,.330,.499,.829,hitter
Joe Inglett,2009,Toronto Blue Jays,89,11,25,0,6,8,21,.281,.347,.348,.695,hitter
Casey Janssen,2009,Toronto Blue Jays,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brandon League,2009,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Adam Lind,2009,Toronto Blue Jays,587,93,179,35,114,58,110,.305,.370,.562,.932,hitter
John McDonald,2009,Toronto Blue Jays,151,18,39,4,13,1,18,.258,.271,.384,.655,hitter
Kevin Millar,2009,Toronto Blue Jays,251,29,56,7,29,31,49,.223,.311,.363,.674,hitter
Brad Mills,2009,Toronto Blue Jays,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Lyle Overbay,2009,Toronto Blue Jays,423,57,112,16,64,74,95,.265,.372,.466,.838,hitter
Kyle Phillips,2009,Toronto Blue Jays,18,1,5,0,2,0,4,.278,.278,.444,.722,hitter
Scott Richmond,2009,Toronto Blue Jays,6,0,0,0,0,0,5,.000,.000,.000,.000,hitter
Alex Rios,2009,Toronto Blue Jays,436,52,115,14,62,31,78,.264,.317,.427,.744,hitter
Josh Roenicke,2009,Cincinnati Reds,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Scott Rolen,2009,Toronto Blue Jays,338,52,108,8,43,26,42,.320,.370,.476,.846,hitter
Ricky Romero,2009,Toronto Blue Jays,6,0,0,0,0,0,4,.000,.000,.000,.000,hitter
Randy Ruiz,2009,Toronto Blue Jays,115,25,36,10,17,10,35,.313,.385,.635,1.020,hitter
B.J. Ryan,2009,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Marco Scutaro,2009,Toronto Blue Jays,574,100,162,12,60,90,75,.282,.379,.409,.788,hitter
Travis Snider,2009,Toronto Blue Jays,241,34,58,9,29,29,78,.241,.328,.419,.747,hitter
Brian Tallet,2009,Toronto Blue Jays,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Vernon Wells,2009,Toronto Blue Jays,630,84,164,15,66,48,86,.260,.311,.400,.711,hitter
Brian Wolfe,2009,Toronto Blue Jays,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Luis Ayala,2009,Minnesota Twins,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Scott Baker,2009,Minnesota Twins,6,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Nick Blackburn,2009,Minnesota Twins,4,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Craig Breslow,2009,Oakland Athletics,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brian Buscher,2009,Minnesota Twins,136,14,32,2,12,24,35,.235,.360,.316,.676,hitter
Orlando Cabrera,2009,Oakland Athletics,414,41,116,4,41,25,39,.280,.318,.365,.683,hitter
Alexi Casilla,2009,Minnesota Twins,228,25,46,0,17,22,36,.202,.280,.259,.539,hitter
Jesse Crain,2009,Minnesota Twins,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Joe Crede,2009,Minnesota Twins,333,42,75,15,48,29,56,.225,.289,.414,.703,hitter
Michael Cuddyer,2009,Minnesota Twins,588,93,162,32,94,54,118,.276,.342,.520,.862,hitter
R.A. Dickey,2009,Minnesota Twins,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Carlos Gómez,2009,Minnesota Twins,315,51,72,3,28,22,72,.229,.287,.337,.624,hitter
Matt Guerrier,2009,Minnesota Twins,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brendan Harris,2009,Minnesota Twins,414,44,108,6,37,29,78,.261,.310,.362,.672,hitter
Sean Henn,2009,Minnesota Twins,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Justin Huber,2009,Minnesota Twins,2,0,1,0,0,0,0,.500,.500,.500,1.000,hitter
Bob Keppel,2009,Minnesota Twins,0,0,0,0,0,1,0,.000,1.000,.000,1.000,hitter
Jason Kubel,2009,Minnesota Twins,514,73,154,28,103,56,106,.300,.369,.539,.908,hitter
Francisco Liriano,2009,Minnesota Twins,5,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Ron Mahay,2009,Kansas City Royals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Joe Mauer,2009,Minnesota Twins,523,94,191,28,96,76,63,.365,.444,.587,1.031,hitter
Jose Mijares,2009,Minnesota Twins,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jose Morales,2009,Minnesota Twins,119,14,37,0,7,14,22,.311,.381,.361,.742,hitter
Justin Morneau,2009,Minnesota Twins,508,85,139,30,100,72,86,.274,.363,.516,.879,hitter
Kevin Mulvey,2009,Arizona Diamondbacks,7,0,1,0,0,0,3,.143,.143,.143,.286,hitter
Joe Nathan,2009,Minnesota Twins,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Carl Pavano,2009,Cleveland Indians,2,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Glen Perkins,2009,Minnesota Twins,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Jason Pridie,2009,Minnesota Twins,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Nick Punto,2009,Minnesota Twins,359,56,82,1,38,61,70,.228,.337,.284,.621,hitter
Jon Rauch,2009,Arizona Diamondbacks,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mike Redmond,2009,Minnesota Twins,135,9,32,0,7,11,19,.237,.299,.289,.588,hitter
Kevin Slowey,2009,Minnesota Twins,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Denard Span,2009,Minnesota Twins,578,97,180,8,68,70,89,.311,.392,.415,.807,hitter
Anthony Swarzak,2009,Minnesota Twins,2,0,0,0,0,0,2,.000,.000,.000,.000,hitter
Matt Tolbert,2009,Minnesota Twins,198,28,46,2,19,21,37,.232,.303,.308,.611,hitter
Delmon Young,2009,Minnesota Twins,395,50,112,12,60,12,92,.284,.308,.425,.733,hitter
Paul Bako,2009,Philadelphia Phillies,116,12,26,3,9,13,32,.224,.308,.336,.644,hitter
Antonio Bastardo,2009,Philadelphia Phillies,6,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Joe Blanton,2009,Philadelphia Phillies,55,4,7,0,1,4,21,.127,.200,.127,.327,hitter
Eric Bruntlett,2009,Philadelphia Phillies,105,15,18,0,7,5,26,.171,.224,.238,.462,hitter
Miguel Cairo,2009,Philadelphia Phillies,45,6,12,1,2,0,4,.267,.283,.422,.705,hitter
Drew Carpenter,2009,Philadelphia Phillies,3,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Clay Condrey,2009,Philadelphia Phillies,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Chris Coste,2009,Philadelphia Phillies,102,12,25,2,8,14,27,.245,.342,.382,.724,hitter
Greg Dobbs,2009,Philadelphia Phillies,154,15,38,5,20,11,29,.247,.296,.383,.679,hitter
Chad Durbin,2009,Philadelphia Phillies,7,0,1,0,0,0,3,.143,.143,.143,.286,hitter
Sergio Escalona,2009,Philadelphia Phillies,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Scott Eyre,2009,Philadelphia Phillies,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Pedro Feliz,2009,Philadelphia Phillies,580,62,154,12,82,35,68,.266,.308,.386,.694,hitter
Ben Francisco,2009,Cleveland Indians,308,48,77,10,33,33,59,.250,.336,.422,.758,hitter
Cole Hamels,2009,Philadelphia Phillies,61,6,9,0,5,1,29,.148,.161,.197,.358,hitter
J.A. Happ,2009,Philadelphia Phillies,43,2,4,0,1,1,15,.093,.114,.116,.230,hitter
Paul Hoover,2009,Philadelphia Phillies,4,0,3,0,1,0,1,.750,.750,.750,1.500,hitter
Ryan Howard,2009,Philadelphia Phillies,616,105,172,45,141,75,186,.279,.360,.571,.931,hitter
Raul Ibanez,2009,Philadelphia Phillies,500,93,136,34,93,56,119,.272,.347,.552,.899,hitter
Kyle Kendrick,2009,Philadelphia Phillies,8,0,2,0,0,0,5,.250,.250,.250,.500,hitter
Cliff Lee,2009,Cleveland Indians,5,0,0,0,0,1,1,.000,.167,.000,.167,hitter
Brad Lidge,2009,Philadelphia Phillies,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Rodrigo Lopez,2009,Philadelphia Phillies,9,0,0,0,0,0,4,.000,.000,.000,.000,hitter
Ryan Madson,2009,Philadelphia Phillies,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Lou Marson,2009,Philadelphia Phillies,17,3,4,0,0,3,7,.235,.350,.294,.644,hitter
Pedro Martinez,2009,Philadelphia Phillies,14,0,1,0,1,1,6,.071,.133,.071,.204,hitter
John Mayberry Jr.,2009,Philadelphia Phillies,57,8,12,4,8,2,23,.211,.250,.474,.724,hitter
Jamie Moyer,2009,Philadelphia Phillies,42,2,5,0,2,6,21,.119,.240,.119,.359,hitter
Brett Myers,2009,Philadelphia Phillies,18,2,4,0,0,1,4,.222,.263,.278,.541,hitter
Chan Ho Park,2009,Philadelphia Phillies,14,1,2,1,1,3,5,.143,.294,.357,.651,hitter
Steven Register,2009,Philadelphia Phillies,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jimmy Rollins,2009,Philadelphia Phillies,672,100,168,21,77,44,70,.250,.296,.423,.719,hitter
J.C. Romero,2009,Philadelphia Phillies,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Carlos Ruiz,2009,Philadelphia Phillies,322,32,82,9,43,47,39,.255,.355,.425,.780,hitter
Matt Stairs,2009,Philadelphia Phillies,103,15,20,5,17,23,30,.194,.357,.379,.736,hitter
Jack Taschner,2009,Philadelphia Phillies,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Andy Tracy,2009,Philadelphia Phillies,12,1,5,0,1,0,3,.417,.417,.583,1.000,hitter
Chase Utley,2009,Philadelphia Phillies,571,112,161,31,93,88,110,.282,.397,.508,.905,hitter
Shane Victorino,2009,Philadelphia Phillies,620,102,181,10,62,60,71,.292,.358,.445,.803,hitter
Tyler Walker,2009,Philadelphia Phillies,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jayson Werth,2009,Philadelphia Phillies,571,98,153,36,99,91,156,.268,.373,.506,.879,hitter
Manny Acosta,2009,Atlanta Braves,1,0,0,0,0,1,1,.000,.500,.000,.500,hitter
Garret Anderson,2009,Atlanta Braves,496,52,133,13,61,27,73,.268,.303,.401,.704,hitter
Jairo Asencio,2009,Atlanta Braves,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Brian Barton,2009,Atlanta Braves,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jeff Bennett,2009,Atlanta Braves,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Grégor Blanco,2009,Atlanta Braves,43,5,8,0,1,4,9,.186,.255,.233,.488,hitter
Blaine Boyer,2009,Atlanta Braves,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jorge Campillo,2009,Atlanta Braves,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Barbaro Canizares,2009,Atlanta Braves,21,1,4,0,0,0,6,.190,.190,.238,.428,hitter
Buddy Carlyle,2009,Atlanta Braves,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Ryan Church,2009,New York Mets,232,26,65,2,22,17,36,.280,.332,.375,.707,hitter
Brooks Conrad,2009,Atlanta Braves,54,7,11,2,8,3,14,.204,.259,.407,.666,hitter
Matt Diaz,2009,Atlanta Braves,371,56,116,13,58,35,90,.313,.390,.488,.878,hitter
Yunel Escobar,2009,Atlanta Braves,528,89,158,14,76,57,62,.299,.377,.436,.813,hitter
Jeff Francoeur,2009,Atlanta Braves,304,32,76,5,35,12,46,.250,.282,.352,.634,hitter
Michael Gonzalez,2009,Atlanta Braves,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Reid Gorecki,2009,Atlanta Braves,25,6,5,0,3,1,12,.200,.222,.200,.422,hitter
Tommy Hanson,2009,Atlanta Braves,37,2,2,0,1,1,20,.054,.079,.054,.133,hitter
Diory Hernandez,2009,Atlanta Braves,85,6,12,1,6,6,22,.141,.198,.212,.410,hitter
Tim Hudson,2009,Atlanta Braves,12,2,4,1,2,2,1,.333,.429,.583,1.012,hitter
Omar Infante,2009,Atlanta Braves,203,24,62,2,27,19,28,.305,.361,.389,.750,hitter
Kelly Johnson,2009,Atlanta Braves,303,47,68,8,29,32,54,.224,.303,.389,.692,hitter
Brandon Jones,2009,Atlanta Braves,13,2,4,0,1,4,3,.308,.471,.308,.779,hitter
Chipper Jones,2009,Atlanta Braves,488,80,129,18,71,101,89,.264,.388,.430,.818,hitter
Jair Jurrjens,2009,Atlanta Braves,65,7,8,0,4,8,24,.123,.219,.154,.373,hitter
Kenshin Kawakami,2009,Atlanta Braves,41,0,4,0,0,3,13,.098,.159,.098,.257,hitter
Casey Kotchman,2009,Atlanta Braves,298,28,84,6,41,32,28,.282,.354,.409,.763,hitter
Adam LaRoche,2009,Pittsburgh Pirates,324,46,80,12,40,41,81,.247,.329,.441,.770,hitter
Boone Logan,2009,Atlanta Braves,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Derek Lowe,2009,Atlanta Braves,54,6,12,0,1,4,16,.222,.276,.222,.498,hitter
Brian McCann,2009,Atlanta Braves,488,63,137,21,94,49,83,.281,.349,.486,.835,hitter
Nate McLouth,2009,Pittsburgh Pirates,168,27,43,9,34,21,29,.256,.349,.470,.819,hitter
Kris Medlen,2009,Atlanta Braves,13,0,0,0,0,0,7,.000,.000,.000,.000,hitter
Peter Moylan,2009,Atlanta Braves,3,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Greg Norton,2009,Atlanta Braves,76,3,11,0,7,20,20,.145,.330,.171,.501,hitter
Vladimir Nunez,2009,Atlanta Braves,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Eric O'Flaherty,2009,Atlanta Braves,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
James Parr,2009,Atlanta Braves,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Martín Prado,2009,Atlanta Braves,450,64,138,11,49,36,59,.307,.358,.464,.822,hitter
Jo-Jo Reyes,2009,Atlanta Braves,9,1,1,0,0,2,7,.111,.273,.111,.384,hitter
David Ross,2009,Atlanta Braves,128,18,35,7,20,21,39,.273,.380,.508,.888,hitter
Clint Sammons,2009,Atlanta Braves,11,1,2,0,0,1,3,.182,.250,.182,.432,hitter
Jordan Schafer,2009,Atlanta Braves,167,18,34,2,8,27,63,.204,.313,.287,.600,hitter
Rafael Soriano,2009,Atlanta Braves,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Javier Vazquez,2009,Atlanta Braves,68,6,12,0,3,3,14,.176,.211,.221,.432,hitter
Brian Anderson,2009,Chicago White Sox,185,25,44,2,13,20,49,.238,.322,.319,.641,hitter
Gordon Beckham,2009,Chicago White Sox,378,58,102,14,63,41,65,.270,.347,.460,.807,hitter
Wilson Betemit,2009,Chicago White Sox,45,2,9,0,3,5,13,.200,.280,.311,.591,hitter
Lance Broadway,2009,New York Mets,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mark Buehrle,2009,Chicago White Sox,4,1,1,1,1,0,1,.250,.250,1.000,1.250,hitter
D.J. Carrasco,2009,Chicago White Sox,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Ramon Castro,2009,New York Mets,79,5,20,3,13,8,16,.253,.322,.430,.752,hitter
Jose Contreras,2009,Chicago White Sox,6,0,0,0,0,0,3,.000,.000,.000,.000,hitter
John Danks,2009,Chicago White Sox,2,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Octavio Dotel,2009,Chicago White Sox,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Jermaine Dye,2009,Chicago White Sox,503,78,126,27,81,64,108,.250,.340,.453,.793,hitter
Josh Fields,2009,Chicago White Sox,239,29,53,7,30,25,76,.222,.301,.347,.648,hitter
Tyler Flowers,2009,Chicago White Sox,16,3,3,0,0,3,8,.188,.350,.250,.600,hitter
Gavin Floyd,2009,Chicago White Sox,1,0,0,0,0,0,1,.000,.000,.000,.000,hitter
Chris Getz,2009,Chicago White Sox,375,49,98,2,31,30,54,.261,.324,.347,.671,hitter
Jimmy Gobble,2009,Chicago White Sox,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Bobby Jenks,2009,Chicago White Sox,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Paul Konerko,2009,Chicago White Sox,546,75,151,28,88,58,89,.277,.353,.489,.842,hitter
Mark Kotsay,2009,Boston Red Sox,74,4,19,1,5,4,12,.257,.291,.324,.615,hitter
Brent Lillibridge,2009,Chicago White Sox,95,9,15,0,3,14,26,.158,.273,.179,.452,hitter
Scott Linebrink,2009,Chicago White Sox,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Mike MacDougal,2009,Washington Nationals,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Corky Miller,2009,Chicago White Sox,39,5,8,0,5,3,9,.205,.262,.282,.544,hitter
Jayson Nix,2009,Chicago White Sox,255,36,57,12,32,28,64,.224,.308,.408,.716,hitter
Jerry Owens,2009,Chicago White Sox,12,0,1,0,0,3,3,.083,.267,.083,.350,hitter
Jake Peavy,2009,San Diego Padres,23,2,2,0,0,1,4,.087,.125,.087,.212,hitter
Ramon Pena,2009,Arizona Diamondbacks,1,0,0,0,0,0,0,.000,.000,.000,.000,hitter
A.J. Pierzynski,2009,Chicago White Sox,504,57,151,13,49,24,52,.300,.331,.425,.756,hitter
Scott Podsednik,2009,Chicago White Sox,537,75,163,7,48,39,74,.304,.353,.412,.765,hitter
Aaron Poreda,2009,Chicago White Sox,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Carlos Quentin,2009,Chicago White Sox,351,47,83,21,56,31,52,.236,.323,.456,.779,hitter
Alexei Ramirez,2009,Chicago White Sox,542,71,150,15,68,49,66,.277,.333,.389,.722,hitter
Clayton Richard,2009,Chicago White Sox,3,1,1,0,0,0,1,.333,.333,.667,1.000,hitter
Alex Rios,2009,Toronto Blue Jays,436,52,115,14,62,31,78,.264,.317,.427,.744,hitter
Jim Thome,2009,Chicago White Sox,345,55,86,23,74,69,116,.249,.372,.493,.865,hitter
Matt Thornton,2009,Chicago White Sox,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Carlos Torres,2009,Chicago White Sox,3,0,0,0,0,0,3,.000,.000,.000,.000,hitter
Dewayne Wise,2009,Chicago White Sox,142,17,32,2,11,3,27,.225,.262,.366,.628,hitter
Alfredo Amezaga,2009,Florida Marlins,69,6,15,0,5,5,16,.217,.267,.261,.528,hitter
Luis Ayala,2009,Minnesota Twins,0,0,0,0,0,0,0,.000,.000,.000,.000,hitter
Burke Badenhop,2009,Florida Marlins,10,0,0,0,1,0,5,.000,.000,.000,.000,hitter
John Baker,2009,Florida Marlins,373,59,101,9,50,41,89,.271,.349,.410,.759,hitter
Emilio Bonifácio,2009,Florida Marlins,461,72,116,1,27,34,95,.252,.303,.308,.611,hitter
